PID,PUNTER,PGRO,PNET,PTB,PR,PRY,PFC
532125,RM-0400,52,52,N,TH-1850,0,Y
532171,SK-0600,52,52,N,DB-5300,0,Y
532255,SK-0600,46,46,N,DH-1800,0,N
532262,CJ-2100,32,32,N,ER-0100,0,Y
532266,SK-0600,37,27,N,DB-5300,10,N
532334,SP-1620,31,31,N,XX-0000,0,N
532357,DZ-0100,61,41,Y,XX-0000,0,N
532361,SP-1620,62,37,N,PP-0400,25,N
532365,DZ-0100,57,47,N,LM-1100,10,N
532369,SP-1620,46,46,N,XX-0000,0,N
532385,SP-1620,49,51,N,PP-0400,-2,N
532395,DZ-0100,42,22,Y,XX-0000,0,N
532405,DZ-0100,53,43,N,LM-1100,10,N
532414,SP-1620,55,35,N,PP-0400,20,N
532444,DZ-0100,46,46,N,XX-0000,0,N
532452,SP-1620,39,39,N,XX-0000,0,N
532477,SP-1620,30,30,N,XX-0000,0,N
532492,SP-1620,40,20,Y,XX-0000,0,N
532504,ZM-0100,46,46,N,LW-0500,0,Y
532587,JR-3700,66,49,N,WW-0200,17,N
532603,JR-3700,50,42,N,WW-0200,8,N
532613,JR-3700,66,39,N,WW-0200,27,N
532651,ZM-0100,48,44,N,LW-0500,4,N
532655,JR-3700,58,42,N,WW-0200,16,N
532659,ZM-0100,39,14,N,LW-0500,25,N
532688,SW-0500,51,43,N,TG-0900,8,N
532708,SW-0500,49,35,N,TG-0900,14,N
532723,AL-0500,46,46,N,RR-0130,0,Y
532738,AL-0500,58,56,N,RR-0130,2,N
532786,SW-0500,59,39,Y,XX-0000,0,N
532793,AL-0500,39,39,N,RR-0130,0,Y
532799,SW-0500,40,40,N,TG-0900,0,Y
532805,AL-0500,56,49,N,RR-0130,7,N
532844,SR-0800,33,33,N,XX-0000,0,N
532882,CK-0900,45,45,N,XX-0000,0,N
532908,CK-0900,56,48,N,BB-0600,8,N
532945,SR-0800,43,43,N,XX-0000,0,N
532969,SR-0800,39,41,N,MS-1300,-2,N
533008,DJ-2800,50,40,N,RC-1500,10,N
533023,DJ-2800,50,50,N,XX-0000,0,N
533032,TM-0800,39,39,N,XX-0000,0,N
533040,DJ-2800,55,39,N,RC-1500,16,N
533089,TM-0800,41,41,N,KM-0450,0,Y
533118,DJ-2800,51,54,N,RC-1500,-3,N
533122,TM-0800,55,36,N,KM-0450,19,N
533163,TM-0800,-14,-14,N,XX-0000,0,N
533169,TM-0800,36,36,N,KM-0450,0,Y
533188,MS-0600,51,51,N,XX-0000,0,N
533192,BC-2000,56,50,N,ER-0500,6,N
533196,MS-0600,47,47,N,XX-0000,0,N
533211,BC-2000,48,47,N,ER-0500,1,N
533223,MS-0600,33,33,N,XX-0000,0,N
533232,BC-2000,34,34,N,EW-0400,0,N
533250,BC-2000,50,43,N,ER-0500,7,N
533292,MS-0600,49,37,N,TH-1900,12,N
533331,BC-2000,35,35,N,ER-0500,0,Y
533359,AL-0500,37,37,N,XX-0000,0,N
533397,AL-0500,45,45,N,LW-0500,0,N
533408,AL-0500,37,37,N,LW-0500,0,Y
533416,JR-3700,45,7,N,TG-0900,38,N
533420,AL-0500,41,41,N,LW-0500,0,Y
533432,JR-3700,29,29,N,TG-0900,0,Y
533462,JR-3700,56,40,N,TG-0900,16,N
533478,JR-3700,64,48,N,TG-0900,16,N
533482,AL-0500,66,61,N,LW-0500,5,N
533555,BK-0700,31,31,N,LM-1100,0,Y
533594,BK-0700,57,37,Y,XX-0000,0,N
533616,BK-0700,36,36,N,LM-1100,0,Y
533623,SP-1620,22,22,N,XX-0000,0,N
533658,TM-3300,57,48,N,RP-0300,9,N
533706,MK-1200,54,33,N,DS-3300,21,N
533719,MK-1200,31,31,N,DS-3300,0,Y
533748,TM-3300,55,55,N,XX-0000,0,N
533774,MK-1200,41,41,N,XX-0000,0,N
533778,TM-3300,48,48,N,RP-0300,0,Y
533806,TM-3300,45,39,N,RP-0300,6,N
533876,RH-2500,51,51,N,TH-1850,0,Y
533887,PM-0300,39,39,N,XX-0000,0,N
533929,RH-2500,53,45,N,TH-1850,8,N
533933,PM-0300,59,42,N,JC-5600,17,N
533938,RH-2500,40,40,N,XX-0000,0,N
533942,PM-0300,57,37,Y,XX-0000,0,N
533948,RH-2500,42,42,N,TH-1850,0,Y
533958,RH-2500,21,21,N,XX-0000,0,N
533963,PM-0300,52,50,N,JC-5600,2,N
533975,PM-0300,35,15,Y,XX-0000,0,N
533986,SW-0500,36,36,N,XX-0000,0,N
534065,SR-0800,33,33,N,RR-0130,0,Y
534071,SW-0500,44,32,N,BB-0600,12,N
534121,SW-0500,40,39,N,JW-5300,1,N
534143,BN-0700,46,36,N,DB-5300,10,N
534147,BM-3600,47,45,N,CM-3400,2,N
534152,BN-0700,37,37,N,DH-1800,0,Y
534212,BM-3600,49,48,N,CM-3400,1,N
534217,BN-0700,29,29,N,XX-0000,0,N
534229,BN-0700,39,29,N,DB-5300,10,N
534242,BN-0700,55,58,N,DB-5300,-3,N
534246,BM-3600,59,55,N,CM-3400,4,N
534264,BM-3600,42,45,N,CM-3400,-3,N
534269,BN-0700,42,42,N,DB-5300,0,Y
534305,JH-3230,44,44,N,RC-1500,0,Y
534310,TM-0800,42,42,N,AP-0900,0,Y
534354,TM-0800,39,39,N,AP-0900,0,Y
534397,JH-3230,55,40,N,RC-1500,15,N
534403,TM-0800,35,35,N,AP-0900,0,Y
534465,DJ-2800,51,51,N,XX-0000,0,N
534478,DJ-2800,50,50,N,JJ-3900,0,Y
534482,SK-0600,46,46,N,XX-0000,0,N
534488,DJ-2800,62,62,N,XX-0000,0,N
534511,SK-0600,48,48,N,KM-0450,0,N
534518,DJ-2800,38,37,N,ER-0100,1,N
534522,SK-0600,51,49,N,KM-0450,2,N
534534,SK-0600,51,44,N,KM-0450,7,N
534567,SK-0600,57,55,N,KM-0450,2,N
534571,DJ-2800,39,39,N,XX-0000,0,N
534640,CK-0900,35,35,N,XX-0000,0,N
534644,DZ-0100,34,34,N,MS-1300,0,Y
534696,DZ-0100,46,46,N,MS-1300,0,N
534700,CK-0900,38,38,N,PP-0400,0,Y
534704,DZ-0100,34,34,N,MS-1300,0,Y
534733,CK-0900,46,41,N,PP-0400,5,N
534737,DZ-0100,52,52,N,XX-0000,0,N
534741,CK-0900,36,36,N,XX-0000,0,N
534749,DZ-0100,31,31,N,MS-1300,0,Y
534753,CK-0900,44,46,N,PP-0400,-2,N
534758,DZ-0100,37,37,N,MS-1300,0,Y
534762,CK-0900,51,53,N,PP-0400,-2,N
534774,CK-0900,30,24,N,PP-0400,6,N
534794,ZM-0100,44,31,N,JK-1000,13,N
534814,RM-0400,59,45,N,WW-0200,14,N
534828,RM-0400,51,31,Y,XX-0000,0,N
534840,ZM-0100,32,32,N,JK-1000,0,Y
534847,ZM-0100,54,48,N,JK-1000,6,N
534866,ZM-0100,40,40,N,JK-1000,0,Y
534917,RM-0400,60,53,N,WW-0200,7,N
534924,ZM-0100,46,46,N,JK-1000,0,Y
534946,ZM-0100,53,50,N,JK-1000,3,N
534992,BA-0850,55,50,N,PA-0100,5,N
534997,SL-0400,49,45,N,MS-3900,4,N
535001,BA-0850,40,40,N,DM-3100,0,N
535021,SL-0400,38,38,N,AR-1500,0,Y
535032,BA-0850,36,36,N,XX-0000,0,N
535041,SL-0400,45,43,N,MS-3900,2,N
535045,BA-0850,36,36,N,XX-0000,0,N
535074,SL-0400,46,18,N,MS-3900,28,N
535097,BA-0850,45,45,N,PA-0100,0,N
535103,SL-0400,45,25,Y,XX-0000,0,N
535107,BA-0850,44,43,N,PA-0100,1,N
535132,BA-0850,38,38,N,XX-0000,0,N
535152,BA-0850,48,28,Y,XX-0000,0,N
535157,SL-0400,41,31,N,MS-3900,10,N
535161,BA-0850,37,37,N,PA-0100,0,Y
535217,KH-2600,54,21,N,AB-3500,33,N
535269,KH-2600,53,44,N,AB-3500,9,N
535273,DB-6350,55,50,N,AJ-1200,5,N
535277,KH-2600,38,18,N,AB-3500,20,N
535293,KH-2600,61,41,Y,XX-0000,0,N
535300,DB-6350,39,39,N,BT-0300,0,Y
535304,KH-2600,48,48,N,XX-0000,0,N
535310,BR-1100,26,26,N,XX-0000,0,N
535314,KH-2600,57,57,N,XX-0000,0,N
535326,NH-0700,35,35,N,DH-2700,0,Y
535339,NH-0700,35,35,N,XX-0000,0,N
535346,AP-1800,34,34,N,SL-0900,0,Y
535350,NH-0700,36,31,N,DH-2700,5,N
535361,NH-0700,58,58,N,XX-0000,0,N
535365,AP-1800,42,42,N,XX-0000,0,N
535369,NH-0700,47,47,N,XX-0000,0,N
535388,NH-0700,36,34,N,EB-0600,2,N
535392,AP-1800,53,48,N,SL-0900,5,N
535409,AP-1800,43,43,N,XX-0000,0,N
535439,AP-1800,43,41,N,SL-0900,2,N
535445,NH-0700,39,39,N,EW-0500,0,Y
535457,AP-1800,28,28,N,XX-0000,0,N
535461,NH-0700,35,35,N,DH-2700,0,Y
535465,AP-1800,32,32,N,SL-0900,0,N
535482,AP-1800,47,47,N,SL-0900,0,N
535498,CK-0900,35,35,N,XX-0000,0,N
535502,MK-1200,43,43,N,XX-0000,0,N
535506,CK-0900,20,20,N,XX-0000,0,N
535519,CK-0900,39,39,N,RP-0300,0,N
535557,MK-1200,53,53,N,MS-1300,0,N
535585,MK-1200,51,35,N,MS-1300,16,N
535598,CK-0900,40,40,N,RP-0300,0,Y
535615,MK-1200,57,42,N,MS-1300,15,N
535619,CK-0900,38,37,N,RP-0300,1,N
535623,MK-1200,47,47,N,XX-0000,0,N
535627,CK-0900,55,55,N,RP-0300,0,N
535661,MK-1200,30,30,N,XX-0000,0,N
535677,BN-0700,36,25,N,DH-2700,11,N
535689,BN-0700,35,35,N,DH-2700,0,N
535714,AP-1800,49,49,N,XX-0000,0,N
535742,AP-1800,44,44,N,CM-3400,0,Y
535761,AP-1800,43,43,N,XX-0000,0,N
535779,AP-1800,43,43,N,XX-0000,0,N
535801,BN-0700,6,6,N,XX-0000,0,N
535864,MS-0600,47,40,N,JC-5600,7,N
535868,RH-2500,31,20,N,EW-0400,11,N
535873,RH-2500,34,34,N,EW-0400,0,Y
535877,MS-0600,34,34,N,XX-0000,0,N
535883,RH-2500,30,30,N,XX-0000,0,N
535892,MS-0600,40,25,N,JC-5600,15,N
535904,RH-2500,38,18,Y,XX-0000,0,N
535922,RH-2500,50,45,N,EW-0400,5,N
535926,MS-0600,60,60,N,XX-0000,0,N
535930,RH-2500,51,41,N,EW-0400,10,N
535934,MS-0600,43,43,N,XX-0000,0,N
535938,RH-2500,48,28,N,EW-0400,20,N
535957,RH-2500,40,40,N,XX-0000,0,N
535971,MS-0600,55,55,N,XX-0000,0,N
535981,RH-2500,34,34,N,EW-0400,0,N
536017,MM-1900,48,37,N,DF-1700,11,N
536059,MM-1900,40,40,N,DF-1700,0,Y
536103,MM-1900,56,56,N,DF-1700,0,Y
536136,MB-3000,52,45,N,BB-2530,7,N
536174,BF-0300,53,33,Y,XX-0000,0,N
536178,RM-0400,59,45,N,MT-0550,14,N
536182,BF-0300,55,55,N,XX-0000,0,N
536189,RM-0400,-20,-20,N,XX-0000,0,N
536207,RM-0400,39,39,N,DB-1800,0,Y
536213,BF-0300,55,35,Y,XX-0000,0,N
536218,RM-0400,48,48,N,XX-0000,0,N
536231,RM-0400,54,42,N,MT-0550,12,N
536235,BF-0300,41,41,N,JK-1000,0,Y
536269,RM-0400,33,33,N,DB-1800,0,Y
536285,BF-0300,58,58,N,JK-1000,0,Y
536293,RM-0400,41,41,N,DB-1800,0,Y
536297,BF-0300,58,58,N,XX-0000,0,N
536344,NH-0700,42,39,N,LW-0500,3,N
536380,NH-0700,46,38,N,LW-0500,8,N
536398,JR-3700,64,58,N,SL-0900,6,N
536402,NH-0700,47,29,N,LW-0500,18,N
536406,JR-3700,42,42,N,XX-0000,0,N
536415,NH-0700,41,41,N,LW-0500,0,Y
536430,JR-3700,39,39,N,SL-0900,0,Y
536501,BA-0850,46,46,N,RC-1500,0,Y
536505,TM-0800,42,42,N,XX-0000,0,N
536542,TM-0800,65,45,Y,XX-0000,0,N
536548,BA-0850,-42,-42,N,XX-0000,0,N
536558,BA-0850,28,28,N,RC-1500,0,Y
536568,TM-0800,36,36,N,XX-0000,0,N
536594,TM-0800,33,33,N,MS-3900,0,Y
536598,BA-0850,45,45,N,RC-1500,0,N
536609,BA-0850,57,37,Y,XX-0000,0,N
536624,BA-0850,27,27,N,XX-0000,0,N
536650,TM-0800,49,49,N,MS-3900,0,Y
536698,JH-3230,50,48,N,JE-0100,2,N
536717,JH-3230,49,49,N,XX-0000,0,N
536767,JH-3230,48,48,N,JE-0100,0,N
536786,JH-3230,48,34,N,JE-0100,14,N
536790,ZM-0100,62,42,Y,XX-0000,0,N
536823,ZM-0100,51,39,N,AP-0900,12,N
536852,SR-0800,52,47,N,AB-3500,5,N
536893,SR-0800,12,12,N,XX-0000,0,N
536904,SR-0800,41,23,N,AB-3500,18,N
536908,DB-6350,39,39,N,XX-0000,0,N
536939,SR-0800,46,46,N,XX-0000,0,N
536943,DB-6350,58,31,N,BB-0600,27,N
536958,DB-6350,55,48,N,BB-0600,7,N
537020,BK-0700,61,48,N,TH-1850,13,N
537034,PM-0300,39,20,N,DR-1200,19,N
537075,BK-0700,34,34,N,XX-0000,0,N
537091,PM-0300,48,28,Y,XX-0000,0,N
537128,BK-0700,35,35,N,XX-0000,0,N
537149,DC-3200,33,33,N,PA-0100,0,Y
537165,DC-3200,49,44,N,PA-0100,5,N
537169,SL-0400,43,30,N,JA-2000,13,N
537194,SL-0400,54,27,N,JA-2000,27,N
537210,SL-0400,36,36,N,XX-0000,0,N
537252,DC-3200,57,30,N,PA-0100,27,N
537256,SL-0400,45,25,Y,XX-0000,0,N
537261,DC-3200,45,45,N,PA-0100,0,Y
537265,SL-0400,41,36,N,JA-2000,5,N
537269,DC-3200,52,46,N,PA-0100,6,N
537291,SL-0400,37,23,N,JA-2000,14,N
537337,BM-3600,39,39,N,RR-0130,0,Y
537341,SW-0500,53,54,N,DB-5300,-1,N
537356,BM-3600,37,37,N,XX-0000,0,N
537361,BM-3600,39,39,N,RR-0130,0,Y
537367,SW-0500,41,41,N,XX-0000,0,N
537384,SW-0500,40,40,N,DH-1800,0,Y
537396,SW-0500,52,52,N,XX-0000,0,N
537416,SW-0500,51,37,N,DH-1800,14,N
537436,BM-3600,50,49,N,RR-0130,1,N
537476,SW-0500,44,44,N,XX-0000,0,N
537490,TM-3300,41,41,N,TH-1900,0,Y
537495,BC-2000,42,42,N,DS-3300,0,Y
537503,TM-3300,52,52,N,XX-0000,0,N
537520,TM-3300,43,37,N,TH-1900,6,N
537534,BC-2000,55,35,Y,XX-0000,0,N
537556,TM-3300,53,53,N,XX-0000,0,N
537590,TM-3300,42,42,N,JL-1200,0,Y
537596,BC-2000,51,52,N,DS-3300,-1,N
537600,TM-3300,56,34,N,TH-1900,22,N
537610,TM-3300,63,63,N,TH-1900,0,N
537618,BC-2000,46,46,N,XX-0000,0,N
537622,TM-3300,63,48,N,TH-1900,15,N
537651,BC-2000,38,38,N,DS-3300,0,Y
537662,AL-0500,55,50,N,PP-0400,5,N
537667,DZ-0100,41,36,N,TG-0900,5,N
537685,DZ-0100,52,43,N,TG-0900,9,N
537689,AL-0500,40,40,N,PP-0400,0,Y
537696,DZ-0100,53,18,N,TG-0900,35,N
537709,DZ-0100,54,45,N,TG-0900,9,N
537735,DZ-0100,37,17,Y,XX-0000,0,N
537763,AL-0500,45,44,N,PP-0400,1,N
537767,DZ-0100,42,42,N,TG-0900,0,Y
537771,AL-0500,54,48,N,PP-0400,6,N
537780,DZ-0100,52,43,N,TG-0900,9,N
537788,AL-0500,50,44,N,PP-0400,6,N
