PID,KICKER,KGRO,KNET,KTB,KR,KRY
518682,MB-3000,73,55,N,JA-2000,18
518711,RS-3400,70,62,N,HD-0300,8
518712,JP-3850,70,46,N,JM-3600,24
518735,NF-0300,64,44,Y,XX-0000,0
518749,NF-0300,65,45,Y,XX-0000,0
518757,NF-0300,65,45,Y,XX-0000,0
518766,JP-3850,65,45,Y,XX-0000,0
518782,NF-0300,65,45,Y,XX-0000,0
518792,NF-0300,65,45,Y,XX-0000,0
518794,NF-0300,68,45,N,LM-1100,23
518799,NF-0300,65,45,Y,XX-0000,0
518810,NF-0300,64,42,N,LM-1100,22
518822,JP-3850,65,45,Y,XX-0000,0
518848,JP-3850,65,45,Y,XX-0000,0
518860,JP-3850,14,14,N,XX-0000,0
518871,NF-0300,73,47,N,LM-1100,26
518874,GZ-2000,73,53,Y,XX-0000,0
518900,GZ-2000,74,54,Y,XX-0000,0
518916,JH-0900,73,53,Y,XX-0000,0
518932,GZ-2000,70,52,N,SL-0900,18
518937,GZ-2000,27,26,N,WH-0500,1
518943,JH-0900,72,52,Y,XX-0000,0
518945,JH-0900,70,45,N,IP-0300,25
518957,JH-0900,72,52,Y,XX-0000,0
518996,GZ-2000,65,45,Y,XX-0000,0
519003,JH-0900,70,50,Y,XX-0000,0
519017,GZ-2000,72,52,Y,XX-0000,0
519028,JH-0900,72,52,Y,XX-0000,0
519031,BC-3000,65,45,Y,XX-0000,0
519048,BC-3000,65,45,Y,XX-0000,0
519057,TM-3300,70,43,N,BB-0600,27
519060,BC-3000,73,47,N,DS-3300,26
519080,BC-3000,60,40,Y,XX-0000,0
519093,BC-3000,65,45,Y,XX-0000,0
519110,TM-3300,70,50,Y,XX-0000,0
519112,TM-3300,64,42,N,BB-0600,22
519122,BC-3000,65,45,Y,XX-0000,0
519137,BC-3000,74,45,N,DS-3300,29
519154,TM-3300,65,45,Y,XX-0000,0
519170,BC-3000,74,26,N,DS-3300,48
519188,TM-3300,65,45,Y,XX-0000,0
519197,BC-3000,65,45,Y,XX-0000,0
519210,TM-3300,65,45,Y,XX-0000,0
519221,SG-1100,68,37,N,MT-0550,31
519250,DC-0500,71,60,N,TH-1900,11
519282,SG-1100,65,48,N,MT-0550,17
519298,SG-1100,68,36,N,MT-0550,32
519304,SG-1100,65,35,N,MT-0550,30
519310,SG-1100,44,26,N,JL-0260,18
519312,DC-0500,67,50,N,TH-1900,17
519318,DC-0500,70,51,N,TH-1900,19
519330,SG-1100,66,39,N,MT-0550,27
519347,SG-1100,73,53,Y,XX-0000,0
519381,SG-0800,65,45,Y,XX-0000,0
519395,RB-2200,67,39,N,DM-1300,28
519413,SG-0800,69,47,N,DR-1200,22
519429,SG-0800,67,27,N,DR-1200,40
519450,SG-0800,73,47,N,DR-1200,26
519458,RB-2200,74,54,Y,XX-0000,0
519472,RB-2200,65,45,Y,XX-0000,0
519496,SG-0800,64,44,N,DR-1200,20
519515,RB-2200,67,48,N,MS-2100,19
519528,SG-0800,65,45,Y,XX-0000,0
519539,SG-0800,65,45,Y,XX-0000,0
519541,JS-1100,59,41,N,MA-1150,18
519567,JS-1100,70,42,N,PH-0400,28
519594,JS-1100,65,45,Y,XX-0000,0
519614,BW-0350,69,49,N,JP-0800,20
519616,BW-0350,70,50,Y,XX-0000,0
519629,BW-0350,69,47,N,JP-0800,22
519642,JS-1100,72,42,N,PH-0400,30
519654,BW-0350,71,51,Y,XX-0000,0
519665,JS-1100,65,45,Y,XX-0000,0
519676,BW-0350,73,53,Y,XX-0000,0
519695,JS-1100,56,34,N,MA-1150,22
519699,JS-1100,70,40,N,PH-0400,30
519708,BW-0350,63,42,N,JP-0800,21
519713,MK-1200,65,45,Y,XX-0000,0
519734,MK-1200,65,45,Y,XX-0000,0
519744,MK-1200,74,54,Y,XX-0000,0
519769,MK-1200,65,45,Y,XX-0000,0
519782,JM-4000,70,55,N,MS-2950,15
519796,JM-4000,64,47,N,MS-2950,17
519832,MK-1200,74,43,N,JA-0260,31
519849,JM-4000,70,47,N,MS-2950,23
519857,JF-0900,70,42,N,LW-0500,28
519875,SH-0400,65,43,N,LS-1700,22
519890,JF-0900,70,48,N,LW-0500,22
519913,JF-0900,65,45,Y,XX-0000,0
519936,SH-0400,65,45,Y,XX-0000,0
519950,JF-0900,72,-11,N,LW-0500,83
519957,SH-0400,65,45,Y,XX-0000,0
519964,SH-0400,65,45,Y,XX-0000,0
519995,SH-0400,65,45,Y,XX-0000,0
520010,JF-0900,65,45,Y,XX-0000,0
520032,MC-3000,74,54,Y,XX-0000,0
520058,DA-0300,65,45,Y,XX-0000,0
520080,DA-0300,65,45,Y,XX-0000,0
520097,MC-3000,74,54,Y,XX-0000,0
520109,DA-0300,65,45,Y,XX-0000,0
520119,DA-0300,68,44,N,RC-1500,24
520135,DA-0300,70,42,N,RC-1500,28
520164,MC-3000,72,52,Y,XX-0000,0
520172,DA-0300,62,41,N,RC-1500,21
520181,MC-3000,70,39,N,KH-2900,31
520201,SS-3100,65,45,Y,XX-0000,0
520245,SS-3100,65,45,Y,XX-0000,0
520259,MP-2100,71,44,N,ES-0200,27
520277,SS-3100,65,45,Y,XX-0000,0
520279,MP-2100,65,45,Y,XX-0000,0
520300,SS-3100,65,45,Y,XX-0000,0
520304,MP-2100,65,45,Y,XX-0000,0
520320,SS-3100,65,45,Y,XX-0000,0
520332,MP-2100,65,45,Y,XX-0000,0
520351,MP-2100,65,45,Y,XX-0000,0
520356,MP-2100,65,45,Y,XX-0000,0
520363,MN-0800,71,44,N,DT-1250,27
520369,JT-3950,69,44,N,BT-0300,25
520387,JT-3950,72,57,N,BT-0300,15
520403,MN-0800,70,47,N,DT-1250,23
520410,JT-3950,73,53,Y,XX-0000,0
520440,MN-0800,68,40,N,DT-1250,28
520442,JT-3950,74,54,Y,XX-0000,0
520455,MN-0800,68,54,N,DT-1250,14
520468,JT-3950,74,54,Y,XX-0000,0
520481,JT-3950,74,54,Y,XX-0000,0
520486,JT-3950,74,54,Y,XX-0000,0
520494,JT-3950,74,54,Y,XX-0000,0
520521,JT-3950,67,43,N,BT-0300,24
520527,NK-0200,57,51,N,TJ-2400,6
520550,SJ-0300,69,44,N,RG-1300,25
520560,NK-0200,71,51,Y,XX-0000,0
520586,NK-0200,65,45,Y,XX-0000,0
520602,SJ-0300,49,32,N,RG-1300,17
520603,SJ-0300,70,36,N,RG-1300,34
520625,NK-0200,65,45,Y,XX-0000,0
520635,NK-0200,72,52,Y,XX-0000,0
520649,NK-0200,65,45,Y,XX-0000,0
520666,NK-0200,70,50,Y,XX-0000,0
520682,SJ-0300,23,23,N,XX-0000,0
520688,RG-1500,69,48,N,RC-1500,21
520732,MC-3000,66,28,N,DH-2700,38
520755,MC-3000,72,52,Y,XX-0000,0
520768,MC-3000,65,45,Y,XX-0000,0
520782,RG-1500,72,52,Y,XX-0000,0
520809,MC-3000,58,39,N,DH-2700,19
520813,MC-3000,73,53,Y,XX-0000,0
520828,RG-1500,65,45,Y,XX-0000,0
520846,MN-0800,68,47,N,JC-5600,21
520853,MN-0800,67,29,N,JC-5600,38
520864,PD-0200,70,43,N,BT-0300,27
520896,MN-0800,68,41,N,JC-5600,27
520904,PD-0200,73,42,N,AJ-1200,31
520915,MN-0800,70,46,N,JC-5600,24
520931,PD-0200,65,45,Y,XX-0000,0
520940,MN-0800,70,46,N,JC-5600,24
520968,PD-0200,72,42,N,BT-0300,30
520978,MN-0800,71,51,Y,XX-0000,0
520988,PD-0200,60,42,N,BT-0300,18
521001,MN-0800,69,38,N,JC-5600,31
521011,PD-0200,13,13,N,XX-0000,0
521013,JP-3850,65,45,Y,XX-0000,0
521043,JP-3850,65,45,Y,XX-0000,0
521056,JP-3850,72,52,Y,XX-0000,0
521078,JP-3850,60,43,N,JA-2000,17
521092,RS-3400,70,50,Y,XX-0000,0
521112,RS-3400,73,53,Y,XX-0000,0
521119,JP-3850,59,36,N,JA-2000,23
521126,JP-3850,65,45,Y,XX-0000,0
521152,RS-3400,50,45,N,BS-2400,5
521167,RS-3400,65,45,Y,XX-0000,0
521177,PM-0300,70,42,N,PH-0400,28
521192,BW-0350,74,54,Y,XX-0000,0
521208,PM-0300,72,22,N,PH-0400,50
521218,BW-0350,68,49,N,TH-1850,19
521240,PM-0300,73,50,N,MS-1300,23
521254,PM-0300,42,32,N,DR-0700,10
521256,BW-0350,74,54,Y,XX-0000,0
521274,PM-0300,74,54,Y,XX-0000,0
521319,BW-0350,74,54,Y,XX-0000,0
521338,BW-0350,74,54,Y,XX-0000,0
521344,PM-0300,74,54,Y,XX-0000,0
521347,JT-3950,65,45,Y,XX-0000,0
521368,AH-2600,72,23,N,DT-1250,49
521377,JT-3950,65,45,Y,XX-0000,0
521401,JT-3950,70,49,N,BB-2530,21
521427,JT-3950,16,15,N,AJ-1600,1
521428,AH-2600,65,42,N,DT-1250,23
521441,AH-2600,65,45,Y,XX-0000,0
521457,AH-2600,65,45,Y,XX-0000,0
521486,JT-3950,65,38,N,BB-2530,27
521505,JT-3950,65,45,Y,XX-0000,0
521517,AH-2600,73,45,N,DT-1250,28
521528,MK-1200,68,35,N,DW-4050,33
521535,LT-1100,69,50,N,AB-1200,19
521543,MK-1200,47,34,N,MB-1800,13
521557,LT-1100,66,46,N,AB-1200,20
521570,MK-1200,72,52,Y,XX-0000,0
521588,MK-1200,74,54,Y,XX-0000,0
521600,LT-1100,65,43,N,AB-1200,22
521612,MK-1200,66,57,N,DW-4050,9
521614,LT-1100,67,12,N,AB-1200,55
521620,MK-1200,68,24,N,DW-4050,44
521649,LT-1100,66,41,N,AB-1200,25
521661,LT-1100,58,39,N,AB-1200,19
521673,LT-1100,63,41,N,AB-1200,22
521683,LT-1100,66,46,Y,XX-0000,0
521690,MK-1200,65,45,Y,XX-0000,0
521697,LT-1100,47,29,N,DW-1000,18
521702,JS-1100,74,44,N,TH-1900,30
521716,SG-1100,74,54,Y,XX-0000,0
521743,SG-1100,67,44,N,JP-0800,23
521767,SG-1100,65,27,N,JP-0800,38
521793,SG-1100,65,45,Y,XX-0000,0
521806,JS-1100,73,45,N,TH-1900,28
521826,SG-1100,60,42,N,JP-0800,18
521851,SG-1100,74,54,Y,XX-0000,0
521866,JM-4000,65,45,Y,XX-0000,0
521879,TM-3300,69,45,N,JA-0260,24
521890,JM-4000,65,45,Y,XX-0000,0
521902,TM-3300,69,45,N,JA-0260,24
521924,TM-3300,63,39,N,JA-0260,24
521934,JM-4000,65,45,Y,XX-0000,0
521948,JM-4000,43,41,N,JG-0400,2
521950,TM-3300,65,45,Y,XX-0000,0
521970,JM-4000,70,32,N,DS-3300,38
521997,TM-3300,65,45,Y,XX-0000,0
522005,JM-4000,70,56,N,DS-3300,14
522030,GH-0600,11,11,N,XX-0000,0
522038,SG-0800,65,45,Y,XX-0000,0
522052,JF-0900,65,44,N,DM-1300,21
522059,JF-0900,65,40,N,DM-1300,25
522072,SG-0800,65,45,Y,XX-0000,0
522095,SG-0800,69,37,N,LS-1700,32
522120,JF-0900,65,45,Y,XX-0000,0
522128,SG-0800,56,38,N,ED-0700,18
522142,JF-0900,65,45,Y,XX-0000,0
522167,JF-0900,73,53,Y,XX-0000,0
522187,SG-0800,65,45,Y,XX-0000,0
522204,SG-0800,67,47,Y,XX-0000,0
522217,BC-3000,65,45,Y,XX-0000,0
522220,BC-3000,68,56,N,IP-0300,12
522234,GZ-2000,70,45,N,BB-0600,25
522257,BC-3000,74,54,Y,XX-0000,0
522274,GZ-2000,73,53,Y,XX-0000,0
522280,BC-3000,65,45,Y,XX-0000,0
522290,GZ-2000,75,49,N,BB-0600,26
522300,GZ-2000,51,49,N,BB-0600,2
522301,GZ-2000,50,50,N,NP-0100,0
522313,GZ-2000,65,45,Y,XX-0000,0
522324,BC-3000,73,53,Y,XX-0000,0
522339,GZ-2000,65,45,Y,XX-0000,0
522383,SH-0400,63,44,N,FJ-0300,19
522391,SH-0400,65,49,N,FJ-0300,16
522397,SH-0400,65,45,Y,XX-0000,0
522428,DB-0200,59,39,N,LW-0500,20
522451,SH-0400,73,50,N,FJ-0300,23
522465,DB-0200,65,45,Y,XX-0000,0
522486,SH-0400,73,44,N,FJ-0300,29
522511,SH-0400,68,46,N,FJ-0300,22
522534,RB-2200,73,36,N,RG-1300,37
522549,NK-0200,62,44,N,DR-1200,18
522559,NK-0200,70,54,N,DR-1200,16
522574,NK-0200,69,44,N,DR-1200,25
522598,RB-2200,71,34,N,RG-1300,37
522619,NK-0200,60,36,N,LH-1100,24
522643,NK-0200,68,-3,N,LH-1100,71
522648,RB-2200,65,45,Y,XX-0000,0
522662,NK-0200,65,47,N,LH-1100,18
522681,NK-0200,61,44,N,LH-1100,17
522686,SJ-0300,65,45,Y,XX-0000,0
522700,DC-0500,62,49,N,CF-1000,13
522723,SJ-0300,65,45,Y,XX-0000,0
522771,SJ-0300,65,45,Y,XX-0000,0
522774,DC-0500,65,45,Y,XX-0000,0
522792,DC-0500,65,45,Y,XX-0000,0
522804,DC-0500,65,45,Y,XX-0000,0
522820,SJ-0300,65,45,Y,XX-0000,0
522832,DC-0500,65,40,N,MG-1000,25
522846,DC-0500,63,47,N,MG-1000,16
522861,NF-0300,65,45,Y,XX-0000,0
522872,SS-3100,66,42,N,JM-3600,24
522884,NF-0300,62,40,N,CR-0250,22
522894,SS-3100,65,45,Y,XX-0000,0
522909,NF-0300,69,46,N,CR-0250,23
522930,SS-3100,67,34,N,JM-3600,33
522933,SS-3100,65,45,Y,XX-0000,0
522948,SS-3100,70,38,N,JM-3600,32
522996,SS-3100,74,48,N,JM-3600,26
523012,DA-0300,65,45,Y,XX-0000,0
523022,DA-0300,62,38,N,SL-0900,24
523033,JH-0900,66,40,N,KH-2900,26
523038,JH-0900,65,47,N,KH-2900,18
523055,DA-0300,73,53,Y,XX-0000,0
523093,JH-0900,74,54,Y,XX-0000,0
523104,DA-0300,66,26,N,SL-0900,40
523115,JH-0900,70,50,N,KH-2900,20
523126,DA-0300,65,45,Y,XX-0000,0
523137,JH-0900,65,44,N,KH-2900,21
523152,DA-0300,71,51,Y,XX-0000,0
523165,JH-0900,40,40,N,XX-0000,0
523169,MB-3000,68,51,N,OB-0150,17
523177,MB-3000,67,37,N,OB-0150,30
523189,MB-3000,65,45,Y,XX-0000,0
523226,MB-3000,65,45,Y,XX-0000,0
523240,MB-3000,65,45,Y,XX-0000,0
523259,MP-2100,53,30,N,JR-2800,23
523260,MP-2100,59,35,N,LP-0600,24
523280,MB-3000,65,45,Y,XX-0000,0
523311,MP-2100,65,45,Y,XX-0000,0
523336,MP-2100,65,45,Y,XX-0000,0
523344,JM-4000,65,45,Y,XX-0000,0
523354,LT-1100,62,47,N,JA-0260,15
523372,LT-1100,61,47,N,JA-0260,14
523389,LT-1100,70,44,N,JA-0260,26
523409,LT-1100,65,45,Y,XX-0000,0
523423,LT-1100,68,45,N,JA-0260,23
523428,LT-1100,65,45,Y,XX-0000,0
523443,JM-4000,65,46,N,DW-4050,19
523454,LT-1100,65,45,Y,XX-0000,0
523470,LT-1100,68,40,N,JA-0260,28
523492,LT-1100,64,37,N,AE-0500,27
523497,GZ-2000,68,38,N,DH-2700,30
523512,RG-1500,65,45,Y,XX-0000,0
523566,RG-1500,65,45,Y,XX-0000,0
523578,GZ-2000,69,32,N,DH-2700,37
523580,RG-1500,71,47,N,IP-0300,24
523602,GZ-2000,60,42,N,DH-2700,18
523628,RG-1500,65,45,Y,XX-0000,0
523634,RG-1500,65,45,Y,XX-0000,0
523652,RG-1500,65,45,Y,XX-0000,0
523658,JP-3850,73,39,N,JC-5600,34
523673,JP-3850,71,37,N,JC-5600,34
523683,JP-3850,73,56,N,JC-5600,17
523725,PD-0200,65,45,Y,XX-0000,0
523741,PD-0200,69,35,N,LM-1100,34
523752,JP-3850,65,45,Y,XX-0000,0
523780,PD-0200,65,45,Y,XX-0000,0
523802,JP-3850,65,45,Y,XX-0000,0
523827,PM-0300,71,51,Y,XX-0000,0
523843,JS-1100,70,44,N,TH-1850,26
523852,PM-0300,74,54,Y,XX-0000,0
523901,PM-0300,71,51,N,MT-0900,20
523903,JS-1100,70,48,N,CV-0200,22
523912,JS-1100,72,52,Y,XX-0000,0
523935,JS-1100,70,39,N,CV-0200,31
523956,JS-1100,70,45,N,CV-0200,25
523990,PM-0300,74,54,Y,XX-0000,0
523993,JS-1100,67,27,N,CV-0200,40
524000,MK-1200,73,53,Y,XX-0000,0
524014,MK-1200,67,49,N,FJ-0300,18
524036,DB-0200,70,50,Y,XX-0000,0
524068,DB-0200,16,16,N,XX-0000,0
524084,DB-0200,71,51,Y,XX-0000,0
524129,DB-0200,68,53,N,AB-1200,15
524149,DB-0200,74,54,Y,XX-0000,0
524161,MK-1200,7,7,N,XX-0000,0
524165,DC-0500,65,45,Y,XX-0000,0
524180,DC-0500,70,46,N,JM-3600,24
524219,DC-0500,62,47,N,JM-3600,15
524237,NF-0300,70,52,N,MT-0550,18
524244,NF-0300,69,41,N,MT-0550,28
524248,NF-0300,70,50,Y,XX-0000,0
524278,DC-0500,63,40,N,JM-3600,23
524288,NF-0300,71,44,N,MT-0550,27
524327,NF-0300,67,36,N,MT-0550,31
524341,DC-0500,65,45,Y,XX-0000,0
524345,DC-0500,65,45,Y,XX-0000,0
524368,BC-3000,69,38,N,BT-0300,31
524371,MN-0800,67,48,N,BB-0600,19
524381,BC-3000,61,47,N,BT-0300,14
524403,MN-0800,71,51,Y,XX-0000,0
524436,MN-0800,72,52,Y,XX-0000,0
524443,MN-0800,73,18,N,BB-0600,55
524452,BC-3000,73,55,N,AJ-1200,18
524454,MN-0800,65,45,Y,XX-0000,0
524465,BC-3000,65,45,Y,XX-0000,0
524481,BC-3000,65,45,Y,XX-0000,0
524502,MN-0800,71,45,N,BB-0600,26
524514,MN-0800,74,54,Y,XX-0000,0
524529,BC-3000,9,9,N,XX-0000,0
524544,RS-3400,69,48,N,DS-3300,21
524552,TM-3300,71,53,N,JA-2000,18
524567,RS-3400,72,52,N,DS-3300,20
524578,TM-3300,68,41,N,JA-2000,27
524605,RS-3400,74,54,Y,XX-0000,0
524623,TM-3300,72,49,N,SD-0800,23
524631,TM-3300,74,54,Y,XX-0000,0
524652,TM-3300,70,56,N,SD-0800,14
524655,RS-3400,73,35,N,DS-3300,38
524670,RS-3400,73,45,N,DS-3300,28
524687,RS-3400,65,45,Y,XX-0000,0
524698,TM-3300,55,42,N,JA-2000,13
524713,RS-3400,34,34,N,XX-0000,0
524715,TM-3300,73,53,Y,XX-0000,0
524740,RB-2200,52,33,N,SL-0900,19
524750,JH-0900,65,45,Y,XX-0000,0
524763,JH-0900,69,44,N,DR-1200,25
524774,RB-2200,74,54,Y,XX-0000,0
524780,RB-2200,65,45,Y,XX-0000,0
524789,RB-2200,65,45,Y,XX-0000,0
524803,JH-0900,65,45,Y,XX-0000,0
524824,JH-0900,65,45,Y,XX-0000,0
524849,JH-0900,69,50,N,DR-1200,19
524870,JH-0900,55,25,N,XX-0000,0
524883,JH-0900,70,-35,N,DR-1200,105
524885,RB-2200,65,45,Y,XX-0000,0
524895,RB-2200,65,45,Y,XX-0000,0
524905,RB-2200,65,45,Y,XX-0000,0
524915,JH-0900,19,19,N,XX-0000,0
524919,JH-0900,70,45,N,DR-1200,25
524934,RB-2200,66,43,N,SL-0900,23
524944,DA-0300,69,47,N,PH-0400,22
524962,BW-0350,65,45,N,KH-2900,20
524989,DA-0300,74,54,Y,XX-0000,0
525002,BW-0350,70,41,N,KH-2900,29
525024,BW-0350,73,-21,N,KW-1800,94
525030,DA-0300,70,38,N,PH-0400,32
525045,DA-0300,71,51,N,PH-0400,20
525062,BW-0350,72,22,N,KW-1800,50
525105,JF-0900,64,41,N,BB-2530,23
525118,JF-0900,67,43,N,BB-2530,24
525140,JF-0900,65,45,Y,XX-0000,0
525163,JF-0900,59,40,N,BB-2530,19
525187,AH-2600,76,64,N,LS-1700,12
525207,AH-2600,65,45,Y,XX-0000,0
525220,AH-2600,65,45,Y,XX-0000,0
525248,JF-0900,65,45,Y,XX-0000,0
525260,NK-0200,65,45,Y,XX-0000,0
525272,MB-3000,65,45,Y,XX-0000,0
525326,MB-3000,65,45,Y,XX-0000,0
525335,MB-3000,65,45,Y,XX-0000,0
525339,MB-3000,60,29,N,RG-1300,31
525353,NK-0200,73,53,Y,XX-0000,0
525389,MB-3000,74,54,Y,XX-0000,0
525411,SG-1100,65,45,Y,XX-0000,0
525418,DJ-2800,58,40,N,JL-1200,18
525429,MP-2100,65,45,Y,XX-0000,0
525436,SG-1100,65,45,Y,XX-0000,0
525462,SG-1100,64,47,N,OB-0150,17
525470,SG-1100,65,45,Y,XX-0000,0
525480,MP-2100,65,45,Y,XX-0000,0
525503,MP-2100,31,31,N,JC-1600,0
525504,MP-2100,65,45,Y,XX-0000,0
525522,SG-1100,63,39,N,OB-0150,24
525545,SG-1100,69,44,N,OB-0150,25
525565,MP-2100,65,45,Y,XX-0000,0
525589,MP-2100,65,45,Y,XX-0000,0
525600,SS-3100,60,24,N,MR-0500,36
525610,SS-3100,72,52,Y,XX-0000,0
525615,SJ-0300,66,46,N,CR-0250,20
525629,SS-3100,65,45,Y,XX-0000,0
525671,SJ-0300,65,45,Y,XX-0000,0
525681,SJ-0300,65,45,Y,XX-0000,0
525693,SS-3100,64,13,N,MG-1000,51
525705,SJ-0300,13,13,N,XX-0000,0
525716,SS-3100,58,38,Y,XX-0000,0
525731,SJ-0300,67,43,N,CR-0250,24
525745,SJ-0300,65,45,Y,XX-0000,0
525764,JT-3950,74,54,Y,XX-0000,0
525782,SG-0800,64,41,N,DT-1250,23
525788,SG-0800,68,32,N,DT-1250,36
525805,SG-0800,69,47,N,DT-1250,22
525822,JT-3950,74,54,Y,XX-0000,0
525842,JT-3950,70,46,N,DM-1300,24
525855,SG-0800,26,26,N,DP-1300,0
525856,SG-0800,74,54,Y,XX-0000,0
525867,JT-3950,74,54,Y,XX-0000,0
525881,SG-0800,74,54,Y,XX-0000,0
525905,SG-0800,74,54,Y,XX-0000,0
525933,JT-3950,74,54,Y,XX-0000,0
525952,MC-3000,65,45,Y,XX-0000,0
526012,SH-0400,64,41,N,RC-1500,23
526027,SH-0400,65,45,Y,XX-0000,0
526043,MC-3000,59,38,N,LW-0500,21
526062,MC-3000,69,48,N,LW-0500,21
526085,MC-3000,65,45,Y,XX-0000,0
526112,JT-3950,74,54,Y,XX-0000,0
526158,JT-3950,74,54,Y,XX-0000,0
526170,JT-3950,72,48,N,TB-1060,24
526191,PD-0200,71,46,N,DT-1250,25
526208,PD-0200,73,54,N,DT-1250,19
526224,JT-3950,74,51,N,TB-1060,23
526233,PD-0200,74,54,Y,XX-0000,0
526252,JT-3950,74,54,Y,XX-0000,0
526261,PD-0200,66,42,N,DT-1250,24
526283,PD-0200,73,53,Y,XX-0000,0
526303,SG-0800,65,45,Y,XX-0000,0
526321,SG-0800,65,45,Y,XX-0000,0
526358,JP-3850,66,46,N,DM-1300,20
526376,JP-3850,65,45,Y,XX-0000,0
526387,JP-3850,73,53,Y,XX-0000,0
526400,JP-3850,65,45,Y,XX-0000,0
526410,SG-0800,68,48,Y,XX-0000,0
526424,SG-0800,72,52,Y,XX-0000,0
526436,SG-0800,70,44,N,LM-1100,26
526447,SG-0800,65,45,Y,XX-0000,0
526455,SG-0800,65,45,Y,XX-0000,0
526468,JP-3850,13,13,N,XX-0000,0
526476,SG-0800,72,52,Y,XX-0000,0
526482,SG-0800,65,45,Y,XX-0000,0
526487,RS-3400,74,41,N,RG-1300,33
526500,NN-0200,72,43,N,SD-0800,29
526509,NN-0200,68,44,N,SD-0800,24
526515,NN-0200,68,45,N,SD-0800,23
526542,NN-0200,65,45,Y,XX-0000,0
526554,RS-3400,67,47,N,RG-1300,20
526564,NN-0200,73,53,Y,XX-0000,0
526575,NN-0200,74,54,Y,XX-0000,0
526591,RS-3400,65,45,Y,XX-0000,0
526626,NN-0200,69,36,N,CG-2150,33
526635,RS-3400,65,45,Y,XX-0000,0
526645,NN-0200,22,25,N,XX-0000,0
526656,JM-4000,65,45,Y,XX-0000,0
526667,JM-4000,68,41,N,JR-2800,27
526694,MB-3000,65,45,Y,XX-0000,0
526702,MB-3000,72,44,N,KP-0700,28
526711,JM-4000,65,45,Y,XX-0000,0
526729,MB-3000,65,45,Y,XX-0000,0
526738,MB-3000,65,45,Y,XX-0000,0
526750,MB-3000,69,42,N,KP-0700,27
526765,JM-4000,65,45,Y,XX-0000,0
526792,JM-4000,65,45,Y,XX-0000,0
526802,MB-3000,65,45,Y,XX-0000,0
526824,MB-3000,65,45,Y,XX-0000,0
526826,NF-0300,70,45,N,KW-1800,25
526864,DA-0300,65,45,Y,XX-0000,0
526900,DA-0300,73,44,N,JM-3600,29
526932,DA-0300,73,29,N,JM-3600,44
526941,DA-0300,65,45,Y,XX-0000,0
526956,DA-0300,65,45,Y,XX-0000,0
526967,DA-0300,65,45,Y,XX-0000,0
526979,JH-0900,70,-35,N,PH-0400,105
526981,BW-0350,65,45,Y,XX-0000,0
526987,JH-0900,37,33,N,CB-0400,4
527012,BW-0350,71,51,Y,XX-0000,0
527033,BW-0350,71,51,Y,XX-0000,0
527049,JH-0900,44,44,N,XX-0000,0
527057,BW-0350,72,52,Y,XX-0000,0
527064,BW-0350,65,45,Y,XX-0000,0
527130,JH-0900,65,45,Y,XX-0000,0
527147,GZ-2000,73,53,Y,XX-0000,0
527157,SH-0400,74,54,Y,XX-0000,0
527169,GZ-2000,68,48,Y,XX-0000,0
527211,GZ-2000,65,45,Y,XX-0000,0
527221,SH-0400,13,13,N,XX-0000,0
527226,GZ-2000,70,1,N,LW-0500,69
527248,SH-0400,70,58,N,DA-0900,12
527262,SH-0400,74,54,Y,XX-0000,0
527278,GZ-2000,65,45,Y,XX-0000,0
527300,RB-2200,72,42,N,TH-1900,30
527309,SG-1100,69,47,N,DR-1200,22
527334,SG-1100,70,48,N,DR-1200,22
527353,RB-2200,68,42,N,TH-1900,26
527371,SG-1100,55,37,N,CS-3900,18
527386,SG-1100,50,30,Y,XX-0000,0
527403,SG-1100,62,39,N,DR-1200,23
527432,SG-1100,70,50,Y,XX-0000,0
527439,SG-1100,66,44,N,DR-1200,22
527451,RB-2200,69,49,Y,XX-0000,0
527454,SJ-0300,65,45,Y,XX-0000,0
527467,MP-2100,65,45,Y,XX-0000,0
527477,SJ-0300,65,45,Y,XX-0000,0
527493,MP-2100,65,45,Y,XX-0000,0
527529,SJ-0300,66,50,N,OB-0150,16
527531,MP-2100,65,45,Y,XX-0000,0
527546,MP-2100,65,45,Y,XX-0000,0
527556,MP-2100,65,45,Y,XX-0000,0
527567,MP-2100,65,45,Y,XX-0000,0
527585,MP-2100,65,45,Y,XX-0000,0
527604,MP-2100,65,45,Y,XX-0000,0
527619,DC-0500,71,47,N,WP-0700,24
527658,DC-0500,65,45,Y,XX-0000,0
527684,DC-0500,65,45,Y,XX-0000,0
527693,DC-0500,65,40,N,WP-0700,25
527694,JF-0900,65,45,Y,XX-0000,0
527711,JF-0900,72,49,N,MT-0550,23
527754,JF-0900,65,45,Y,XX-0000,0
527763,DC-0500,65,45,Y,XX-0000,0
527784,JF-0900,65,45,Y,XX-0000,0
527786,DC-0500,72,31,N,WP-0700,41
527803,MN-0800,64,43,N,JP-0800,21
527827,MN-0800,69,42,N,RJ-0800,27
527842,JS-1100,65,45,Y,XX-0000,0
527862,MN-0800,69,40,N,JP-0800,29
527877,MN-0800,74,54,Y,XX-0000,0
527885,JS-1100,65,45,Y,XX-0000,0
527909,JS-1100,65,45,Y,XX-0000,0
527920,MN-0800,72,52,Y,XX-0000,0
527926,MN-0800,65,45,Y,XX-0000,0
527956,BC-3000,65,45,Y,XX-0000,0
