PID,FGXP,FKICKER,DIST,GOOD
533516,XP,RL-0900,20,Y
533519,XP,RB-2200,20,Y
533521,XP,RL-0900,20,Y
533537,XP,RB-2200,20,Y
533548,FG,RL-0900,31,Y
533566,FG,RL-0900,42,Y
533578,XP,RB-2200,20,Y
533587,XP,RL-0900,20,Y
533604,XP,RL-0900,20,Y
533639,XP,RB-2200,20,Y
533653,XP,CB-0700,20,Y
533669,XP,CB-0700,20,Y
533680,XP,GH-0600,20,Y
533688,XP,CB-0700,20,Y
533699,XP,GH-0600,20,Y
533712,XP,GH-0600,20,Y
533729,XP,GH-0600,20,Y
533743,FG,CB-0700,42,N
533769,XP,GH-0600,20,Y
533798,XP,CB-0700,20,Y
533831,XP,AV-0400,20,Y
533851,XP,PD-0200,20,N
533868,XP,AV-0400,20,Y
533904,XP,PD-0200,20,Y
533923,FG,AV-0400,38,Y
534005,FG,KF-0250,20,Y
534019,XP,LT-1100,20,Y
534029,XP,KF-0250,20,Y
534040,FG,LT-1100,27,Y
534047,FG,KF-0250,43,Y
534058,FG,LT-1100,39,Y
534096,XP,LT-1100,20,Y
534113,FG,KF-0250,45,Y
534129,XP,KF-0250,20,Y
534133,XP,LT-1100,20,Y
534171,FG,DB-0200,19,Y
534202,XP,JM-4000,20,Y
534223,XP,DB-0200,20,Y
534237,FG,DB-0200,49,Y
534257,XP,JM-4000,20,Y
534279,FG,DB-0200,28,Y
534291,FG,DB-0200,38,Y
534317,FG,GZ-2000,50,Y
534325,XP,MC-3000,20,Y
534332,FG,MC-3000,47,Y
534367,FG,GZ-2000,43,Y
534375,FG,MC-3000,58,N
534389,XP,MC-3000,20,Y
534416,FG,MC-3000,23,Y
534424,XP,GZ-2000,20,Y
534436,XP,MC-3000,20,Y
534445,FG,MC-3000,48,Y
534458,XP,GZ-2000,20,Y
534473,FG,JT-3950,51,Y
534502,XP,SG-1100,20,Y
534506,XP,SG-1100,20,Y
534529,XP,SG-1100,20,Y
534542,FG,SG-1100,33,Y
534561,FG,SG-1100,29,Y
534578,XP,JT-3950,20,Y
534593,XP,SG-1100,20,Y
534609,FG,JT-3950,54,Y
534617,XP,SG-1100,20,Y
534651,XP,BW-0350,20,Y
534673,XP,JF-0900,20,Y
534688,XP,BW-0350,20,Y
534708,FG,JF-0900,47,N
534713,XP,BW-0350,20,Y
534782,XP,JF-0900,20,Y
534807,XP,NF-0300,20,Y
534809,XP,SG-0800,20,Y
534822,XP,SG-0800,20,Y
534879,FG,NF-0300,54,Y
534892,FG,NF-0300,21,Y
534911,XP,SG-0800,20,Y
534940,XP,NF-0300,20,Y
534952,FG,NF-0300,43,Y
534957,FG,NF-0300,43,Y
534964,FG,SG-0800,43,Y
534978,FG,SG-0800,48,Y
535008,FG,SJ-0300,21,Y
535016,XP,JS-1100,20,Y
535036,XP,JS-1100,20,Y
535051,FG,JS-1100,50,Y
535067,FG,SJ-0300,33,Y
535080,FG,JS-1100,40,Y
535092,XP,SJ-0300,20,Y
535112,FG,JS-1100,45,Y
535127,FG,SJ-0300,31,Y
535145,XP,SJ-0300,20,Y
535166,FG,SJ-0300,64,N
535172,FG,SJ-0300,40,Y
535182,FG,SS-3100,42,Y
535199,XP,MN-0800,20,Y
535220,XP,MN-0800,20,Y
535231,FG,SS-3100,47,Y
535256,FG,MN-0800,48,Y
535263,FG,SS-3100,42,Y
535286,XP,SS-3100,20,Y
535333,XP,RG-1500,20,Y
535356,FG,RG-1500,39,Y
535383,FG,RG-1500,47,N
535416,FG,RG-1500,21,Y
535491,XP,JH-0900,20,Y
535512,FG,CB-0700,28,Y
535528,XP,CB-0700,20,Y
535544,FG,CB-0700,40,Y
535552,XP,BW-0350,20,Y
535568,XP,CB-0700,20,Y
535579,FG,BW-0350,51,Y
535593,XP,CB-0700,20,Y
535606,FG,CB-0700,38,Y
535610,XP,BW-0350,20,Y
535694,XP,RG-1500,20,Y
535701,FG,JM-4000,34,Y
535709,XP,JM-4000,20,Y
535732,FG,JM-4000,31,Y
535774,FG,JM-4000,22,Y
535787,FG,JM-4000,43,Y
535797,FG,RG-1500,33,N
535809,XP,RG-1500,20,Y
535825,FG,JM-4000,45,Y
535835,FG,RG-1500,41,Y
535859,XP,PD-0200,20,Y
535914,FG,NN-0200,43,Y
535947,FG,NN-0200,31,Y
536012,XP,MB-4600,20,Y
536028,XP,MB-4600,20,Y
536044,XP,AH-2600,20,Y
536050,XP,MB-4600,20,Y
536072,FG,MB-4600,43,Y
536084,FG,AH-2600,33,Y
536098,FG,MB-4600,29,Y
536113,FG,MB-4600,30,Y
536131,XP,AH-2600,20,Y
536169,FG,DC-0500,33,Y
536190,XP,DC-0500,20,Y
536202,XP,DC-0500,20,Y
536225,FG,DC-0500,39,Y
536244,FG,NF-0300,35,N
536255,FG,NF-0300,38,Y
536263,XP,DC-0500,20,Y
536318,FG,DC-0500,42,Y
536360,FG,SH-0400,23,Y
536371,XP,JH-0900,20,Y
536374,XP,SH-0400,20,Y
536385,XP,SH-0400,20,Y
536393,XP,JH-0900,20,Y
536422,FG,SH-0400,61,N
536459,XP,JH-0900,20,Y
536474,XP,SH-0400,20,Y
536492,XP,JH-0900,20,Y
536513,FG,JS-1100,38,Y
536524,XP,MC-3000,20,Y
536549,XP,MC-3000,20,Y
536576,FG,JS-1100,22,Y
536620,FG,MC-3000,32,N
536632,XP,MC-3000,20,Y
536645,FG,JS-1100,32,Y
536664,FG,MC-3000,25,Y
536678,XP,GZ-2000,20,Y
536689,XP,SG-0800,20,Y
536708,XP,SG-0800,20,Y
536727,XP,SG-0800,20,Y
536751,XP,SG-0800,20,Y
536761,XP,SG-0800,20,Y
536775,FG,SG-0800,26,Y
536807,XP,SG-0800,20,Y
536847,XP,SS-3100,20,Y
536857,FG,SS-3100,48,Y
536873,XP,KF-0250,20,N
536886,XP,SS-3100,20,Y
536899,FG,SS-3100,27,Y
536919,FG,KF-0250,48,Y
536932,XP,SS-3100,20,Y
536952,FG,KF-0250,45,Y
536997,FG,RB-2200,39,Y
537010,FG,AV-0400,20,Y
537050,XP,RB-2200,20,Y
537059,FG,AV-0400,37,N
537070,FG,AV-0400,44,Y
537085,FG,RB-2200,45,N
537101,FG,RB-2200,30,Y
537118,XP,AV-0400,20,Y
537157,FG,SJ-0300,36,Y
537180,FG,SJ-0300,35,Y
537189,FG,RS-3400,30,Y
537202,FG,RS-3400,42,Y
537214,XP,SJ-0300,20,Y
537227,FG,SJ-0300,29,Y
537239,FG,RS-3400,52,Y
537247,XP,SJ-0300,20,Y
537279,FG,SJ-0300,32,Y
537295,XP,RS-3400,20,Y
537311,FG,LT-1100,41,Y
537323,FG,LT-1100,37,Y
537332,XP,LT-1100,20,Y
537346,FG,LT-1100,26,Y
537351,XP,LT-1100,20,Y
537376,XP,DB-0200,20,Y
537390,FG,DB-0200,51,Y
537411,XP,DB-0200,20,Y
537425,XP,DB-0200,20,Y
537445,FG,LT-1100,43,Y
537460,FG,LT-1100,37,Y
537515,XP,MP-2100,20,Y
537528,XP,GH-0600,20,Y
537549,XP,MP-2100,20,Y
537567,FG,MP-2100,33,Y
537580,XP,MP-2100,20,Y
537605,XP,MP-2100,20,Y
537629,FG,MP-2100,33,Y
537645,XP,GH-0600,20,Y
537679,XP,DA-0300,20,Y
537704,FG,DA-0300,43,Y
537718,XP,DA-0300,20,Y
537742,XP,DA-0300,20,Y
537758,FG,JF-0900,28,Y
