PID,BC,DIR,YDS
527243,RW-3850,MD,2
527244,ML-2500,RE,2
527245,RW-3850,LE,4
527249,DR-1450,RT,2
527250,DR-1450,MD,-2
527252,DR-1450,LT,8
527254,ML-2500,LE,7
527256,RT-1950,RG,9
527257,RT-1950,LT,13
527258,ML-2500,LT,5
527259,ML-2500,LT,3
527260,RW-3850,RT,-2
527267,SJ-0200,MD,5
527269,SJ-0200,RG,-5
527272,SJ-0200,MD,-2
527274,SJ-0200,RT,1
527279,ML-2500,LT,9
527280,ML-2500,LT,6
527281,RT-1950,LG,1
527285,SJ-0200,RT,-1
527286,SJ-0200,MD,10
527287,SJ-0200,RT,-2
527291,RW-3850,RE,6
527293,ML-2500,LG,8
527295,ML-2500,LE,5
527298,SB-1100,NL,-1
527299,SB-1100,NL,-1
527304,AF-0900,RT,5
527305,AF-0900,LE,5
527306,AF-0900,RT,3
527310,CJ-1700,MD,13
527312,CJ-1700,MD,5
527317,AF-0900,RG,0
527319,CJ-1700,LG,-1
527320,CJ-1700,LT,4
527323,AF-0900,RE,3
527324,AF-0900,LE,6
527325,AF-0900,LT,0
527326,BT-0200,RE,5
527329,AF-0900,RT,3
527331,AF-0900,RG,7
527332,AF-0900,MD,4
527336,CJ-1700,RE,-6
527342,AF-0900,LT,7
527344,CJ-1700,MD,9
527345,CJ-1700,RG,5
527347,CJ-1700,MD,6
527350,CJ-1700,MD,19
527354,AF-0900,LE,5
527355,AF-0900,RG,3
527358,BT-0200,RE,1
527360,AF-0900,MD,-3
527362,CJ-1700,LG,4
527370,MH-1600,NL,-1
527372,CJ-1700,MD,5
527373,CJ-1700,RG,0
527375,CJ-1700,LG,2
527381,AF-0900,RT,-1
527387,CJ-1700,RT,2
527388,CJ-1700,MD,9
527389,CJ-1700,MD,5
527393,JR-2400,LG,5
527395,BT-0200,LT,0
527397,AF-0900,LT,16
527399,AF-0900,LG,5
527407,CJ-1700,MD,5
527411,AF-0900,LG,1
527413,AF-0900,LE,3
527416,AF-0900,LT,3
527417,AF-0900,RT,8
527418,BT-0200,LE,7
527419,BT-0200,RE,-2
527426,CJ-1700,MD,5
527428,AF-0900,MD,2
527429,AF-0900,RE,2
527430,AF-0900,RE,-1
527435,CJ-1700,MD,6
527436,MH-1600,MD,4
527440,CJ-1700,LG,12
527441,CJ-1700,MD,6
527442,CJ-1700,RG,1
527444,JR-2400,LG,9
527445,CJ-1700,RG,15
527447,CJ-1700,RE,3
527448,CJ-1700,MD,7
527452,MS-0200,NL,-1
527453,MS-0200,NL,-1
527456,WM-0300,LG,4
527458,WM-0300,LG,0
527460,WM-0300,LG,2
527468,DM-1600,RE,2
527469,DM-1600,LE,8
527474,DM-1600,MD,5
527478,WM-0300,RT,5
527486,AC-0100,RE,14
527488,WM-0300,MD,8
527494,DM-1600,RT,2
527498,MG-1000,LG,8
527502,WM-0300,LG,17
527503,RH-2350,MD,5
527506,DM-1600,RG,-3
527508,MG-1000,RE,1
527510,RH-2350,LE,3
527512,WM-0300,MD,1
527514,WM-0300,MD,3
527516,RH-2350,MD,3
527518,LB-0100,MD,4
527520,DM-1600,LE,1
527523,DM-1600,RT,1
527525,DM-1600,MD,2
527526,DM-1600,RT,5
527530,PM-0200,NL,-1
527533,DM-1600,RE,5
527536,WM-0300,LT,3
527539,WM-0300,MD,11
527540,RH-2350,RG,3
527543,LB-0100,MD,2
527551,WM-0300,LE,3
527552,WM-0300,MD,11
527553,WM-0300,RT,2
527554,WM-0300,MD,2
527557,DM-1600,LT,3
527558,DM-1600,RT,5
527559,DM-1600,LE,-2
527562,WM-0300,MD,24
527563,LB-0100,LT,0
527573,WM-0300,MD,4
527576,RH-2350,RT,3
527579,LB-0100,RT,-1
527581,WM-0300,LT,5
527592,WM-0300,MD,4
527593,WM-0300,RT,3
527595,RH-2350,RE,0
527596,RH-2350,MD,12
527597,RH-2350,MD,6
527598,RH-2350,MD,-2
527600,RH-2350,MD,-2
527601,LB-0100,MD,2
527602,LB-0100,RT,3
527609,MG-1000,MD,13
527618,BO-0650,NL,-1
527621,RW-3400,MD,5
527624,RW-3400,LE,4
527625,WP-0700,LT,0
527630,RB-4900,LT,5
527636,LM-1150,LT,2
527641,RW-3400,LT,5
527644,RB-4900,LT,-1
527646,RB-4900,MD,4
527649,RB-4900,MD,1
527654,DT-0600,LT,0
527661,RW-3400,RT,4
527666,LM-1150,LT,7
527668,DT-0600,LT,0
527672,WP-0700,MD,2
527675,RB-4900,LT,21
527676,RB-4900,LT,9
527677,JL-0260,MD,1
527679,DT-0600,LT,1
527682,JL-0260,MD,1
527696,RB-4900,RT,1
527698,RB-4900,LT,-5
527713,RB-4900,RT,-4
527716,RB-4900,MD,4
527717,LM-1150,MD,2
527720,RW-3400,MD,-2
527725,DT-0600,MD,3
527728,RW-3400,RT,1
527737,RB-4900,MD,12
527739,RB-4900,LT,-9
527746,RB-4900,RT,1
527748,JL-0260,RT,0
527750,RW-3400,RT,2
527756,LM-1150,LT,2
527759,RW-3400,LT,1
527769,RB-4900,MD,7
527770,RB-4900,LT,15
527771,RB-4900,MD,2
527785,RT-0150,NL,-1
527787,RW-3400,LT,-3
527793,RB-4900,MD,4
527796,RW-3400,LT,2
527799,RW-3400,RT,2
527800,RW-3400,MD,4
527801,RW-3400,MD,1
527807,MJ-2500,LE,2
527810,BG-1800,RE,3
527812,BG-1800,LE,3
527815,BG-1800,MD,3
527816,BG-1800,MD,13
527818,AD-0100,LE,5
527823,BG-1800,MD,4
527828,BG-0100,MD,9
527829,MJ-2500,LE,9
527832,RJ-0800,RE,4
527833,RJ-0800,MD,8
527836,MJ-2500,LE,-3
527838,MJ-2500,MD,6
527839,MJ-2500,MD,5
527843,BG-1800,RE,0
527848,MJ-2500,LE,4
527849,MJ-2500,RE,0
527855,CP-0800,RE,48
527856,BG-1800,MD,5
527859,BG-1800,LE,0
527863,MJ-2500,RE,0
527870,BG-1800,MD,9
527871,BG-1800,MD,9
527872,BG-1800,LE,-1
527874,BG-1800,LG,0
527875,AD-0100,MD,1
527878,BG-0100,MD,3
527884,AD-0100,NL,-1
527887,BG-1800,MD,4
527889,BG-1800,MD,2
527894,BG-1800,LE,0
527895,MJ-2500,MD,4
527900,MJ-2500,MD,2
527902,BG-0100,MD,7
527903,MJ-2500,MD,2
527904,MJ-2500,MD,1
527911,BG-1800,MD,1
527912,AD-0100,MD,2
527916,BG-1800,MD,3
527922,BG-1800,MD,0
527931,BG-1800,RE,0
527932,BG-1800,MD,6
527936,MJ-2500,MD,6
527942,BG-1800,MD,1
527943,BG-1800,MD,2
527944,BL-0900,MD,3
527950,BG-1800,MD,7
527951,BG-1800,RE,2
527952,BG-1800,MD,3
527953,BG-1800,RE,3
527954,AD-0100,NL,-1
527955,AD-0100,NL,-1
527959,DM-0450,RT,4
527961,DM-0450,MD,0
527963,JF-3100,RE,5
527966,AM-2850,RT,-3
527971,AB-1200,LE,5
527979,AM-2850,LT,4
527980,AM-2850,RG,17
527985,AM-2850,RG,3
527986,RG-1850,MD,8
527993,RG-1850,LE,-2
527996,AM-2850,LE,-1
528000,LB-0500,RG,5
528003,AM-2850,MD,-3
528005,AM-2850,MD,7
528006,AM-2850,MD,2
528007,AM-2850,MD,7
528009,RG-1850,MD,5
528012,DM-0450,RG,1
528017,AM-2850,LT,39
528021,DM-0450,MD,10
528024,DW-1000,LE,17
528027,JF-3100,LE,3
528033,AM-2850,RT,3
528034,ER-0600,LT,1
528044,AM-2850,RE,13
528046,ER-0600,LT,3
528051,RG-1850,LE,8
528060,AM-2850,LT,-2
528065,AM-2850,RG,5
528067,AM-2850,RT,1
528073,LB-0500,LG,6
528074,LB-0500,LG,2
528079,AM-2850,MD,4
528080,AM-2850,RE,8
528081,AM-2850,MD,1
528085,AM-2850,RT,2
528086,AM-2850,MD,6
528087,RG-1850,LT,0
528090,LB-0500,RG,1
528093,LB-0500,MD,2
528101,DM-0450,RE,4
528103,DM-0450,RE,3
528104,DM-0450,MD,4
528107,AM-2850,LT,0
528109,RG-1850,LE,9
528111,DM-0450,LE,7
528114,LB-0500,LG,1
528122,RG-1850,RE,15
528129,CB-1400,MD,2
528130,CB-1400,LE,5
528134,PT-0400,RT,3
528135,PT-0400,RT,0
528138,CB-1400,RT,5
528147,MI-0100,RT,3
528154,DS-3300,RG,4
528156,PT-0400,RG,-1
528162,CB-1400,LE,4
528163,AR-1300,RE,7
528165,CB-1400,RG,7
528178,MI-0100,RT,2
528180,PT-0400,RT,1
528184,CB-1400,LT,4
528188,JK-2200,LG,5
528189,CB-1400,LE,3
528191,CB-1400,LT,5
528192,CB-1400,RG,7
528193,CB-1400,RE,5
528206,MI-0100,LG,2
528208,PT-0400,RT,2
528217,CB-1400,RE,4
528223,PT-0400,MD,1
528225,PT-0400,LG,2
528226,DS-3300,RE,2
528241,CB-1400,LT,3
528244,CB-1400,RG,3
528247,GH-0400,MD,-6
528248,DS-3300,RT,5
528259,MI-0100,RT,3
528262,DS-3300,MD,0
528265,PT-0400,RT,6
528270,CB-1400,LE,9
528272,AR-1300,LE,10
528274,CB-1400,LE,3
528281,CB-1400,RG,8
528290,DS-3300,MD,9
528291,MI-0100,RE,1
528300,PT-0400,RE,0
528305,CB-1400,RE,3
528306,CB-1400,RE,4
528308,AR-1300,NL,-1
528309,AR-1300,NL,-1
528310,AR-1300,NL,-1
528313,AB-3400,LT,0
528319,LM-1000,LE,0
528323,AB-2600,MD,5
528329,BB-3350,LE,-1
528332,LM-1000,RG,-1
528337,HH-0400,MD,4
528342,AB-2600,MD,8
528343,AB-2600,LE,-5
528348,MV-0300,LE,3
528349,LM-1000,LE,5
528351,BB-3350,LT,0
528352,DJ-0950,LG,-1
528355,AB-2600,RT,2
528358,AB-3400,LE,3
528362,AB-2600,LE,3
528363,AB-3400,LE,4
528367,LM-1000,RE,-3
528368,MV-0300,MD,12
528370,AB-2600,MD,2
528381,LM-1000,MD,-1
528382,MV-0300,LE,4
528383,LM-1000,RE,2
528400,LM-1000,RE,0
528403,LM-1000,MD,4
528404,LM-1000,RE,34
528405,LM-1000,RE,22
528406,LM-1000,RE,0
528407,LM-1000,RE,0
528408,LM-1000,LE,-1
528412,AB-2600,LE,5
528413,AB-2600,MD,9
528414,AB-2600,LT,4
528416,AB-3400,RG,4
528417,AB-3400,LE,3
528423,LM-1000,RE,1
528424,MV-0300,LE,18
528425,LM-1000,LE,0
528432,AB-2600,RE,0
528435,LM-1000,LE,6
528437,SH-0450,MD,7
528438,LM-1000,MD,10
528439,LM-1000,LT,13
528441,BB-3350,LE,4
528443,SH-0450,RT,8
528447,AB-2600,RE,3
528450,AB-2600,LT,2
528455,LM-1000,RE,15
528456,LM-1000,RE,5
528458,LM-1000,RE,1
528459,MV-0300,RE,13
528461,LM-1000,MD,7
528462,LM-1000,RE,4
528463,BB-3350,RG,2
528474,AB-2600,LT,1
528478,MV-0300,NL,-1
528480,DM-4300,LE,11
528481,DM-4300,RT,3
528483,DM-4300,RE,-3
528486,KO-0300,LE,4
528487,DM-4300,RT,-1
528490,MF-1300,MD,8
528491,MB-5200,RG,5
528493,MB-5200,LG,3
528495,MB-5200,RG,3
528502,DM-4300,MD,0
528506,MF-1300,LT,1
528508,JC-6200,MD,2
528511,DM-4300,LT,4
528513,DM-4300,RE,-1
528517,MF-1300,LG,1
528519,MF-1300,RE,9
528521,MB-5200,MD,2
528522,MF-1300,RT,14
528528,MF-1300,LE,5
528529,MF-1300,LT,4
528530,MB-5200,MD,0
528534,DM-4300,MD,-6
528549,JC-6200,NL,-1
528552,MF-1300,MD,2
528558,DM-4300,RE,1
528563,DM-4300,LE,-2
528566,MF-1300,LG,3
528572,DM-4300,MD,6
528575,DM-4300,LT,6
528577,FJ-0300,MD,13
528585,MF-1300,LT,1
528587,MF-1300,LE,2
528588,MF-1300,MD,3
528590,MB-5200,LT,5
528591,MF-1300,MD,-1
528604,MB-5200,LG,5
528605,MB-5200,MD,2
528607,MB-5200,MD,3
528608,MB-5200,LE,1
528614,KB-0800,MD,2
528617,KB-0800,MD,10
528631,JC-6200,NL,-1
528636,SB-1100,MD,4
528643,RW-3400,LT,5
528645,KK-1200,MD,2
528646,RW-3400,RG,1
528648,RW-3400,RT,3
528649,AR-1100,MD,3
528651,RW-3400,RE,6
528654,RW-3400,LE,2
528660,SJ-0200,RT,0
528665,RW-3400,RE,4
528673,RW-3400,MD,4
528677,SJ-0200,RG,12
528678,SJ-0200,LT,2
528687,RW-3400,LT,5
528690,SJ-0200,RT,4
528691,SJ-0200,MD,1
528699,RW-3400,LT,0
528703,DR-1450,RT,7
528704,DR-1450,MD,0
528709,WP-0700,LT,7
528717,SB-1100,NL,-1
528719,RW-3400,LT,-4
528729,RW-3400,MD,-2
528733,SJ-0200,RG,7
528734,SJ-0200,RT,5
528735,SJ-0200,LT,11
528736,SJ-0200,RT,5
528737,DR-1450,LE,4
528738,SJ-0200,RG,5
528739,DR-1450,RG,4
528744,RW-3400,MD,-3
528749,RW-3400,LT,0
528754,DR-1450,LT,16
528755,DR-1450,LT,5
528756,DR-1450,RT,-4
528758,DR-1450,LT,1
528759,SJ-0200,RE,12
528760,SJ-0200,RT,8
528761,SJ-0200,RT,1
528767,RW-3400,MD,12
528780,SJ-0200,RG,0
528781,SJ-0200,RT,7
528782,SJ-0200,RT,-1
528790,SJ-0200,RT,0
528791,SJ-0200,RT,-3
528792,DR-1450,RT,2
528795,SB-1100,NL,-1
528796,SB-1100,NL,-1
528797,SB-1100,NL,-1
528799,RB-4900,LG,2
528800,RB-4900,RE,-2
528804,BG-1800,LT,1
528808,BG-1800,RG,0
528813,RB-4900,RG,7
528815,RB-4900,LG,-1
528818,RB-4900,RG,6
528820,JL-0260,RT,-5
528824,BS-1400,RE,29
528825,BS-1400,LG,6
528826,BS-1400,MD,2
528827,BG-1800,LG,0
528830,BS-1400,RG,6
528831,BS-1400,RT,-3
528837,DT-0600,LG,5
528840,BG-1800,RG,3
528841,AD-0100,MD,2
528843,BG-1800,RT,3
528848,RB-4900,RT,5
528850,RB-4900,RG,0
528853,DT-0600,RG,2
528855,DT-0600,LG,3
528856,DT-0600,RT,1
528861,AH-1900,RE,5
528863,RB-4900,MD,5
528864,RB-4900,LE,4
528865,DT-0600,LG,0
528866,JL-0260,RG,0
528872,DT-0600,LT,4
528873,RT-0150,NL,-1
528874,RT-0150,NL,-1
528878,BG-1800,LT,1
528883,RB-4900,LE,13
528891,RB-4900,LE,6
528893,RB-4900,MD,0
528894,RB-4900,LT,1
528898,BG-1800,LT,-2
528902,RB-4900,RE,2
528914,AD-0100,MD,6
528915,BG-1800,RT,3
528916,AD-0100,RG,1
528921,RB-4900,LE,-2
528925,AD-0100,LE,12
528926,BG-1800,RT,5
528931,DT-0600,LG,4
528932,DT-0600,LT,3
528933,DT-0600,LT,5
528936,DT-0600,LG,2
528937,RB-4900,RT,-1
528947,RB-4900,LG,1
528950,RB-4900,LG,3
528951,RB-4900,LE,-1
528958,RT-0150,NL,-1
528959,RT-0150,NL,-1
528961,JC-2300,LE,5
528962,JC-2300,MD,4
528963,JC-2300,RG,-1
528965,RR-0400,MD,6
528967,RR-0400,MD,0
528971,JC-2300,LE,4
528973,JC-2300,LT,25
528974,SD-0800,RT,-1
528975,SD-0800,LT,3
528976,SD-0800,MD,-3
528979,RR-0400,RG,4
528982,JC-2300,MD,12
528983,JC-2300,MD,8
528985,CG-2150,LG,4
528986,MC-0700,MD,-13
528988,RR-0400,LT,37
528989,RR-0400,RG,2
528994,JC-2300,RT,8
528995,JC-2300,MD,6
528996,JC-2300,RG,11
528997,JC-2300,RT,4
528998,JC-2300,LT,1
529001,JC-2300,RT,2
529004,RR-0400,MD,1
529008,AA-0800,RE,0
529012,JC-2300,LG,8
529013,JC-2300,MD,10
529014,SD-0800,LG,6
529015,MC-0700,LT,12
529016,JC-2300,MD,9
529017,SD-0800,RE,2
529018,SD-0800,RT,5
529019,SD-0800,LE,4
529020,MC-0700,MD,2
529022,JC-2300,LE,-8
529023,JC-2300,LE,-2
529024,SD-0800,LE,10
529029,RR-0400,MD,2
529036,SD-0800,MD,3
529037,JC-2300,LE,2
529038,SD-0800,RE,7
529039,JC-2300,MD,17
529046,JC-2300,LE,3
529048,JC-2300,RT,1
529049,SD-0800,RE,-1
529052,RR-0400,RE,3
529054,RR-0400,LE,26
529057,RR-0400,MD,2
529058,RR-0400,MD,2
529061,JC-2300,LE,3
529062,JC-2300,LT,-5
529063,JC-2300,LT,7
529068,JC-2300,LE,-1
529070,RR-0400,LE,2
529072,RR-0400,LG,5
529074,BP-0650,LG,12
529080,JC-2300,MD,2
529081,JC-2300,LT,2
529083,SD-0800,LT,5
529088,VL-0100,MD,4
529089,BP-0650,MD,1
529094,JC-2300,RG,4
529095,JC-2300,LE,-1
529097,CG-2150,MD,6
529098,CG-2150,RT,11
529099,CG-2150,MD,-1
529105,RR-0400,MD,0
529107,JF-1900,MD,16
529108,RR-0400,RE,6
529109,RR-0400,RT,3
529110,RR-0400,RG,1
529111,JF-1900,NL,-1
529112,JF-1900,NL,-1
529117,DB-4800,RE,3
529118,DB-4800,MD,1
529123,AR-1300,LG,15
529124,CB-1400,LT,4
529125,CB-1400,LE,0
529129,DB-4800,RE,14
529131,DB-4800,MD,8
529134,VB-0050,MD,-2
529137,AL-1100,RG,0
529138,CB-1400,MD,2
529140,CB-1400,MD,9
529141,CB-1400,MD,1
529144,JK-2200,MD,2
529148,VB-0050,MD,3
529152,CB-1400,LE,1
529154,CB-1400,MD,3
529157,AG-1700,MD,9
529163,DB-4800,RE,0
529165,DB-4800,MD,3
529169,AG-1700,LT,1
529174,VB-0050,MD,0
529178,TH-1850,LE,0
529184,AG-1700,MD,3
529189,DB-4800,LE,9
529190,DB-4800,RE,3
529208,AL-1100,LE,9
529211,JK-2200,MD,7
529214,AR-1300,MD,12
529219,VB-0050,LE,7
529220,AL-1100,RE,6
529226,AR-1300,LE,2
529228,DB-4800,RT,9
529229,DB-4800,RT,11
529231,DB-4800,RE,10
529237,AG-1700,LE,1
529240,AG-1700,LT,1
529243,AG-1700,LE,-4
529247,VB-0050,RE,0
529251,VB-0050,MD,3
529253,AL-1100,MD,3
529257,AG-1700,MD,-2
529261,DB-4800,LT,6
529265,AR-1300,MD,19
529268,AR-1300,RE,9
529271,DB-4800,LE,9
529272,DB-4800,RE,-2
529274,DB-4800,MD,1
529280,AG-1700,RE,5
529285,DB-4800,MD,1
529288,AG-1700,MD,41
529299,DB-4800,MD,-2
529304,AL-1100,MD,7
529313,AL-1100,NL,-1
529315,AB-2600,RT,2
529316,TR-0350,RT,7
529317,TR-0350,MD,15
529328,TR-0350,LE,1
529331,TR-0350,RT,5
529335,AB-2600,RE,3
529337,AB-2600,RG,3
529338,AB-2600,RG,11
529344,AB-2600,RT,6
529345,AB-2600,LG,10
529352,TR-0350,RT,2
529354,TR-0350,RE,7
529357,TR-0350,LE,9
529359,TR-0350,MD,-2
529362,AB-2600,LG,1
529364,DW-4050,RE,4
529365,AB-2600,MD,3
529368,AB-2600,LE,6
529369,AB-2600,LT,0
529371,AB-2600,LG,14
529378,TR-0350,LT,3
529381,TR-0350,RE,4
529382,TR-0350,LT,5
529385,AB-2600,LG,4
529389,AB-2600,MD,2
529391,AB-2600,RG,3
529396,TR-0350,LG,5
529398,TR-0350,RE,6
529401,AB-2600,RT,12
529406,TR-0350,RT,0
529408,BW-0850,MD,2
529409,TR-0350,LE,12
529410,JN-1900,LE,1
529414,AB-2600,MD,2
529416,AB-2600,LT,5
529418,AB-2600,LE,37
529420,AB-2600,LT,7
529421,AB-2600,LT,0
529443,AB-2600,LT,0
529446,TR-0350,LT,-3
529453,TR-0350,MD,5
529456,AB-2600,LG,2
529457,AB-2600,LE,28
529458,AB-2600,RT,3
529461,DW-4050,RG,40
529473,AB-2600,RT,8
529474,AB-2600,RG,0
529475,AB-2600,LT,3
529476,AB-2600,LT,11
529477,AB-2600,LT,2
529478,AB-2600,MD,12
529479,EM-0200,NL,-1
529480,EM-0200,NL,-1
529482,MT-2400,RG,1
529487,MT-2400,LE,5
529491,JR-2800,RT,2
529496,AM-2850,LE,11
529497,AM-2850,LE,16
529502,MT-2400,LE,3
529506,LH-0600,LE,2
529507,AM-2850,RT,1
529511,MT-2400,LE,-1
529519,AM-2850,LG,13
529520,AM-2850,RE,2
529527,MT-2400,LE,5
529534,MT-2400,RE,4
529535,HD-0300,LE,5
529536,JJ-4700,LE,1
529537,MT-2400,MD,8
529538,JR-2800,LG,1
529541,MR-2500,MD,-2
529543,AM-2850,LE,29
529544,RG-1600,RG,5
529546,AM-2850,RE,-2
529560,AM-2850,MD,12
529561,AM-2850,RT,4
529562,AM-2850,LG,0
529564,AM-2850,RE,7
529566,AM-2850,LT,0
529569,AM-2850,LT,1
529571,JS-4800,MD,2
529577,RG-1850,LE,7
529578,AM-2850,LE,13
529580,AM-2850,LG,2
529587,MT-2400,LE,5
529588,MT-2400,MD,0
529589,MR-2500,LE,6
529592,JR-2800,RG,1
529595,AM-2850,LE,-1
529606,AM-2850,LE,1
529612,MT-2400,LG,4
529613,MT-2400,LT,8
529617,MT-2400,LT,3
529622,AM-2850,RE,6
529626,MT-2400,LE,4
529628,MT-2400,RG,1
529631,MT-2400,LG,13
529637,MT-2400,RG,0
529638,MT-2400,RE,1
529639,MT-2400,LE,3
529642,MR-2500,NL,-1
529643,MR-2500,NL,-1
529645,LM-1000,LG,3
529648,SH-0450,LG,5
529652,LM-1000,LT,8
529653,LM-1000,RG,0
529657,RM-3900,RG,0
529658,MS-4400,MD,-6
529662,LM-1000,LT,10
529663,MV-0300,MD,9
529664,LM-1000,LT,-2
529667,MV-0300,RG,2
529668,RM-3900,RG,3
529674,IR-0100,RG,1
529679,LM-1000,LT,6
529681,MV-0300,MD,1
529682,CR-0250,RG,0
529687,BB-3350,RT,4
529689,LM-1000,LT,-2
529690,MV-0300,RG,-1
529694,IR-0100,MD,4
529696,BR-1100,RG,5
529699,BR-1100,MD,9
529700,IR-0100,MD,1
529702,RM-3900,MD,4
529703,RM-3900,RE,13
529706,LM-1000,RG,4
529728,RM-3900,LG,5
529729,RM-3900,LT,17
529730,IR-0100,LG,4
529733,IR-0100,RG,2
529734,IR-0100,MD,4
529739,MV-0300,LE,5
529740,LM-1000,RT,3
529741,LM-1000,RG,3
529748,RM-3900,MD,3
529756,RM-3900,RG,7
529757,RM-3900,MD,9
529758,RM-3900,MD,4
529759,IR-0100,MD,13
529761,IR-0100,LG,0
529762,IR-0100,RG,4
529766,LM-1000,RT,5
529769,LM-1000,MD,2
529771,LM-1000,RT,2
529773,LM-1000,RE,3
529774,LM-1000,RG,2
529776,LM-1000,LT,6
529789,RM-3900,RG,3
529791,IR-0100,MD,4
529792,IR-0100,RG,2
529794,RM-3900,RT,8
529795,RM-3900,LG,3
529796,RM-3900,RT,2
529797,IR-0100,MD,0
529798,IR-0100,MD,2
529801,CJ-1700,LG,6
529802,CJ-1700,LG,-1
529806,CJ-1700,MD,0
529810,AP-0700,MD,3
529814,CJ-1700,MD,3
529817,CP-2000,RE,13
529818,AP-0700,LE,-2
529822,AP-0700,RG,1
529823,AP-0700,LE,-1
529825,PH-0400,RG,4
529828,CJ-1700,LG,-2
529830,MH-1600,MD,11
529831,JB-0300,RE,10
529832,CJ-1700,LG,2
529834,AP-0700,MD,2
529836,PH-0400,LE,4
529845,AP-0700,MD,4
529851,CJ-1700,MD,2
529854,CJ-1700,LE,2
529859,AP-0700,RG,1
529860,AP-0700,LG,22
529863,TG-0600,RG,1
529864,CP-2000,RE,11
529866,AP-0700,MD,-1
529867,AP-0700,MD,6
529882,MH-1600,NL,-1
529884,AP-0700,RG,34
529885,AP-0700,LT,1
529886,AP-0700,RG,-3
529888,CJ-1700,LG,3
529889,CJ-1700,LE,-3
529894,AP-0700,MD,5
529895,TG-0600,MD,22
529902,CP-2000,RE,7
529910,AP-0700,RG,17
529911,AP-0700,LT,0
529914,AP-0700,LT,-1
529919,CJ-1700,LT,3
529921,CJ-1700,RG,3
529924,CJ-1700,RG,1
529932,TG-0600,RE,7
529933,TG-0600,LE,0
529935,TG-0600,MD,0
529936,TG-0600,RE,11
529955,CJ-1700,RG,9
529957,CJ-1700,LG,-4
529958,JW-1500,NL,-1
529959,MA-1150,LE,5
529960,MA-1150,MD,3
529968,DR-1200,MD,8
529971,MJ-2500,MD,0
529972,MJ-2500,MD,3
529975,MF-1300,RE,6
529976,MF-1300,MD,3
529979,MJ-2500,MD,2
529983,MF-1300,MD,5
529984,MF-1300,MD,10
529987,MF-1300,RE,14
529988,MB-5200,MD,9
529992,MF-1300,RE,7
529996,MJ-2500,RE,-2
529999,MJ-2500,LE,20
530001,RJ-0800,LE,-4
530004,MJ-2500,LE,2
530013,MF-1300,MD,2
530015,MF-1300,LE,7
530016,MF-1300,MD,5
530017,MB-5200,MD,2
530019,JC-6200,LE,13
530022,MJ-2500,MD,1
530026,MF-1300,LG,-2
530030,MJ-2500,LE,1
530032,BG-0100,MD,2
530034,MJ-2500,MD,2
530037,MJ-2500,MD,1
530039,MJ-2500,MD,-1
530051,BG-0100,NL,-1
530053,MF-1300,MD,3
530056,MF-1300,MD,0
530063,MF-1300,MD,4
530064,MF-1300,MD,-2
530065,JC-6200,RE,9
530083,MB-5200,MD,4
530090,MB-5200,MD,11
530095,MJ-2500,MD,27
530100,MF-1300,MD,4
530102,MF-1300,MD,9
530103,MF-1300,MD,11
530104,MF-1300,RE,7
530105,MF-1300,MD,0
530119,MF-1300,MD,4
530120,MF-1300,MD,3
530121,MF-1300,RE,7
530122,AA-0900,MD,5
530123,AA-0900,MD,4
530124,AA-0900,MD,3
530125,AA-0900,MD,1
530126,AA-0900,MD,46
530130,RJ-0800,MD,4
530133,RJ-0800,MD,3
530137,DW-3600,MD,3
530143,ML-2500,RG,3
530145,ML-2500,LG,1
530146,ML-2500,RT,0
530150,DW-3600,MD,3
530151,JS-6700,LT,1
530156,MR-1500,RG,2
530158,ML-2500,LT,6
530160,RW-3850,RE,1
530162,JS-6700,LG,11
530163,CN-0500,MD,2
530164,CN-0500,RE,1
530167,LM-1800,RE,3
530170,BO-0100,RE,11
530171,ML-2500,MD,14
530175,RW-3850,MD,9
530178,ML-2500,RG,2
530179,ML-2500,LG,2
530189,RT-1950,LG,4
530190,MR-1500,LG,1
530191,GT-0100,RE,-1
530192,RT-1950,MD,5
530195,CN-0500,MD,6
530202,CN-0500,LE,15
530203,CN-0500,MD,13
530211,CN-0500,LT,2
530215,ML-2500,LT,2
530219,ML-2500,LG,3
530220,ML-2500,MD,3
530225,DW-3600,MD,4
530226,JS-6700,MD,2
530233,ML-2500,LT,1
530235,ML-2500,RT,4
530236,ML-2500,LE,6
530240,DW-3600,MD,-3
530242,ML-2500,LT,3
530243,ML-2500,LG,2
530249,JS-6700,MD,2
530252,ML-2500,LT,8
530253,ML-2500,RE,11
530255,RT-1950,LE,0
530256,RT-1950,MD,-3
530260,DW-3600,RE,2
530261,MT-1300,MD,3
530268,CN-0500,RE,3
530269,DW-3600,MD,-3
530273,RW-3850,MD,0
530274,ML-2500,RT,3
530275,ML-2500,MD,11
530276,ML-2500,LT,2
530277,ML-2500,RG,-2
530278,RW-3850,RE,3
530279,JR-3700,LE,-18
530283,RW-3850,NL,-1
530285,FG-0200,LG,5
530290,FJ-0100,RT,4
530291,FJ-0100,LE,-1
530294,FG-0200,MD,19
530296,FG-0200,MD,7
530297,FG-0200,MD,0
530298,FG-0200,LT,0
530302,FJ-0100,RG,4
530304,CS-3400,LE,-5
530309,KW-1800,LE,6
530314,CS-3400,MD,4
530317,CS-3400,MD,2
530321,CS-3400,RT,12
530333,CS-3400,RT,3
530335,CS-3400,LG,5
530336,CS-3400,LE,3
