UID,GID,PLAYER,PA,PC,PY,INT,RA,SRA,RY,TRG,REC,RECY,FUML,PENY
519,3238,SC-0400,0,0,0,0,0,0,0,1,1,20,0,0
520,3238,CS-3400,0,0,0,0,2,1,5,0,0,0,1,0
521,3238,RG-2200,0,0,0,0,0,0,0,2,0,0,0,0
522,3238,DW-4300,0,0,0,0,0,0,0,1,1,17,0,0
523,3238,BB-2250,0,0,0,0,4,3,28,0,0,0,0,0
524,3238,BL-1200,0,0,0,0,0,0,0,1,1,8,0,0
525,3239,JB-1700,0,0,0,0,5,3,16,1,1,4,0,0
526,3239,PR-0300,5,4,37,0,0,0,0,0,0,0,0,0
527,3239,ER-0500,0,0,0,0,0,0,0,2,1,4,0,0
528,3239,RM-1200,0,0,0,0,1,0,-4,0,0,0,0,0
529,3239,AG-0500,0,0,0,0,0,0,0,1,1,13,0,0
530,3239,MC-0700,2,1,13,0,0,0,0,0,0,0,0,0
531,3239,SM-0400,0,0,0,0,0,0,0,1,0,0,0,0
532,3239,SD-0800,0,0,0,0,1,0,-1,0,0,0,0,0
533,3239,JC-2300,0,0,0,0,0,0,0,1,1,13,0,0
534,3239,RB-3900,0,0,0,0,0,0,0,1,1,16,0,0
535,3240,JS-6700,0,0,0,0,1,0,-1,0,0,0,0,0
536,3240,CN-0500,3,2,19,0,2,2,19,0,0,0,0,0
537,3240,DW-3600,0,0,0,0,1,1,13,1,1,2,0,0
538,3240,GO-0100,0,0,0,0,0,0,0,1,1,17,0,0
539,3240,JR-2800,0,0,0,0,1,1,4,0,0,0,0,0
540,3240,MT-2400,0,0,0,0,3,2,10,0,0,0,0,0
541,3240,TG-0150,0,0,0,0,0,0,0,0,0,0,0,10
542,3240,MR-2500,5,3,16,1,0,0,0,0,0,0,0,0
543,3240,RW-2200,0,0,0,0,0,0,0,2,1,14,0,0
544,3240,JJ-4700,0,0,0,0,0,0,0,1,0,0,0,0
545,3240,JS-4800,0,0,0,0,0,0,0,2,2,2,0,0
546,3240,BL-0100,0,0,0,0,0,0,0,1,0,0,0,0
547,3241,AS-1600,1,0,0,0,0,0,0,0,0,0,0,0
548,3241,MC-2900,0,0,0,0,0,0,0,1,0,0,0,0
549,3241,KW-1800,0,0,0,0,1,1,9,0,0,0,0,0
550,3241,CK-0100,0,0,0,0,3,1,5,0,0,0,0,0
551,3241,BM-2600,0,0,0,0,1,1,5,0,0,0,0,0
552,3241,FG-0200,0,0,0,0,3,2,6,0,0,0,0,0
553,3241,KH-2900,0,0,0,0,3,2,3,0,0,0,0,0
554,3242,CP-2000,1,0,0,0,0,0,0,0,0,0,0,0
555,3242,PH-0400,0,0,0,0,1,0,1,1,0,0,0,0
556,3242,MS-4100,5,1,5,0,2,1,4,0,0,0,0,0
557,3242,CJ-1100,0,0,0,0,0,0,0,1,0,0,0,0
558,3242,BP-0600,0,0,0,0,0,0,0,1,0,0,0,0
559,3242,JB-2700,0,0,0,0,1,0,2,1,0,0,0,0
560,3242,TY-0300,0,0,0,0,0,0,0,1,0,0,0,0
561,3242,NB-0800,0,0,0,0,0,0,0,1,1,5,0,0
562,3243,ML-2500,0,0,0,0,4,3,28,0,0,0,0,0
563,3243,SJ-0200,0,0,0,0,3,1,6,2,1,12,0,0
564,3243,SB-1100,5,2,23,0,0,0,0,0,0,0,0,0
565,3243,DA-0900,0,0,0,0,0,0,0,4,2,13,0,0
566,3243,JH-3230,1,1,2,0,0,0,0,0,0,0,0,0
567,3243,RW-3850,1,0,0,0,3,1,4,0,0,0,0,0
568,3243,SR-0500,0,0,0,0,0,0,0,1,0,0,0,0
569,3244,AF-0900,0,0,0,0,8,4,25,0,0,0,0,0
570,3244,MS-0200,2,2,13,0,0,0,0,0,0,0,0,0
571,3244,JC-1600,0,0,0,0,0,0,0,1,1,11,0,0
572,3244,KM-0450,0,0,0,0,0,0,0,1,1,2,0,0
573,3244,MH-1600,2,2,30,0,0,0,0,0,0,0,0,0
574,3244,CS-3900,0,0,0,0,0,0,0,1,1,19,0,0
575,3244,CJ-1700,0,0,0,0,1,1,7,0,0,0,0,0
576,3244,KW-2550,0,0,0,0,0,0,0,1,1,11,0,0
577,3245,CP-0500,3,0,0,0,0,0,0,0,0,0,0,0
578,3245,DM-3100,0,0,0,0,0,0,0,1,0,0,0,0
579,3245,WM-0300,0,0,0,0,5,4,26,1,1,1,0,0
580,3245,PM-0200,7,4,27,0,0,0,0,0,0,0,0,0
581,3245,ED-0200,0,0,0,0,0,0,0,3,1,17,0,0
582,3245,JT-0300,0,0,0,0,0,0,0,1,0,0,0,0
583,3245,DM-1600,0,0,0,0,2,1,7,0,0,0,0,0
584,3245,DA-1900,0,0,0,0,0,0,0,1,0,0,0,0
585,3245,LB-0100,0,0,0,0,2,0,2,1,1,14,0,0
586,3245,JD-2700,0,0,0,0,0,0,0,1,1,-5,0,0
587,3245,JC-5660,0,0,0,0,0,0,0,1,0,0,0,0
588,3246,DT-0600,0,0,0,0,2,0,1,0,0,0,0,0
589,3246,RT-0150,4,2,19,0,0,0,0,0,0,0,0,0
590,3246,RB-4900,0,0,0,0,0,0,0,1,0,0,0,0
591,3246,BH-0800,0,0,0,0,0,0,0,2,1,19,0,0
592,3246,JL-0260,0,0,0,0,1,1,1,1,1,0,0,0
593,3246,KK-1200,8,3,22,1,0,0,0,0,0,0,0,0
594,3246,LF-0200,0,0,0,0,0,0,0,4,2,7,0,0
595,3246,RW-3400,0,0,0,0,1,1,1,0,0,0,0,0
596,3246,MF-0950,0,0,0,0,0,0,0,2,0,0,0,0
597,3246,ED-0700,0,0,0,0,0,0,0,1,0,0,0,0
598,3246,AR-1100,0,0,0,0,0,0,0,1,1,15,0,0
599,3247,AD-0100,10,5,39,0,3,1,-1,0,0,0,0,0
600,3247,BG-1800,0,0,0,0,8,4,13,1,0,0,1,0
601,3247,AH-1900,0,0,0,0,0,0,0,1,1,1,0,0
602,3247,MJ-2500,0,0,0,0,4,4,14,1,1,4,0,0
603,3247,BG-0100,4,3,11,0,0,0,0,0,0,0,0,0
604,3247,ML-1500,0,0,0,0,0,0,0,1,1,2,0,0
605,3247,AB-1700,0,0,0,0,0,0,0,3,0,0,0,0
606,3247,CP-2300,0,0,0,0,0,0,0,1,1,1,0,0
607,3247,AG-1500,0,0,0,0,0,0,0,4,3,37,0,0
608,3247,CS-1500,0,0,0,0,0,0,0,1,0,0,0,0
609,3247,KE-0250,0,0,0,0,0,0,0,1,1,5,0,0
610,3248,RG-1850,1,1,2,0,3,2,13,0,0,0,0,0
611,3248,LH-0600,0,0,0,0,0,0,0,1,1,2,0,0
612,3248,AM-2850,0,0,0,0,4,2,18,0,0,0,0,0
613,3248,LB-0500,0,0,0,0,3,2,10,0,0,0,0,0
614,3248,JF-3100,4,1,7,0,0,0,0,0,0,0,0,0
615,3248,MW-2800,0,0,0,0,0,0,0,3,0,0,0,0
616,3248,VJ-0100,0,0,0,0,0,0,0,1,1,7,0,0
617,3249,AR-1300,10,7,63,0,0,0,0,0,0,0,0,0
618,3249,JF-1600,0,0,0,0,0,0,0,2,1,8,0,0
619,3249,JJ-4200,0,0,0,0,0,0,0,2,2,26,0,0
620,3249,PT-0400,0,0,0,0,2,1,5,1,0,0,0,0
621,3249,DB-3800,12,6,47,0,0,0,0,0,0,0,0,0
622,3249,MC-2400,0,0,0,0,0,0,0,3,2,25,0,0
623,3249,GJ-0400,0,0,0,0,0,0,0,1,1,9,0,0
624,3249,CB-1400,0,0,0,0,1,0,3,1,1,5,0,0
625,3249,JN-0900,0,0,0,0,0,0,0,3,2,15,0,0
626,3249,LM-1500,0,0,0,0,0,0,0,2,1,9,0,0
627,3249,DS-3300,0,0,0,0,0,0,0,2,2,14,0,0
628,3249,DT-0800,0,0,0,0,0,0,0,1,0,0,0,0
629,3249,MI-0100,0,0,0,0,0,0,0,1,1,-1,0,0
630,3249,JG-2900,0,0,0,0,0,0,0,1,0,0,0,0
631,3249,GH-0400,0,0,0,0,1,0,-6,0,0,0,1,0
632,3249,DH-2400,0,0,0,0,0,0,0,1,0,0,0,0
633,3249,DD-2600,0,0,0,0,0,0,0,1,0,0,0,0
634,3250,LM-1000,0,0,0,0,6,2,12,1,1,-1,0,0
635,3250,MV-0300,2,2,18,0,0,0,0,0,0,0,0,0
636,3250,DJ-0200,0,0,0,0,0,0,0,1,1,19,0,0
637,3250,EM-0200,6,4,27,1,0,0,0,0,0,0,0,0
638,3250,VC-0300,0,0,0,0,0,0,0,2,2,19,0,0
639,3250,MB-1800,0,0,0,0,0,0,0,2,1,2,0,0
640,3250,DH-3200,0,0,0,0,0,0,0,1,0,0,0,0
641,3250,AB-3400,0,0,0,0,1,0,3,0,0,0,0,0
642,3250,AB-2600,0,0,0,0,1,0,2,0,0,0,0,0
643,3250,BP-0200,0,0,0,0,0,0,0,1,1,6,0,0
644,3250,BB-3350,0,0,0,0,1,0,2,0,0,0,0,0
645,3251,TR-0800,3,2,17,1,0,0,0,0,0,0,0,0
646,3251,DB-5300,0,0,0,0,0,0,0,2,2,7,0,0
647,3251,MA-1400,0,0,0,0,0,0,0,1,1,10,0,0
648,3251,DM-4300,0,0,0,0,1,0,-2,0,0,0,0,0
649,3251,KO-0300,0,0,0,0,0,0,0,1,0,0,0,0
650,3251,MB-5200,0,0,0,0,1,1,5,0,0,0,0,0
651,3251,MF-1300,0,0,0,0,1,0,-1,0,0,0,0,0
652,3251,JC-6200,1,0,0,0,0,0,0,0,0,0,0,0
653,3251,BM-0300,0,0,0,0,0,0,0,1,0,0,0,0
654,3251,KO-0700,3,3,12,0,0,0,0,0,0,0,0,0
655,3251,CB-1130,0,0,0,0,0,0,0,1,1,7,0,0
656,3251,JW-6000,0,0,0,0,0,0,0,1,1,5,0,0
657,3252,SB-1100,4,1,7,1,1,0,4,0,0,0,0,0
658,3252,AP-0900,0,0,0,0,0,0,0,1,0,0,0,0
659,3252,LK-0200,0,0,0,0,0,0,0,1,1,7,0,0
660,3252,RW-3400,0,0,0,0,1,0,2,0,0,0,0,0
661,3252,KK-1200,7,3,16,0,0,0,0,0,0,0,0,0
662,3252,LF-0200,0,0,0,0,0,0,0,3,2,10,0,0
663,3252,ED-0700,0,0,0,0,0,0,0,3,0,0,0,0
664,3252,DR-1450,0,0,0,0,1,1,4,1,0,0,0,0
665,3252,BQ-1500,0,0,0,0,0,0,0,1,0,0,0,0
666,3252,AS-0900,0,0,0,0,0,0,0,1,1,6,0,0
667,3252,MF-0950,0,0,0,0,0,0,0,0,0,0,0,10
668,3253,RT-0150,2,2,19,0,0,0,0,0,0,0,0,0
669,3253,CC-2100,0,0,0,0,0,0,0,1,1,6,0,0
670,3253,JL-0260,0,0,0,0,1,0,-5,0,0,0,1,0
671,3253,AD-0100,4,2,7,0,2,2,7,0,0,0,0,0
672,3253,AH-1900,0,0,0,0,0,0,0,2,1,5,0,0
673,3253,BS-1400,0,0,0,0,2,1,3,0,0,0,0,0
674,3253,AB-1700,0,0,0,0,0,0,0,1,0,0,0,0
675,3253,DT-0600,0,0,0,0,3,2,6,0,0,0,0,0
676,3253,AF-0200,0,0,0,0,0,0,0,1,1,13,0,0
677,3253,RB-4900,0,0,0,0,1,1,13,0,0,0,0,0
678,3253,BG-1800,0,0,0,0,1,1,3,0,0,0,0,0
679,3253,AG-1500,0,0,0,0,0,0,0,1,1,2,0,0
680,3254,RR-0400,0,0,0,0,3,0,6,1,0,0,0,0
681,3254,JF-1900,4,0,0,0,0,0,0,0,0,0,0,0
682,3254,AB-2000,0,0,0,0,0,0,0,1,0,0,0,0
683,3254,TD-1800,0,0,0,0,0,0,0,1,0,0,0,0
684,3254,SD-0800,0,0,0,0,4,3,10,0,0,0,0,0
685,3254,MC-0700,1,1,7,0,1,1,2,0,0,0,0,0
686,3254,JC-2300,0,0,0,0,3,1,-9,1,1,0,0,0
687,3254,DB-3200,0,0,0,0,0,0,0,1,1,7,0,0
688,3254,VL-0100,0,0,0,0,0,0,0,1,0,0,0,0
689,3254,CG-2150,0,0,0,0,1,0,-1,0,0,0,0,0
690,3254,BQ-0100,1,1,0,0,0,0,0,0,0,0,0,0
691,3254,DM-1200,0,0,0,0,0,0,0,0,0,0,0,10
692,3255,AR-1300,5,3,32,0,0,0,0,0,0,0,0,0
693,3255,CB-1400,0,0,0,0,0,0,0,1,1,18,0,0
694,3255,JK-2200,0,0,0,0,1,1,2,0,0,0,0,0
695,3255,JF-1600,0,0,0,0,0,0,0,1,0,0,0,0
696,3255,AG-1700,0,0,0,0,1,1,9,0,0,0,0,0
697,3255,JJ-4200,0,0,0,0,0,0,0,3,2,14,0,0
698,3255,AL-1100,11,4,26,0,3,3,16,0,0,0,0,0
699,3255,RW-1100,0,0,0,0,0,0,0,3,1,4,0,0
700,3255,TH-1850,0,0,0,0,1,0,0,1,0,0,0,0
701,3255,NP-0050,0,0,0,0,0,0,0,1,0,0,0,0
702,3255,DA-0850,0,0,0,0,0,0,0,3,2,19,0,0
703,3255,VB-0050,0,0,0,0,1,1,3,0,0,0,0,0
704,3255,DB-4800,0,0,0,0,2,1,1,1,1,3,0,0
705,3255,CF-0650,0,0,0,0,0,0,0,2,0,0,0,0
706,3256,TR-0350,0,0,0,0,3,1,18,2,1,10,0,0
707,3256,AB-2600,0,0,0,0,3,2,17,0,0,0,0,0
708,3256,EM-0200,6,3,15,0,2,0,-2,0,0,0,0,0
709,3256,RR-0130,0,0,0,0,0,0,0,2,1,5,0,0
710,3256,VC-0300,0,0,0,0,0,0,0,3,2,10,0,0
711,3256,BW-0850,5,2,30,1,0,0,0,0,0,0,0,5
712,3256,JG-2450,0,0,0,0,0,0,0,2,1,20,0,0
713,3256,DH-3200,0,0,0,0,0,0,0,1,0,0,0,0
714,3256,BW-0700,0,0,0,0,0,0,0,1,0,0,0,0
715,3257,RG-1600,0,0,0,0,1,1,5,0,0,0,0,0
716,3257,RG-1850,2,2,7,0,0,0,0,0,0,0,0,0
717,3257,LH-0600,0,0,0,0,0,0,0,1,1,3,0,0
718,3257,AM-2850,0,0,0,0,2,0,0,0,0,0,0,0
719,3257,MR-2500,3,3,16,0,0,0,0,0,0,0,0,0
720,3257,TG-1300,0,0,0,0,0,0,0,1,1,1,0,0
721,3257,PG-0100,0,0,0,0,0,0,0,1,1,4,0,0
722,3257,MT-2400,0,0,0,0,1,1,13,1,1,-3,0,0
723,3257,JJ-4700,0,0,0,0,0,0,0,1,1,18,0,0
724,3258,MV-0300,5,4,35,0,1,0,2,0,0,0,1,0
725,3258,JM-0200,0,0,0,0,0,0,0,1,1,10,0,0
726,3258,RM-3900,0,0,0,0,3,2,19,0,0,0,0,0
727,3258,BR-1100,4,1,6,0,0,0,0,0,0,0,0,0
728,3258,JC-5400,0,0,0,0,0,0,0,1,1,7,0,0
729,3258,MW-0500,0,0,0,0,0,0,0,1,0,0,0,0
730,3258,LM-1000,0,0,0,0,0,0,0,2,1,15,0,0
731,3258,IR-0100,0,0,0,0,4,0,6,0,0,0,0,0
732,3258,HM-0200,0,0,0,0,0,0,0,1,0,0,0,0
733,3258,CH-1200,0,0,0,0,0,0,0,1,1,8,0,0
734,3258,BC-0700,0,0,0,0,0,0,0,1,1,2,0,0
735,3259,AP-0700,0,0,0,0,3,0,-1,0,0,0,0,0
736,3259,CP-2000,8,6,48,0,1,0,7,0,0,0,0,0
737,3259,MJ-0800,0,0,0,0,0,0,0,1,1,12,0,0
738,3259,PH-0400,0,0,0,0,1,1,4,2,2,10,0,0
739,3259,KR-1200,0,0,0,0,0,0,0,3,2,20,0,0
740,3259,DA-1700,0,0,0,0,0,0,0,1,0,0,0,0
741,3259,SB-2100,0,0,0,0,0,0,0,1,1,6,0,0
742,3259,MH-1600,4,2,15,0,0,0,0,0,0,0,0,0
743,3259,KW-2550,0,0,0,0,0,0,0,2,1,5,0,0
744,3259,JC-4300,0,0,0,0,0,0,0,2,1,10,0,0
745,3259,CJ-1700,0,0,0,0,2,1,5,0,0,0,0,0
746,3260,JC-6200,5,2,14,0,1,1,9,0,0,0,0,5
747,3260,AJ-0430,0,0,0,0,0,0,0,2,1,10,0,0
748,3260,BG-0100,3,1,4,0,0,0,0,0,0,0,0,0
749,3260,ML-1500,0,0,0,0,0,0,0,2,0,0,0,0
750,3260,MT-0900,0,0,0,0,0,0,0,1,1,4,0,0
751,3260,MJ-2500,0,0,0,0,1,0,-1,0,0,0,0,0
752,3260,MF-1300,0,0,0,0,2,1,2,0,0,0,0,0
753,3260,MB-5200,0,0,0,0,0,0,0,1,0,0,0,0
754,3260,BM-0300,0,0,0,0,0,0,0,2,1,4,0,0
755,3261,ML-2500,0,0,0,0,4,1,6,0,0,0,0,0
756,3261,RW-3850,3,2,19,0,0,0,0,0,0,0,0,0
757,3261,ZM-0200,0,0,0,0,0,0,0,1,1,6,0,0
758,3261,GT-0100,0,0,0,0,0,0,0,2,1,13,0,0
759,3261,BL-0100,0,0,0,0,0,0,0,0,0,0,0,5
760,3261,CN-0500,2,1,5,0,1,1,3,0,0,0,0,0
761,3261,DW-3600,0,0,0,0,1,0,-3,0,0,0,0,0
762,3261,LM-1800,0,0,0,0,0,0,0,1,1,5,0,0
763,3261,BH-1000,0,0,0,0,0,0,0,1,0,0,0,0
764,3262,FG-0200,0,0,0,0,5,3,15,0,0,0,0,0
765,3262,RF-0500,4,1,8,1,0,0,0,0,0,0,0,0
766,3262,SJ-0600,0,0,0,0,0,0,0,2,1,8,0,0
767,3262,DJ-2700,0,0,0,0,0,0,0,2,0,0,0,0
768,3262,CK-0100,0,0,0,0,2,2,31,0,0,0,0,0
769,3262,AS-1600,1,1,10,0,0,0,0,0,0,0,0,0
770,3262,MM-0700,0,0,0,0,0,0,0,1,1,10,0,0
771,3262,KH-2900,0,0,0,0,2,2,8,0,0,0,0,0
772,3262,AD-1300,0,0,0,0,3,3,12,0,0,0,0,0
773,3263,BB-2250,0,0,0,0,4,1,-1,0,0,0,0,0
774,3263,TB-2300,4,3,27,0,1,1,1,0,0,0,0,0
775,3263,BL-1200,0,0,0,0,0,0,0,3,2,19,0,0
776,3263,WW-0200,0,0,0,0,0,0,0,1,1,8,0,0
777,3263,PM-0200,5,4,19,0,0,0,0,0,0,0,0,0
778,3263,JD-2700,0,0,0,0,0,0,0,1,1,1,0,0
779,3263,SR-0700,0,0,0,0,9,8,39,0,0,0,0,0
780,3263,SV-0200,0,0,0,0,1,1,1,0,0,0,0,0
781,3263,WM-0300,0,0,0,0,2,0,2,1,1,11,1,0
782,3263,ED-0200,0,0,0,0,0,0,0,2,1,2,0,0
783,3263,BS-4100,0,0,0,0,0,0,0,1,1,5,0,0
784,3264,PR-0300,4,2,18,0,0,0,0,0,0,0,0,0
785,3264,JB-1700,0,0,0,0,2,1,5,1,1,3,0,0
786,3264,RM-3500,0,0,0,0,0,0,0,2,1,15,0,0
787,3264,AG-0500,0,0,0,0,0,0,0,1,0,0,0,0
788,3264,DB-3800,7,5,63,0,0,0,0,0,0,0,0,0
789,3264,MC-2400,0,0,0,0,0,0,0,6,5,63,0,0
790,3264,RM-1200,0,0,0,0,1,1,13,0,0,0,0,0
791,3264,MI-0100,0,0,0,0,1,0,3,0,0,0,0,0
792,3264,DS-3300,0,0,0,0,2,1,2,1,0,0,0,0
793,3264,PT-0400,0,0,0,0,1,0,1,0,0,0,0,0
794,3264,DT-0800,0,0,0,0,0,0,0,0,0,0,0,5
795,3265,AF-0900,0,0,0,0,6,3,25,1,0,0,0,0
796,3265,BP-1200,0,0,0,0,1,1,5,1,0,0,0,0
797,3265,MS-0100,3,0,0,1,0,0,0,0,0,0,0,0
798,3265,JK-1000,0,0,0,0,0,0,0,1,0,0,0,0
799,3265,MS-0200,3,0,0,0,0,0,0,0,0,0,0,0
800,3265,OD-0100,0,0,0,0,0,0,0,1,0,0,0,0
801,3265,AJ-0900,0,0,0,0,0,0,0,1,0,0,0,0
802,3265,TT-0700,0,0,0,0,2,1,13,0,0,0,0,0
803,3265,CS-0600,0,0,0,0,0,0,0,1,0,0,0,0
804,3266,MH-1600,6,2,11,0,0,0,0,0,0,0,0,0
805,3266,JC-4300,0,0,0,0,0,0,0,1,1,6,0,0
806,3266,KW-2550,0,0,0,0,0,0,0,1,0,0,0,0
807,3266,RM-3900,0,0,0,0,1,0,3,0,0,0,0,0
808,3266,BR-1100,5,1,4,0,0,0,0,0,0,0,0,0
809,3266,MW-0500,0,0,0,0,0,0,0,2,0,0,0,0
810,3266,IR-0100,0,0,0,0,1,1,4,1,1,4,0,0
811,3266,CJ-1700,0,0,0,0,2,1,5,0,0,0,0,0
812,3266,JH-1400,0,0,0,0,1,1,1,0,0,0,0,0
813,3266,WJ-0300,0,0,0,0,0,0,0,1,0,0,0,0
814,3266,BB-1300,0,0,0,0,2,1,1,0,0,0,0,0
815,3266,HM-0200,0,0,0,0,0,0,0,1,0,0,0,0
816,3266,NW-0100,0,0,0,0,0,0,0,1,0,0,0,0
817,3266,KB-1900,0,0,0,0,0,0,0,3,1,5,0,0
818,3267,BG-1800,0,0,0,0,1,1,3,0,0,0,0,0
819,3267,AD-0100,3,1,3,0,0,0,0,0,0,0,1,0
820,3267,AG-1500,0,0,0,0,0,0,0,2,1,4,0,0
821,3267,BW-0850,1,1,3,0,0,0,0,0,0,0,0,0
822,3267,MH-0800,0,0,0,0,4,3,13,0,0,0,0,0
823,3267,BW-0700,0,0,0,0,0,0,0,1,1,3,0,0
824,3268,DM-0450,0,0,0,0,2,0,3,0,0,0,0,0
825,3268,JF-3100,5,3,43,1,0,0,0,0,0,0,0,0
826,3268,DC-1600,0,0,0,0,0,0,0,1,0,0,0,0
827,3268,JC-2300,0,0,0,0,1,0,1,0,0,0,0,0
828,3268,BQ-0100,1,0,0,1,0,0,0,0,0,0,0,0
829,3268,SM-0400,0,0,0,0,0,0,0,1,0,0,0,0
830,3268,SD-0800,0,0,0,0,1,0,-5,0,0,0,0,0
831,3268,VJ-0100,0,0,0,0,0,0,0,2,2,36,0,0
832,3268,EL-0600,0,0,0,0,0,0,0,1,0,0,0,0
833,3268,DW-1000,0,0,0,0,0,0,0,1,1,7,0,0
834,3268,LB-0500,0,0,0,0,3,2,16,0,0,0,0,0
835,3269,SB-1100,7,3,-2,0,2,2,5,0,0,0,0,0
836,3269,SJ-0200,0,0,0,0,0,0,0,2,1,0,0,0
837,3269,DR-1450,0,0,0,0,1,0,1,1,1,-3,0,0
838,3269,AP-0900,0,0,0,0,0,0,0,1,0,0,0,0
839,3269,BG-0600,0,0,0,0,0,0,0,1,0,0,0,0
840,3269,CG-1060,0,0,0,0,0,0,0,1,0,0,0,0
841,3269,RT-0150,3,2,15,0,0,0,0,0,0,0,0,0
842,3269,DB-1800,0,0,0,0,0,0,0,1,0,0,0,0
843,3269,RB-4900,0,0,0,0,0,0,0,1,1,14,0,0
844,3269,AF-0200,0,0,0,0,0,0,0,1,1,1,0,0
845,3269,BQ-1500,0,0,0,0,0,0,0,1,1,1,0,0
846,3270,ML-1300,0,0,0,0,3,3,20,0,0,0,0,0
847,3270,MS-4100,6,1,17,0,2,1,4,0,0,0,0,0
848,3270,TS-0700,0,0,0,0,0,0,0,1,0,0,0,0
849,3270,LM-1000,0,0,0,0,2,0,-4,2,1,2,0,0
850,3270,MV-0300,7,4,18,0,1,1,9,0,0,0,0,0
851,3270,BC-0700,0,0,0,0,0,0,0,2,1,6,0,10
852,3270,BB-3350,0,0,0,0,1,0,5,0,0,0,0,0
853,3270,JM-0200,0,0,0,0,0,0,0,1,1,7,0,0
854,3270,CH-1200,0,0,0,0,0,0,0,1,1,3,0,0
855,3270,CJ-1100,0,0,0,0,0,0,0,1,0,0,0,10
856,3270,NB-0800,0,0,0,0,0,0,0,3,1,17,0,0
857,3270,JB-2700,0,0,0,0,0,0,0,1,0,0,0,0
858,3271,MT-2400,0,0,0,0,2,0,-1,0,0,0,0,0
859,3271,MR-2500,2,1,4,0,0,0,0,0,0,0,0,0
860,3271,RW-2200,0,0,0,0,0,0,0,1,1,4,0,0
861,3271,CP-0500,2,1,11,0,0,0,0,0,0,0,0,0
862,3271,DM-3100,0,0,0,0,0,0,0,1,1,11,0,0
863,3271,DM-1600,0,0,0,0,4,3,9,0,0,0,0,0
864,3271,BM-3800,0,0,0,0,0,0,0,1,0,0,0,0
865,3271,JJ-4700,0,0,0,0,0,0,0,1,0,0,0,0
866,3271,JS-4800,0,0,0,0,1,0,-1,0,0,0,0,0
867,3272,VB-0050,0,0,0,0,1,0,1,0,0,0,0,0
868,3272,AL-1100,3,1,8,1,0,0,0,0,0,0,0,0
869,3272,TH-1850,0,0,0,0,0,0,0,1,1,8,0,0
870,3272,CF-0650,0,0,0,0,0,0,0,1,0,0,0,0
871,3272,BP-1200,0,0,0,0,1,1,4,1,0,0,0,0
872,3272,SG-1300,0,0,0,0,9,6,38,0,0,0,0,0
873,3272,MS-0100,5,4,20,0,0,0,0,0,0,0,0,0
874,3272,SH-1150,0,0,0,0,0,0,0,1,1,5,0,0
875,3272,JK-1000,0,0,0,0,0,0,0,1,1,4,0,0
876,3272,DK-0400,0,0,0,0,0,0,0,1,1,6,0,0
877,3272,TT-0700,0,0,0,0,2,1,4,0,0,0,0,0
878,3272,JH-4000,0,0,0,0,0,0,0,1,1,5,0,0
879,3272,DA-2100,0,0,0,0,0,0,0,1,0,0,0,0
880,3273,BP-0650,0,0,0,0,1,0,-1,0,0,0,0,0
881,3273,DM-4300,0,0,0,0,1,1,6,0,0,0,0,0
882,3273,TR-0800,8,5,18,0,0,0,0,0,0,0,0,0
883,3273,JW-6000,0,0,0,0,0,0,0,2,1,9,0,0
884,3273,DB-5300,0,0,0,0,0,0,0,6,4,9,0,0
885,3273,RR-0400,0,0,0,0,3,3,6,1,0,0,0,0
886,3273,JF-1900,4,2,26,0,0,0,0,0,0,0,0,0
887,3273,ED-0400,0,0,0,0,0,0,0,1,0,0,0,0
888,3273,TS-2300,0,0,0,0,0,0,0,1,1,19,0,0
889,3273,PT-0100,0,0,0,0,3,1,4,0,0,0,0,0
890,3273,FJ-0300,0,0,0,0,2,2,6,0,0,0,0,0
891,3273,VL-0100,0,0,0,0,0,0,0,1,1,7,0,0
892,3274,CS-3400,0,0,0,0,1,1,10,0,0,0,0,0
893,3274,WP-0700,0,0,0,0,1,1,5,0,0,0,0,0
894,3274,KK-1200,1,1,9,0,0,0,0,0,0,0,0,0
895,3274,LF-0200,0,0,0,0,0,0,0,1,1,9,0,0
896,3274,BS-2400,0,0,0,0,1,1,16,0,0,0,0,0
897,3274,FJ-0100,0,0,0,0,1,1,1,0,0,0,0,0
898,3274,JS-3700,1,0,-1,0,0,0,0,0,0,0,0,0
899,3274,RF-0500,0,0,0,0,1,0,-1,0,0,0,0,0
900,3275,ML-2500,0,0,0,0,3,2,7,0,0,0,0,0
901,3275,TB-2300,11,6,24,1,0,0,0,0,0,0,0,0
902,3275,DB-3600,0,0,0,0,0,0,0,1,1,5,0,0
903,3275,RG-2200,0,0,0,0,0,0,0,2,1,4,0,0
904,3275,BB-2250,0,0,0,0,3,3,9,0,0,0,0,0
905,3275,AH-2800,0,0,0,0,0,0,0,3,2,0,0,0
906,3275,DF-0500,0,0,0,0,0,0,0,1,0,0,0,0
907,3275,WW-0200,0,0,0,0,0,0,0,2,1,9,0,0
908,3275,DW-4300,0,0,0,0,2,2,9,1,1,6,0,0
909,3275,SR-0700,0,0,0,0,3,1,3,0,0,0,0,0
910,3275,RW-3850,3,2,12,0,0,0,0,0,0,0,0,0
911,3275,AM-1400,0,0,0,0,0,0,0,1,0,0,0,0
912,3275,RT-1950,0,0,0,0,1,0,5,0,0,0,0,0
913,3275,GT-0100,0,0,0,0,0,0,0,1,1,2,0,0
914,3275,BE-0200,0,0,0,0,0,0,0,1,1,10,0,0
