UID,GID,PLAYER,PA,PC,PY,INT,RA,SRA,RY,TRG,REC,RECY,FUML,PENY
915,3276,EM-0200,6,1,6,0,1,0,1,0,0,0,0,0
916,3276,VC-0300,0,0,0,0,0,0,0,3,1,6,0,0
917,3276,AB-2600,0,0,0,0,9,5,23,0,0,0,0,0
918,3276,HN-0500,0,0,0,0,0,0,0,1,0,0,0,0
919,3276,DH-3200,0,0,0,0,0,0,0,2,0,0,0,0
920,3276,DW-4050,0,0,0,0,3,0,-4,0,0,0,0,0
921,3277,AP-0700,0,0,0,0,3,1,2,3,2,10,0,0
922,3277,CP-2000,16,10,48,1,0,0,0,0,0,0,0,0
923,3277,DA-1700,0,0,0,0,0,0,0,1,0,0,0,0
924,3277,TG-0600,0,0,0,0,1,0,1,1,1,3,0,0
925,3277,RE-0400,0,0,0,0,0,0,0,1,0,0,0,0
926,3277,JC-0700,0,0,0,0,0,0,0,1,1,7,0,0
927,3277,RG-1850,1,1,6,0,3,2,17,0,0,0,0,0
928,3277,AM-2850,0,0,0,0,2,2,7,0,0,0,0,0
929,3277,ER-0600,0,0,0,0,1,0,0,0,0,0,0,0
930,3277,DY-0200,0,0,0,0,0,0,0,1,1,6,0,0
931,3277,PH-0400,0,0,0,0,0,0,0,4,2,13,0,0
932,3277,MJ-0800,0,0,0,0,0,0,0,2,1,9,0,0
933,3277,KR-1200,0,0,0,0,0,0,0,3,3,6,0,5
934,3278,AR-1300,8,5,50,0,0,0,0,0,0,0,0,0
935,3278,JN-0900,0,0,0,0,0,0,0,3,1,1,0,0
936,3278,TC-2900,0,0,0,0,0,0,0,1,1,14,0,0
937,3278,JJ-4200,0,0,0,0,0,0,0,2,2,24,0,0
938,3278,AF-0900,0,0,0,0,4,3,5,0,0,0,0,0
939,3278,RC-1500,0,0,0,0,0,0,0,2,1,11,0,0
940,3278,AG-1700,0,0,0,0,2,1,0,0,0,0,0,0
941,3278,MS-0200,5,1,12,1,0,0,0,0,0,0,0,0
942,3278,AJ-0900,0,0,0,0,0,0,0,1,0,0,0,0
943,3278,KM-0450,0,0,0,0,0,0,0,4,1,12,0,0
944,3279,RM-1200,0,0,0,0,2,2,8,0,0,0,0,0
945,3279,PR-0300,4,2,26,0,0,0,0,0,0,0,0,0
946,3279,AG-0500,0,0,0,0,0,0,0,3,2,26,0,0
947,3279,RB-3900,0,0,0,0,0,0,0,1,0,0,0,0
948,3279,WM-0300,0,0,0,0,1,1,2,0,0,0,0,0
949,3279,PM-0200,2,2,14,0,0,0,0,0,0,0,0,0
950,3279,ED-0200,0,0,0,0,0,0,0,2,2,14,0,0
951,3280,AS-1600,3,1,12,1,2,0,2,0,0,0,0,0
952,3280,RM-5000,0,0,0,0,0,0,0,2,0,0,0,0
953,3280,FG-0200,0,0,0,0,2,0,4,0,0,0,0,0
954,3280,RW-3850,1,0,0,0,0,0,0,0,0,0,0,0
955,3280,BE-0200,0,0,0,0,0,0,0,1,0,0,0,0
956,3280,DW-0500,0,0,0,0,0,0,0,1,1,12,0,0
957,3280,KH-2900,0,0,0,0,2,1,5,0,0,0,0,0
958,3280,CK-0100,0,0,0,0,1,0,-1,0,0,0,0,0
959,3281,MH-1600,6,4,22,0,0,0,0,0,0,0,0,0
960,3281,KB-1900,0,0,0,0,0,0,0,1,1,1,0,0
961,3281,CJ-1700,0,0,0,0,6,4,34,0,0,0,0,0
962,3281,FJ-0100,0,0,0,0,1,0,1,1,1,3,0,0
963,3281,RF-0500,3,3,23,0,0,0,0,0,0,0,0,0
964,3281,KW-2550,0,0,0,0,0,0,0,1,1,4,0,0
965,3281,JH-1400,0,0,0,0,3,2,1,0,0,0,0,0
966,3281,CS-3400,0,0,0,0,1,0,-3,0,0,0,0,0
967,3281,BS-2400,0,0,0,0,0,0,0,1,1,5,0,0
968,3281,JC-4300,0,0,0,0,0,0,0,1,0,0,0,0
969,3281,DJ-2700,0,0,0,0,0,0,0,1,1,15,0,0
970,3281,NW-0100,0,0,0,0,0,0,0,3,2,17,0,0
971,3282,JF-3100,11,5,55,0,1,0,-4,0,0,0,0,0
972,3282,TU-0200,0,0,0,0,0,0,0,2,1,13,0,0
973,3282,MI-0100,0,0,0,0,2,0,2,0,0,0,0,0
974,3282,DB-3800,6,5,58,0,0,0,0,0,0,0,0,0
975,3282,LM-1500,0,0,0,0,0,0,0,1,1,2,0,0
976,3282,MC-2400,0,0,0,0,0,0,0,2,2,27,0,0
977,3282,VJ-0100,0,0,0,0,0,0,0,5,2,25,0,5
978,3282,DS-3300,0,0,0,0,0,0,0,1,1,9,0,0
979,3282,DT-0800,0,0,0,0,0,0,0,2,1,20,0,5
980,3282,LB-0500,0,0,0,0,3,0,0,0,0,0,0,0
981,3282,PT-0400,0,0,0,0,1,1,5,0,0,0,0,0
982,3282,DC-1600,0,0,0,0,0,0,0,2,2,18,0,0
983,3282,DM-0450,0,0,0,0,1,0,-1,0,0,0,0,0
984,3282,MW-2800,0,0,0,0,0,0,0,1,0,0,0,5
985,3283,MM-4800,0,0,0,0,2,2,6,0,0,0,0,0
986,3283,AL-1100,1,1,9,0,2,2,8,0,0,0,0,0
987,3283,TR-0350,0,0,0,0,3,1,0,0,0,0,0,0
988,3283,BW-0850,3,2,32,0,0,0,0,0,0,0,0,0
989,3283,JC-4650,0,0,0,0,0,0,0,1,0,0,0,0
990,3283,JG-2450,0,0,0,0,0,0,0,1,1,18,0,0
991,3283,JC-5600,0,0,0,0,0,0,0,0,0,0,0,10
992,3283,GL-0400,0,0,0,0,0,0,0,1,1,14,0,0
993,3283,RW-1100,0,0,0,0,0,0,0,1,1,9,0,0
994,3284,AM-2850,0,0,0,0,3,2,18,0,0,0,0,0
995,3284,RG-1850,2,0,0,0,0,0,0,0,0,0,0,0
996,3284,NP-0100,0,0,0,0,0,0,0,1,0,0,0,0
997,3284,EM-0200,6,3,13,0,0,0,0,0,0,0,0,0
998,3284,HN-0500,0,0,0,0,0,0,0,2,1,7,0,0
999,3284,AB-2600,0,0,0,0,6,4,21,0,0,0,0,0
1000,3284,BP-0200,0,0,0,0,0,0,0,1,0,0,0,0
1001,3284,AB-3400,0,0,0,0,1,1,1,0,0,0,0,0
1002,3284,VC-0300,0,0,0,0,0,0,0,2,1,3,0,0
1003,3284,DY-0200,0,0,0,0,1,0,2,0,0,0,0,0
1004,3284,HH-0400,0,0,0,0,0,0,0,1,1,3,0,0
1005,3285,TR-0800,3,1,6,0,0,0,0,0,0,0,0,0
1006,3285,MA-1400,0,0,0,0,0,0,0,2,1,6,0,0
1007,3285,PT-0100,0,0,0,0,3,0,5,0,0,0,0,0
1008,3285,JS-6700,0,0,0,0,2,0,1,1,0,0,0,0
1009,3285,CN-0500,8,3,25,1,1,0,2,0,0,0,0,0
1010,3285,LM-1800,0,0,0,0,0,0,0,3,1,11,0,0
1011,3285,BL-0100,0,0,0,0,0,0,0,1,1,5,0,0
1012,3285,SS-2100,0,0,0,0,0,0,0,1,0,0,0,0
1013,3285,GO-0100,0,0,0,0,0,0,0,2,1,9,0,0
1014,3285,MT-1300,0,0,0,0,1,1,2,0,0,0,0,0
1015,3285,FJ-0300,0,0,0,0,1,0,1,0,0,0,0,0
1016,3285,DB-5300,0,0,0,0,0,0,0,1,0,0,0,0
1017,3286,AR-1300,6,5,22,0,0,0,0,0,0,0,0,0
1018,3286,JN-0900,0,0,0,0,0,0,0,2,2,12,0,0
1019,3286,SB-1100,7,3,18,0,0,0,0,0,0,0,0,0
1020,3286,BG-0600,0,0,0,0,0,0,0,1,0,0,0,0
1021,3286,JJ-4200,0,0,0,0,0,0,0,2,1,2,0,0
1022,3286,AG-1700,0,0,0,0,2,0,1,1,1,3,0,0
1023,3286,RC-1500,0,0,0,0,0,0,0,1,1,5,0,0
1024,3286,DR-1450,0,0,0,0,1,1,3,0,0,0,0,0
1025,3286,SJ-0200,0,0,0,0,2,2,9,0,0,0,0,0
1026,3286,SS-2200,0,0,0,0,0,0,0,3,2,16,0,0
1027,3286,BQ-1500,0,0,0,0,0,0,0,1,0,0,0,0
1028,3286,AP-0900,0,0,0,0,0,0,0,1,1,3,0,0
1029,3287,AF-0900,0,0,0,0,6,5,31,1,0,0,0,0
1030,3287,MS-0200,3,1,1,0,0,0,0,0,0,0,0,0
1031,3287,OD-0100,0,0,0,0,0,0,0,1,1,1,0,0
1032,3287,KM-0450,0,0,0,0,0,0,0,1,0,0,0,0
1033,3287,JF-1900,2,1,15,0,0,0,0,0,0,0,0,0
1034,3287,DP-1300,0,0,0,0,0,0,0,1,0,0,0,0
1035,3287,TD-1800,0,0,0,0,0,0,0,1,1,15,0,0
1036,3287,BT-0200,0,0,0,0,3,2,16,0,0,0,0,0
1037,3288,AP-0700,0,0,0,0,3,1,17,0,0,0,0,0
1038,3288,LS-1700,0,0,0,0,4,2,8,0,0,0,0,0
1039,3288,JS-3700,2,2,14,0,0,0,0,0,0,0,1,0
1040,3288,ED-0700,0,0,0,0,0,0,0,1,1,8,0,0
1041,3288,SB-2100,0,0,0,0,0,0,0,0,0,0,0,5
1042,3288,PH-0400,0,0,0,0,1,1,5,1,1,3,0,0
1043,3288,CP-2000,1,1,3,0,0,0,0,0,0,0,0,0
1044,3288,AR-1100,0,0,0,0,0,0,0,1,1,6,0,0
1045,3289,JK-1000,0,0,0,0,1,0,2,1,1,7,0,0
1046,3289,MS-0100,4,2,14,0,0,0,0,0,0,0,0,0
1047,3289,CS-0600,0,0,0,0,0,0,0,2,0,0,0,0
1048,3289,LH-1500,0,0,0,0,1,1,4,0,0,0,0,0
1049,3289,SG-1300,0,0,0,0,4,3,13,0,0,0,0,0
1050,3289,TT-0700,0,0,0,0,2,1,5,0,0,0,0,0
1051,3289,TB-2300,4,3,35,0,0,0,0,0,0,0,0,0
1052,3289,RG-2200,0,0,0,0,0,0,0,2,2,19,0,0
1053,3289,SR-0700,0,0,0,0,2,0,-1,0,0,0,0,0
1054,3289,AH-2800,0,0,0,0,0,0,0,2,1,16,0,0
1055,3289,JM-3600,0,0,0,0,2,0,5,0,0,0,0,0
1056,3289,DK-0400,0,0,0,0,0,0,0,1,1,7,0,0
1057,3290,DM-1600,0,0,0,0,4,1,7,0,0,0,0,0
1058,3290,CP-0500,9,4,29,0,1,1,1,0,0,0,0,5
1059,3290,BM-3800,0,0,0,0,0,0,0,3,1,5,0,0
1060,3290,DH-2800,0,0,0,0,0,0,0,1,1,5,0,0
1061,3290,BG-0100,2,1,11,0,0,0,0,0,0,0,0,0
1062,3290,MT-0900,0,0,0,0,0,0,0,1,1,11,0,0
1063,3290,RJ-0800,0,0,0,0,1,1,5,1,0,0,0,0
1064,3290,DM-3100,0,0,0,0,0,0,0,2,1,8,0,0
1065,3290,JC-5660,0,0,0,0,0,0,0,1,0,0,0,0
1066,3290,MR-0500,0,0,0,0,0,0,0,1,1,11,0,0
1067,3290,OS-0300,0,0,0,0,0,0,0,0,0,0,0,10
1068,3290,RS-3250,0,0,0,0,0,0,0,1,0,0,0,0
1069,3291,BG-1800,0,0,0,0,3,3,15,0,0,0,0,0
1070,3291,CP-0800,0,0,0,0,1,1,5,0,0,0,0,0
1071,3291,AD-0100,1,1,8,0,0,0,0,0,0,0,0,0
1072,3291,AG-1500,0,0,0,0,0,0,0,1,1,8,0,0
1073,3291,BR-1100,6,5,20,0,1,0,-1,0,0,0,0,0
1074,3291,ES-0200,0,0,0,0,0,0,0,1,1,9,0,0
1075,3291,HM-0200,0,0,0,0,0,0,0,4,3,12,0,0
1076,3291,JD-3400,0,0,0,0,1,1,1,0,0,0,0,0
1077,3291,MW-0500,0,0,0,0,0,0,0,1,1,-1,0,0
1078,3291,CR-0250,0,0,0,0,1,1,11,0,0,0,0,0
1079,3292,JC-6200,7,3,13,0,0,0,0,0,0,0,0,0
1080,3292,BM-0300,0,0,0,0,0,0,0,4,2,16,0,0
1081,3292,MS-3400,0,0,0,0,0,0,0,1,0,0,0,0
1082,3292,MB-5200,0,0,0,0,1,0,3,1,1,-3,0,0
1083,3292,MF-1300,0,0,0,0,1,0,0,0,0,0,0,0
1084,3292,ML-1300,0,0,0,0,1,0,1,0,0,0,1,0
1085,3292,EB-0600,0,0,0,0,0,0,0,1,0,0,0,0
1086,3292,JB-2700,0,0,0,0,2,1,8,1,1,3,1,0
1087,3292,MS-4100,9,3,21,1,0,0,0,0,0,0,0,0
1088,3292,TY-0300,0,0,0,0,0,0,0,1,0,0,0,0
1089,3292,CJ-1100,0,0,0,0,0,0,0,3,1,6,0,0
1090,3292,TS-0700,0,0,0,0,0,0,0,1,0,0,0,0
1091,3292,RB-4150,0,0,0,0,0,0,0,2,1,12,0,0
1092,3292,BP-0600,0,0,0,0,0,0,0,1,0,0,0,0
1093,3293,JF-3100,10,6,41,0,0,0,0,0,0,0,0,0
1094,3293,TU-0200,0,0,0,0,0,0,0,1,1,7,0,0
1095,3293,VJ-0100,0,0,0,0,0,0,0,2,0,0,0,0
1096,3293,MW-2800,0,0,0,0,0,0,0,4,2,14,0,0
1097,3293,DM-0450,0,0,0,0,8,4,11,1,1,9,0,5
1098,3293,DC-1600,0,0,0,0,0,0,0,1,1,10,0,0
1099,3293,EL-0600,0,0,0,0,0,0,0,1,1,1,0,0
1100,3293,AP-0700,0,0,0,0,1,0,-1,0,0,0,0,0
1101,3293,CP-2000,4,1,18,1,1,1,5,0,0,0,0,0
1102,3293,PH-0400,0,0,0,0,0,0,0,1,1,18,0,0
1103,3293,MJ-0800,0,0,0,0,0,0,0,3,0,0,0,0
1104,3294,JC-6200,4,3,11,0,0,0,0,0,0,0,0,0
1105,3294,MF-1300,0,0,0,0,2,1,14,2,2,-1,0,0
1106,3294,DW-3600,0,0,0,0,4,1,8,0,0,0,0,0
1107,3294,CN-0500,4,0,0,0,1,1,8,0,0,0,0,0
1108,3294,LM-1800,0,0,0,0,0,0,0,2,0,0,0,0
1109,3294,JS-6700,0,0,0,0,1,1,5,0,0,0,0,0
1110,3294,SS-2100,0,0,0,0,0,0,0,2,0,0,0,0
1111,3294,MB-5200,0,0,0,0,1,0,2,0,0,0,0,0
1112,3294,KD-0400,0,0,0,0,0,0,0,1,1,12,0,0
1113,3294,BM-0300,0,0,0,0,0,0,0,1,0,0,0,0
1114,3295,PR-0300,2,1,-9,0,0,0,0,0,0,0,0,0
1115,3295,JC-3000,0,0,0,0,0,0,0,1,1,-8,0,0
1116,3295,RM-3500,0,0,0,0,1,0,-6,0,0,0,0,0
1117,3296,JR-2800,0,0,0,0,1,0,-2,3,3,13,0,0
1118,3296,MR-2500,9,7,44,0,1,1,7,0,0,0,0,0
1119,3296,JS-4800,0,0,0,0,0,0,0,3,3,16,0,0
1120,3296,DD-0650,0,0,0,0,0,0,0,1,1,15,0,0
1121,3296,MT-2400,0,0,0,0,4,1,3,0,0,0,0,0
1122,3296,LM-1000,0,0,0,0,5,3,8,1,1,7,0,0
1123,3296,BB-3350,0,0,0,0,1,1,5,0,0,0,0,0
1124,3296,MV-0300,5,2,17,0,1,1,4,0,0,0,0,0
1125,3296,BC-0700,0,0,0,0,0,0,0,1,0,0,0,0
1126,3296,DJ-0200,0,0,0,0,0,0,0,1,0,0,0,0
1127,3296,LP-0600,0,0,0,0,0,0,0,2,0,0,0,0
1128,3296,JJ-4700,0,0,0,0,0,0,0,0,0,0,0,5
1129,3296,JM-0200,0,0,0,0,0,0,0,1,1,10,0,0
1130,3296,JA-2900,0,0,0,0,0,0,0,1,0,0,0,0
1131,3297,RB-4900,0,0,0,0,1,0,1,0,0,0,0,0
1132,3297,RT-0150,1,0,0,0,0,0,0,0,0,0,0,0
1133,3297,BH-0800,0,0,0,0,0,0,0,2,1,17,0,0
1134,3297,MM-4700,4,3,24,0,0,0,0,0,0,0,0,0
1135,3297,DT-0600,0,0,0,0,3,1,5,1,1,3,0,0
1136,3297,AF-0200,0,0,0,0,0,0,0,2,1,4,0,0
1137,3297,MS-0100,10,1,5,1,0,0,0,0,0,0,0,0
1138,3297,SH-1150,0,0,0,0,0,0,0,3,0,0,0,0
1139,3297,SG-1300,0,0,0,0,2,0,-1,1,0,0,0,0
1140,3297,DK-0400,0,0,0,0,0,0,0,2,0,0,0,0
1141,3297,CS-0600,0,0,0,0,0,0,0,1,1,5,0,0
1142,3297,EG-0100,0,0,0,0,0,0,0,1,0,0,0,0
1143,3297,LH-1500,0,0,0,0,0,0,0,1,0,0,0,0
1144,3297,JK-1000,0,0,0,0,0,0,0,1,0,0,0,0
1145,3298,ML-2500,0,0,0,0,2,1,3,0,0,0,0,0
1146,3298,RW-3850,4,3,30,0,0,0,0,0,0,0,0,0
1147,3298,GT-0100,0,0,0,0,0,0,0,1,1,5,0,0
1148,3298,ML-1300,0,0,0,0,1,0,3,0,0,0,0,0
1149,3298,MS-4100,9,5,35,0,2,1,1,0,0,0,0,0
1150,3298,RB-4150,0,0,0,0,0,0,0,1,1,6,0,0
1151,3298,RT-1950,0,0,0,0,1,1,6,0,0,0,0,0
1152,3298,EM-1600,0,0,0,0,0,0,0,1,0,0,0,0
1153,3298,SR-0500,0,0,0,0,0,0,0,1,1,9,0,0
1154,3298,JB-2700,0,0,0,0,2,0,6,2,2,19,0,0
1155,3298,BP-0600,0,0,0,0,0,0,0,2,1,9,0,0
1156,3298,KS-1700,0,0,0,0,1,1,1,0,0,0,0,0
1157,3298,ZM-0200,0,0,0,0,0,0,0,1,1,16,0,0
1158,3298,TS-0700,0,0,0,0,0,0,0,2,0,0,0,0
1159,3298,CJ-1100,0,0,0,0,0,0,0,1,0,0,0,0
1160,3298,TY-0300,0,0,0,0,0,0,0,1,1,1,0,0
1161,3299,AR-1300,6,5,14,0,1,0,-1,0,0,0,0,0
1162,3299,RC-1500,0,0,0,0,0,0,0,3,3,8,0,0
1163,3299,BG-0100,9,4,11,0,1,0,0,0,0,0,0,0
1164,3299,MS-3900,0,0,0,0,0,0,0,2,1,7,0,0
1165,3299,RJ-0800,0,0,0,0,2,1,8,1,1,-2,0,0
1166,3299,ML-1500,0,0,0,0,0,0,0,3,1,5,0,0
1167,3299,MT-0900,0,0,0,0,0,0,0,1,0,0,0,0
1168,3299,GW-0700,0,0,0,0,0,0,0,1,1,1,0,0
1169,3299,JB-3650,0,0,0,0,0,0,0,1,0,0,0,0
1170,3299,AG-1700,0,0,0,0,3,1,6,1,1,2,0,0
1171,3299,JJ-4200,0,0,0,0,0,0,0,1,0,0,0,0
1172,3299,DD-2600,0,0,0,0,0,0,0,1,1,4,0,0
1173,3300,SR-0700,0,0,0,0,4,1,-4,0,0,0,0,0
1174,3300,TB-2300,13,7,71,0,1,1,3,0,0,0,0,0
1175,3300,BL-1200,0,0,0,0,0,0,0,4,2,28,0,0
1176,3300,RG-2200,0,0,0,0,0,0,0,5,2,21,0,0
1177,3300,DW-4300,0,0,0,0,2,0,3,2,1,2,0,0
1178,3300,SV-0200,0,0,0,0,1,1,1,0,0,0,0,0
1179,3300,WW-0200,0,0,0,0,0,0,0,2,2,20,0,0
1180,3300,DF-0500,0,0,0,0,0,0,0,0,0,0,0,5
1181,3300,KC-1400,1,0,0,1,0,0,0,0,0,0,0,0
1182,3300,BQ-1500,0,0,0,0,0,0,0,1,0,0,0,0
1183,3301,BR-1100,10,7,35,0,0,0,0,0,0,0,0,0
1184,3301,MW-0500,0,0,0,0,0,0,0,4,3,24,0,0
1185,3301,JD-3400,0,0,0,0,4,2,6,0,0,0,0,0
1186,3301,HM-0200,0,0,0,0,0,0,0,3,2,9,0,0
1187,3301,LP-0700,0,0,0,0,0,0,0,1,1,1,0,0
1188,3301,RG-1850,7,3,0,0,1,0,3,0,0,0,0,0
1189,3301,DB-4100,0,0,0,0,0,0,0,1,0,0,0,0
1190,3301,AM-2850,0,0,0,0,3,1,8,0,0,0,0,0
1191,3301,JM-6300,0,0,0,0,0,0,0,2,1,5,0,0
1192,3301,LP-0200,0,0,0,0,0,0,0,1,1,-7,0,5
1193,3301,SM-3600,0,0,0,0,0,0,0,2,1,2,0,0
1194,3301,CR-0250,0,0,0,0,0,0,0,1,0,0,0,0
1195,3301,WJ-0300,0,0,0,0,0,0,0,1,1,1,0,0
1196,3301,LH-0600,0,0,0,0,0,0,0,1,0,0,0,0
1197,3301,BB-1300,0,0,0,0,1,0,-1,0,0,0,0,0
1198,3302,JH-1400,0,0,0,0,1,0,-1,0,0,0,0,0
1199,3302,VB-0050,0,0,0,0,3,2,11,1,1,16,0,0
1200,3302,AL-1100,6,2,25,0,1,0,2,0,0,0,0,0
1201,3302,RW-1100,0,0,0,0,0,0,0,1,0,0,0,0
1202,3302,DA-2100,0,0,0,0,0,0,0,2,0,0,0,0
1203,3302,CJ-1700,0,0,0,0,1,0,2,0,0,0,0,0
1204,3302,MH-1600,0,0,0,0,1,0,-4,0,0,0,0,0
1205,3302,DB-4800,0,0,0,0,0,0,0,1,0,0,0,0
1206,3302,LB-0850,0,0,0,0,0,0,0,1,1,9,0,0
1207,3302,DC-1100,0,0,0,0,2,2,8,0,0,0,0,0
1208,3303,DM-1600,0,0,0,0,5,2,8,0,0,0,0,0
1209,3303,CP-0500,8,2,16,0,1,0,-1,0,0,0,0,0
1210,3303,DM-3100,0,0,0,0,0,0,0,4,2,16,0,0
1211,3303,DH-0300,0,0,0,0,0,0,0,1,0,0,0,0
1212,3303,JC-2300,0,0,0,0,2,1,4,0,0,0,0,0
1213,3303,MC-0700,2,1,10,0,1,0,1,0,0,0,0,0
1214,3303,TM-3000,0,0,0,0,0,0,0,1,0,0,0,0
1215,3303,PH-0500,0,0,0,0,1,0,3,0,0,0,0,0
1216,3303,JC-5660,0,0,0,0,0,0,0,1,0,0,0,0
1217,3303,RS-3250,0,0,0,0,0,0,0,2,0,0,0,0
1218,3303,MG-1000,0,0,0,0,1,0,-2,0,0,0,0,0
1219,3303,DM-1200,0,0,0,0,0,0,0,1,1,10,0,0
1220,3304,AB-2600,0,0,0,0,5,2,20,0,0,0,0,0
1221,3304,AB-3400,0,0,0,0,1,1,1,0,0,0,0,0
1222,3304,EM-0200,1,0,0,0,0,0,0,0,0,0,0,0
1223,3304,MB-1800,0,0,0,0,0,0,0,1,0,0,0,0
1224,3304,TR-0800,10,4,35,1,1,1,1,0,0,0,0,0
1225,3304,MA-1400,0,0,0,0,0,0,0,2,1,15,0,0
1226,3304,FJ-0300,0,0,0,0,4,2,8,0,0,0,0,0
1227,3304,JW-6000,0,0,0,0,0,0,0,4,2,19,0,0
1228,3304,PT-0100,0,0,0,0,2,0,0,0,0,0,0,0
1229,3304,JH-0860,0,0,0,0,0,0,0,1,0,0,0,0
1230,3304,JP-2800,0,0,0,0,0,0,0,1,1,1,0,0
1231,3304,KO-0300,0,0,0,0,0,0,0,1,0,0,0,0
1232,3305,PM-0200,9,7,39,0,0,0,0,0,0,0,0,0
1233,3305,WM-0300,0,0,0,0,5,4,12,1,1,14,0,0
1234,3305,RH-2350,0,0,0,0,3,1,9,1,1,-4,0,0
1235,3305,ED-0200,0,0,0,0,0,0,0,2,2,15,0,0
1236,3305,DT-0900,0,0,0,0,0,0,0,3,2,12,0,0
1237,3305,BS-4100,0,0,0,0,0,0,0,1,1,2,0,0
1238,3305,JD-2700,0,0,0,0,0,0,0,1,0,0,0,0
1239,3305,DB-3800,1,1,18,0,0,0,0,0,0,0,0,0
1240,3305,JG-2900,0,0,0,0,0,0,0,1,1,18,0,0
1241,3306,FG-0200,0,0,0,0,1,0,-3,0,0,0,0,0
1242,3306,KH-2900,0,0,0,0,1,1,7,0,0,0,0,0
1243,3306,AS-1600,3,3,19,0,0,0,0,0,0,0,0,0
1244,3306,MC-2900,0,0,0,0,0,0,0,2,2,12,0,0
1245,3306,MM-0700,0,0,0,0,0,0,0,1,1,7,0,0
1246,3306,JS-3700,6,2,13,0,1,0,1,0,0,0,0,0
1247,3306,LF-0200,0,0,0,0,0,0,0,2,1,6,0,0
1248,3306,AS-0900,0,0,0,0,0,0,0,1,1,7,0,0
1249,3306,ED-0700,0,0,0,0,0,0,0,1,0,0,0,0
1250,3306,MF-0950,0,0,0,0,0,0,0,1,0,0,0,0
1251,3306,LS-1700,0,0,0,0,0,0,0,1,0,0,0,0
