UID,GID,PLAYER,PA,PC,PY,INT,TDP,RA,SRA,RY,TDR,TRG,REC,RECY,TDRE,FUML,PENY,FPTS,GAME,SEAS,YEAR,TEAM
499,3213,BL-1200,0,0,0,0,0,0,0,0,0,13,8,60,0,0,0,6,2,10,2012,NE
500,3213,WW-0200,0,0,0,0,0,0,0,0,0,11,5,95,0,0,0,9.5,2,9,2012,NE
501,3213,AR-1100,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,5.7,2,3,2012,ARI
502,3213,LH-1500,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0.2,1,4,2012,NE
503,3213,RH-3000,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0.7,1,2,2012,ARI
504,3213,AS-0900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2012,ARI
505,3214,SB-1100,35,26,310,1,3,3,1,10,0,0,0,0,0,0,0,23.4,2,3,2012,STL
506,3214,DA-0900,0,0,0,0,0,0,0,0,0,16,15,160,1,1,0,20,2,4,2012,STL
507,3214,CG-1060,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2012,STL
508,3214,SJ-0200,0,0,0,0,0,9,5,58,0,0,0,0,0,0,14,4.4,2,9,2012,STL
509,3214,BG-0600,0,0,0,0,0,0,0,0,0,4,2,53,1,0,0,11.3,2,4,2012,STL
510,3214,AM-2850,0,0,0,0,0,16,7,89,0,0,0,0,0,0,0,8.9,2,1,2012,WAS
511,3214,RG-1850,29,20,206,1,1,11,8,82,2,0,0,0,0,0,11,29.3,2,1,2012,WAS
512,3214,AR-1200,0,0,0,0,0,0,0,0,0,3,2,40,0,0,0,4,2,2,2012,WAS
513,3214,FD-0200,0,0,0,0,0,1,0,1,0,5,2,14,0,0,0,1.5,2,5,2012,WAS
514,3214,DR-1450,0,0,0,0,0,16,7,83,0,3,2,19,0,1,0,8.2,2,1,2012,STL
515,3214,JM-6300,0,0,0,0,0,0,0,0,0,5,5,50,0,0,15,3.5,2,5,2012,WAS
516,3214,LH-0600,0,0,0,0,0,0,0,0,0,3,2,68,1,0,0,12.8,1,2,2012,WAS
517,3214,BQ-1500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2012,STL
518,3214,SM-3600,0,0,0,0,0,0,0,0,0,3,3,14,0,0,5,0.9,2,12,2012,WAS
519,3214,LK-0200,0,0,0,0,0,0,0,0,0,2,2,25,0,0,0,2.5,2,2,2012,STL
520,3214,RH-1600,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2012,WAS
521,3214,SS-2200,0,0,0,0,0,0,0,0,0,5,3,39,0,0,0,3.9,2,6,2012,STL
522,3214,NP-0100,0,0,0,0,0,0,0,0,0,3,3,13,0,0,5,0.8,1,2,2012,WAS
523,3214,DB-4100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2012,WAS
524,3214,MM-5700,0,0,0,0,0,0,0,0,0,2,2,14,1,0,0,7.4,1,4,2012,STL
525,3214,ER-0600,0,0,0,0,0,1,1,4,0,3,2,7,0,0,0,1.1,2,2,2012,WAS
526,3215,ML-2500,0,0,0,0,0,26,13,122,1,0,0,0,0,0,0,18.2,2,6,2012,SEA
527,3215,RW-3850,20,15,151,0,1,4,3,28,0,0,0,0,0,0,5,12.3,2,1,2012,SEA
528,3215,SR-0500,0,0,0,0,0,0,0,0,0,5,3,33,0,0,0,3.3,2,6,2012,SEA
529,3215,TR-0800,40,23,251,1,1,2,0,-4,0,0,0,0,0,0,0,11.6,2,9,2012,DAL
530,3215,DM-4300,0,0,0,0,0,12,6,44,0,4,4,31,0,0,0,7.5,2,2,2012,DAL
531,3215,JW-6000,0,0,0,0,0,0,0,0,0,10,4,58,0,0,0,5.8,2,10,2012,DAL
532,3215,DB-5300,0,0,0,0,0,0,0,0,0,7,3,17,0,0,0,1.7,2,3,2012,DAL
533,3215,FJ-0300,0,0,0,0,0,1,0,1,0,5,4,40,0,0,0,4.1,2,5,2012,DAL
534,3215,KO-0300,0,0,0,0,0,1,1,5,0,1,1,26,0,0,0,3.1,2,4,2012,DAL
535,3215,GT-0100,0,0,0,0,0,0,0,0,0,4,3,38,0,0,0,3.8,1,3,2012,SEA
536,3215,RT-1950,0,0,0,0,0,5,2,15,0,2,2,24,0,0,0,3.9,2,1,2012,SEA
537,3215,MA-1400,0,0,0,0,0,0,0,0,0,10,5,63,1,0,0,12.3,2,7,2012,DAL
538,3215,JP-2800,0,0,0,0,0,0,0,0,0,2,2,16,0,0,0,1.6,2,4,2012,DAL
539,3215,EM-1600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2012,SEA
540,3215,AM-1400,0,0,0,0,0,0,0,0,0,5,5,41,1,0,0,10.1,2,3,2012,SEA
541,3215,MR-1500,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0.6,1,7,2012,SEA
542,3215,ZM-0200,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0.7,2,6,2012,SEA
543,3215,DB-0500,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0.8,2,2,2012,SEA
544,3215,LW-0500,0,0,0,0,0,4,0,11,0,1,0,0,0,0,0,1.1,2,7,2012,SEA
545,3216,CB-3000,0,0,0,0,0,18,6,43,0,4,4,23,0,0,0,6.6,2,3,2012,SD
546,3216,PR-0300,32,24,284,1,3,1,1,9,0,0,0,0,0,0,0,22.3,2,9,2012,SD
547,3216,ER-0500,0,0,0,0,0,0,0,0,0,3,2,18,0,0,0,1.8,2,5,2012,SD
548,3216,RB-3900,0,0,0,0,0,4,0,8,0,4,4,26,0,0,0,3.4,2,8,2012,SD
549,3216,MF-0800,0,0,0,0,0,0,0,0,0,8,6,109,0,0,0,10.9,2,9,2012,SD
550,3216,RM-3500,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,5,2012,SD
551,3216,DR-3200,0,0,0,0,0,0,0,0,0,4,4,48,3,0,0,22.8,2,6,2012,SD
552,3216,CJ-1700,0,0,0,0,0,8,2,17,0,3,2,11,0,0,0,2.8,2,5,2012,TEN
553,3216,JL-2300,30,15,174,1,1,2,1,21,0,0,0,0,0,0,0,11.1,2,2,2012,TEN
554,3216,JC-4300,0,0,0,0,0,0,0,0,0,6,3,23,0,0,0,2.3,2,4,2012,TEN
555,3216,LG-0750,0,0,0,0,0,0,0,0,0,1,1,31,0,0,0,3.1,1,1,2012,SD
556,3216,QJ-0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.4,1,4,2012,TEN
557,3216,KW-2550,0,0,0,0,0,0,0,0,0,8,2,24,1,0,0,8.4,2,1,2012,TEN
558,3216,RM-3100,0,0,0,0,0,0,0,0,0,4,3,29,0,0,10,1.9,2,11,2012,SD
559,3216,DW-3100,0,0,0,0,0,0,0,0,0,6,4,45,0,0,0,4.5,2,3,2012,TEN
560,3216,NW-0100,0,0,0,0,0,0,0,0,0,2,2,20,0,0,0,2,2,8,2012,TEN
561,3216,KB-1900,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0.5,1,4,2012,TEN
562,3216,TT-1250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2012,TEN
563,3216,LM-0700,0,0,0,0,0,2,1,19,0,0,0,0,0,0,0,1.9,2,6,2012,SD
564,3216,JB-1700,0,0,0,0,0,14,11,69,2,0,0,0,0,0,0,18.9,1,6,2012,SD
565,3216,CS-3900,0,0,0,0,0,0,0,0,0,1,1,46,0,0,0,4.6,2,5,2012,TEN
566,3217,RB-4900,0,0,0,0,0,26,15,172,2,4,3,25,0,0,0,31.7,2,7,2012,MIA
567,3217,RT-0150,30,18,200,0,1,3,2,14,1,0,0,0,0,0,0,19.4,2,1,2012,MIA
568,3217,DB-1800,0,0,0,0,0,0,0,0,0,6,3,43,0,0,0,4.3,2,5,2012,MIA
569,3217,BH-0800,0,0,0,0,0,0,0,0,0,12,9,111,0,0,0,11.1,2,4,2012,MIA
570,3217,CP-0500,48,24,373,1,1,2,0,2,0,0,0,0,0,0,0,17.1,2,9,2012,OAK
571,3217,DH-2800,0,0,0,0,0,0,0,0,0,8,4,41,0,0,0,4.1,2,4,2012,OAK
572,3217,MR-0500,0,0,0,0,0,0,0,0,0,3,2,17,0,0,0,1.7,2,4,2012,OAK
573,3217,DM-1600,0,0,0,0,0,11,1,22,0,7,2,19,0,0,0,4.1,2,5,2012,OAK
574,3217,LM-1150,0,0,0,0,0,10,7,65,1,0,0,0,0,0,0,12.5,1,1,2012,MIA
575,3217,AF-0200,0,0,0,0,0,0,0,0,0,3,2,19,1,0,0,7.9,2,7,2012,MIA
576,3217,DM-3100,0,0,0,0,0,0,0,0,0,8,3,67,0,0,0,6.7,1,2,2012,OAK
577,3217,MG-1000,0,0,0,0,0,1,0,-6,0,3,3,83,1,0,0,13.7,2,4,2012,OAK
578,3217,CC-2100,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0.2,2,2,2012,MIA
579,3217,BM-3800,0,0,0,0,0,0,0,0,0,6,6,86,0,0,10,7.6,2,4,2012,OAK
580,3217,RG-1400,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,2012,OAK
581,3217,DH-0300,0,0,0,0,0,0,0,0,0,2,1,10,0,0,0,1,2,7,2012,OAK
582,3217,LN-0100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,2012,MIA
583,3217,DA-1900,0,0,0,0,0,0,0,0,0,3,1,31,0,0,0,3.1,2,2,2012,OAK
584,3217,RS-3250,0,0,0,0,0,0,0,0,0,4,2,19,0,0,0,1.9,2,1,2012,OAK
585,3217,MT-0550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.5,1,4,2012,MIA
586,3217,JL-0260,0,0,0,0,0,4,2,12,0,0,0,0,0,0,0,1.2,2,1,2012,MIA
587,3218,BR-1100,31,24,275,0,2,0,0,0,0,0,0,0,0,0,15,17.5,2,9,2012,PIT
588,3218,AB-3500,0,0,0,0,0,1,1,9,0,10,7,79,0,0,0,8.8,2,3,2012,PIT
589,3218,IR-0100,0,0,0,0,0,12,5,25,1,1,1,14,0,0,0,9.9,2,4,2012,PIT
590,3218,MW-0500,0,0,0,0,0,0,0,0,0,5,5,74,1,0,0,13.4,2,4,2012,PIT
591,3218,WJ-0300,0,0,0,0,0,0,0,0,0,1,1,26,0,0,0,2.6,2,1,2012,PIT
592,3218,BP-1200,0,0,0,0,0,9,4,33,0,2,0,0,0,0,10,2.3,2,2,2012,NYJ
593,3218,SG-1300,0,0,0,0,0,11,6,23,0,0,0,0,0,0,10,1.3,2,4,2012,NYJ
594,3218,MS-0100,27,10,138,0,1,0,0,0,0,0,0,0,0,0,0,9.5,2,4,2012,NYJ
595,3218,SH-1300,0,0,0,0,0,0,0,0,0,11,3,28,1,0,0,8.8,2,7,2012,NYJ
596,3218,JK-1000,0,0,0,0,0,0,0,0,0,4,2,67,0,0,0,6.7,2,2,2012,NYJ
597,3218,EG-0100,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,1,1,2,2012,NYJ
598,3218,ES-0200,0,0,0,0,0,0,0,0,0,4,3,33,0,0,0,3.3,2,3,2012,PIT
599,3218,CR-0250,0,0,0,0,0,2,1,3,0,2,1,5,0,0,0,0.8,2,1,2012,PIT
600,3218,SH-1150,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2012,NYJ
601,3218,JC-5900,0,0,0,0,0,0,0,0,0,5,2,13,0,0,0,1.3,2,3,2012,NYJ
602,3218,JD-3400,0,0,0,0,0,12,6,28,0,2,1,12,0,0,0,4,2,3,2012,PIT
603,3218,LP-0700,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0.7,2,7,2012,PIT
604,3218,JC-5400,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0.6,2,9,2012,PIT
605,3218,HM-0200,0,0,0,0,0,0,0,0,0,3,3,19,1,0,0,7.9,2,8,2012,PIT
606,3218,KR-0430,0,0,0,0,0,0,0,0,0,2,2,20,0,0,0,2,1,2,2012,NYJ
607,3218,TT-0700,0,0,0,0,0,1,1,22,0,0,0,0,0,0,0,2.2,2,3,2012,NYJ
608,3218,JM-3600,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,1.2,2,3,2012,NYJ
609,3218,BB-1300,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1,2,2,2012,PIT
610,3219,KS-1700,0,0,0,0,0,16,5,53,0,3,2,17,0,0,0,7,2,5,2012,DET
611,3219,NB-0800,0,0,0,0,0,2,0,5,0,3,1,11,0,0,5,1.1,2,10,2012,DET
612,3219,MS-4100,32,19,230,1,1,2,1,10,0,0,0,0,0,0,0,12.2,2,4,2012,DET
613,3219,CJ-1100,0,0,0,0,0,0,0,0,0,12,8,94,0,0,0,9.4,2,6,2012,DET
614,3219,AS-1600,31,20,226,0,2,4,1,17,0,0,0,0,0,0,0,18.7,2,8,2012,SF
615,3219,VD-0100,0,0,0,0,0,0,0,0,0,7,5,73,2,0,0,19.3,2,7,2012,SF
616,3219,MM-0700,0,0,0,0,0,1,1,29,0,4,3,28,0,0,0,5.7,2,5,2012,SF
617,3219,MC-2900,0,0,0,0,0,0,0,0,0,7,6,67,0,0,0,6.7,2,4,2012,SF
618,3219,WH-0500,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0.7,2,10,2012,DET
619,3219,TS-0700,0,0,0,0,0,0,0,0,0,3,1,13,0,0,0,1.3,2,7,2012,DET
620,3219,BP-0600,0,0,0,0,0,0,0,0,0,4,3,18,1,0,0,7.8,2,4,2012,DET
621,3219,JB-2700,0,0,0,0,0,6,1,14,0,3,2,59,0,0,0,7.3,2,3,2012,DET
622,3219,TY-0300,0,0,0,0,0,0,0,0,0,3,1,11,0,0,10,0.1,2,2,2012,DET
623,3219,FG-0200,0,0,0,0,0,17,10,89,1,4,2,16,0,0,0,16.5,2,8,2012,SF
624,3219,KW-1800,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,2012,SF
625,3219,DW-0500,0,0,0,0,0,0,0,0,0,2,1,7,0,0,10,-0.3,2,7,2012,SF
626,3219,RM-5000,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,1.4,2,15,2012,SF
627,3219,KH-2900,0,0,0,0,0,5,3,23,0,3,2,21,0,0,0,4.4,2,2,2012,SF
628,3219,BM-2600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2012,SF
629,3220,PM-0200,37,24,241,3,1,1,0,-1,0,0,0,0,0,0,0,7.5,2,15,2012,DEN
630,3220,DT-0900,0,0,0,0,0,0,0,0,0,11,8,78,1,0,4,13.4,2,3,2012,DEN
631,3220,WM-0300,0,0,0,0,0,22,15,113,2,2,2,11,0,0,0,24.4,2,9,2012,DEN
632,3220,JT-0300,0,0,0,0,0,0,0,0,0,4,2,13,0,0,0,1.3,2,5,2012,DEN
633,3220,MT-2400,0,0,0,0,0,17,5,42,1,1,1,0,0,0,0,10.2,2,9,2012,ATL
634,3220,BS-4100,0,0,0,0,0,0,0,0,0,6,3,27,0,0,0,2.7,2,14,2012,DEN
635,3220,MR-2500,36,24,219,0,2,6,2,20,0,0,0,0,0,0,0,18.8,2,5,2012,ATL
636,3220,JS-4800,0,0,0,0,0,1,0,2,0,1,1,6,0,0,0,0.8,2,6,2012,ATL
637,3220,TG-1300,0,0,0,0,0,0,0,0,0,10,7,70,1,0,0,13,2,16,2012,ATL
638,3220,JJ-4700,0,0,0,0,0,1,0,1,0,7,4,14,0,0,0,1.5,2,2,2012,ATL
639,3220,RW-2200,0,0,0,0,0,0,0,0,0,11,8,102,1,0,0,16.2,2,8,2012,ATL
640,3220,KM-2900,0,0,0,0,0,3,0,2,0,1,1,12,0,1,0,-0.6,2,4,2012,DEN
641,3220,JD-2700,0,0,0,0,0,0,0,0,0,2,2,16,0,0,10,0.6,2,8,2012,DEN
642,3220,JR-2800,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0.3,2,2,2012,ATL
643,3220,HD-0300,0,0,0,0,0,0,0,0,0,3,3,27,0,0,0,2.7,2,5,2012,ATL
644,3220,ED-0200,0,0,0,0,0,0,0,0,0,8,4,53,0,0,0,5.3,2,3,2012,DEN
645,3220,LB-0100,0,0,0,0,0,1,1,4,0,2,1,17,0,0,0,2.1,2,5,2012,DEN
646,3220,MW-3100,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,1.4,2,6,2012,DEN
647,3220,LP-0600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,2012,ATL
648,3221,EM-0200,35,27,288,0,1,2,0,5,0,0,0,0,0,0,0,16,3,9,2012,NYG
649,3221,VC-0300,0,0,0,0,0,0,0,0,0,8,6,42,0,0,0,4.2,3,3,2012,NYG
650,3221,RB-0800,0,0,0,0,0,0,0,0,0,10,9,138,0,0,0,13.8,2,4,2012,NYG
651,3221,AB-3400,0,0,0,0,0,20,10,113,2,5,3,17,0,0,0,25,2,3,2012,NYG
652,3221,HH-0400,0,0,0,0,0,0,0,0,0,2,2,15,0,0,0,1.5,3,2,2012,NYG
653,3221,MB-1800,0,0,0,0,0,0,0,0,0,7,6,73,1,0,10,12.3,3,5,2012,NYG
654,3221,DW-3600,0,0,0,0,0,10,6,43,0,2,2,23,0,0,0,6.6,3,7,2012,CAR
655,3221,CN-0500,30,16,242,3,0,7,2,6,1,0,0,0,0,0,0,10.3,3,2,2012,CAR
656,3221,LM-1800,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0.7,2,4,2012,CAR
657,3221,GO-0100,0,0,0,0,0,0,0,0,0,14,7,98,0,0,0,9.8,3,6,2012,CAR
658,3221,DW-4050,0,0,0,0,0,1,0,-2,0,1,1,3,0,0,0,0.1,3,1,2012,NYG
659,3221,RR-0130,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0.4,1,1,2012,NYG
660,3221,BL-0100,0,0,0,0,0,0,0,0,0,5,1,27,0,0,0,2.7,3,3,2012,CAR
661,3221,MT-1300,0,0,0,0,0,3,1,4,0,5,4,47,0,0,0,5.1,3,5,2012,CAR
662,3221,BP-0200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2012,NYG
663,3221,SS-2100,0,0,0,0,0,0,0,0,0,4,4,86,0,0,5,8.1,3,12,2012,CAR
664,3221,DC-0700,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,11,2012,NYG
665,3221,DS-0900,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0.9,1,2,2012,NYG
666,3221,KP-0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,3,2,2012,CAR
667,3221,DA-1300,3,3,46,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1,7,2012,CAR
668,3222,MB-5200,0,0,0,0,0,18,7,55,1,2,2,18,0,0,0,13.3,3,5,2012,CHI
669,3222,JC-6200,31,17,183,1,0,4,1,18,0,0,0,0,0,0,0,7.1,3,7,2012,CHI
670,3222,DH-2700,0,0,0,0,0,1,1,8,0,2,0,0,0,0,0,0.8,3,7,2012,CHI
671,3222,BM-0300,0,0,0,0,0,0,0,0,0,11,5,71,0,0,0,7.1,3,7,2012,CHI
672,3222,KD-0400,0,0,0,0,0,0,0,0,0,3,2,20,0,0,0,2,3,5,2012,CHI
673,3222,EB-0600,0,0,0,0,0,0,0,0,0,4,1,11,0,0,0,1.1,3,5,2012,CHI
674,3222,AJ-0430,0,0,0,0,0,0,0,0,0,7,5,45,0,0,0,4.5,3,1,2012,CHI
675,3222,SB-1100,35,18,151,2,0,2,2,14,0,0,0,0,0,0,0,3.4,3,3,2012,STL
676,3222,BG-0600,0,0,0,0,0,0,0,0,0,6,2,19,0,0,0,1.9,3,4,2012,STL
677,3222,SJ-0200,0,0,0,0,0,11,3,29,0,2,2,5,0,0,0,3.4,3,9,2012,STL
678,3222,LK-0200,0,0,0,0,0,0,0,0,0,7,3,18,0,0,5,1.3,3,2,2012,STL
679,3222,KB-0800,0,0,0,0,0,10,2,20,0,1,1,11,0,0,0,3.1,1,4,2012,CHI
680,3222,CG-1060,0,0,0,0,0,0,0,0,0,4,2,9,0,0,0,0.9,3,1,2012,STL
681,3222,DR-1450,0,0,0,0,0,4,1,16,0,1,1,4,0,0,0,2,3,1,2012,STL
682,3222,SS-2200,0,0,0,0,0,0,0,0,0,3,1,15,0,0,0,1.5,3,6,2012,STL
683,3222,DA-0900,0,0,0,0,0,0,0,0,0,9,5,66,0,0,5,6.1,3,4,2012,STL
684,3222,AA-0900,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.2,2,2,2012,CHI
685,3222,MM-5700,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,1.2,2,4,2012,STL
686,3222,KA-0300,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0.7,2,2,2012,CHI
687,3222,IP-0300,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0.4,1,1,2012,STL
688,3223,BW-0850,43,27,237,2,1,0,0,0,0,0,0,0,0,0,0,9.5,3,1,2012,CLE
689,3223,BW-0700,0,0,0,0,0,0,0,0,0,8,4,15,0,0,0,1.5,3,9,2012,CLE
690,3223,TR-0350,0,0,0,0,0,12,4,27,1,7,6,24,0,0,5,10.6,3,1,2012,CLE
691,3223,JG-2450,0,0,0,0,0,0,0,0,0,6,3,40,0,0,0,4,3,1,2012,CLE
692,3223,CS-3400,0,0,0,0,0,4,2,16,0,2,2,42,1,0,0,11.8,3,3,2012,BUF
693,3223,RF-0500,36,22,201,0,3,6,0,8,0,0,0,0,0,1,0,18.8,3,8,2012,BUF
694,3223,DJ-2700,0,0,0,0,0,0,0,0,0,6,5,42,0,0,10,3.2,3,3,2012,BUF
695,3223,SJ-0600,0,0,0,0,0,0,0,0,0,11,7,61,1,0,20,10.1,3,5,2012,BUF
696,3223,TG-1550,0,0,0,0,0,0,0,0,0,5,3,24,1,0,0,8.4,2,1,2012,BUF
697,3223,BS-2400,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0.6,2,7,2012,BUF
698,3223,TC-1300,0,0,0,0,0,20,9,91,0,5,2,8,0,0,0,9.9,3,5,2012,BUF
699,3223,SC-0400,0,0,0,0,0,0,0,0,0,4,2,22,0,0,0,2.2,3,6,2012,BUF
700,3223,CM-2000,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0.9,1,8,2012,BUF
701,3223,JC-0400,0,0,0,0,0,0,0,0,0,7,5,45,0,0,0,4.5,2,2,2012,CLE
702,3223,TB-1060,0,0,0,0,0,0,0,0,0,4,2,44,1,0,0,10.4,3,1,2012,CLE
703,3223,MM-1300,0,0,0,0,0,0,0,0,0,3,1,14,0,0,0,1.4,3,4,2012,CLE
704,3223,JC-5600,0,0,0,0,0,0,0,0,0,1,1,24,0,0,0,2.4,2,8,2012,CLE
705,3223,CO-0300,0,0,0,0,0,1,1,6,0,3,3,14,0,0,0,2,2,4,2012,CLE
706,3223,GL-0400,0,0,0,0,0,0,0,0,0,4,2,17,0,0,5,1.2,3,2,2012,CLE
707,3223,JW-2600,0,0,0,0,0,2,2,15,0,0,0,0,0,0,0,1.5,2,2,2012,BUF
708,3224,MJ-2500,0,0,0,0,0,29,18,177,1,2,2,16,0,0,0,25.3,3,7,2012,JAC
709,3224,BG-0100,21,10,155,0,1,2,2,11,0,0,0,0,0,0,0,11.3,3,2,2012,JAC
710,3224,MT-0900,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0.8,3,4,2012,JAC
711,3224,JB-3650,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0.7,3,1,2012,JAC
712,3224,LR-0400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,2012,JAC
713,3224,CS-1500,0,0,0,0,0,1,0,-4,0,2,1,80,1,0,0,13.6,3,2,2012,JAC
714,3224,AL-1100,46,22,311,1,2,4,4,50,0,0,0,0,0,0,0,23.4,3,1,2012,IND
715,3224,CF-0650,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,2012,IND
716,3224,RW-1100,0,0,0,0,0,0,0,0,0,15,8,88,0,0,0,8.8,3,12,2012,IND
717,3224,DB-4800,0,0,0,0,0,18,8,62,0,1,1,39,0,0,0,10.1,3,4,2012,IND
718,3224,VB-0050,0,0,0,0,0,5,2,12,0,0,0,0,0,0,0,1.2,3,1,2012,IND
719,3224,TH-1850,0,0,0,0,0,0,0,0,0,8,4,113,1,0,0,17.3,2,1,2012,IND
720,3224,DA-0850,0,0,0,0,0,0,0,0,0,6,5,35,0,0,10,2.5,2,1,2012,IND
721,3224,MM-4800,0,0,0,0,0,2,1,0,0,1,1,4,1,0,10,5.4,3,9,2012,IND
722,3224,DA-2100,0,0,0,0,0,0,0,0,0,9,2,28,0,0,0,2.8,3,5,2012,IND
723,3224,GJ-1100,0,0,0,0,0,1,1,1,0,3,2,12,0,0,0,1.3,3,9,2012,JAC
724,3224,ML-1500,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0.8,2,7,2012,JAC
725,3224,DJ-2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1.5,2,1,2012,IND
726,3224,AC-2100,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0.6,1,4,2012,IND
727,3224,ZP-0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,2,4,2012,JAC
728,3224,KE-0250,0,0,0,0,0,0,0,0,0,4,2,24,0,0,0,2.4,1,1,2012,JAC
729,3224,KA-0250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2012,IND
730,3225,TR-0800,39,25,283,1,0,4,1,6,0,1,1,-1,0,2,0,5.8,3,9,2012,DAL
731,3225,DM-4300,0,0,0,0,0,18,5,38,1,4,3,17,0,0,0,11.5,3,2,2012,DAL
732,3225,JW-6000,0,0,0,0,0,0,0,0,0,6,2,8,0,0,10,-0.2,3,10,2012,DAL
733,3225,MA-1400,0,0,0,0,0,0,0,0,0,9,5,107,0,0,0,10.7,3,7,2012,DAL
734,3225,DM-0450,0,0,0,0,0,19,6,53,0,3,2,21,0,0,5,6.9,3,1,2012,TB
735,3225,JF-3100,28,10,110,1,1,1,1,1,0,0,0,0,0,0,10,5.5,3,4,2012,TB
736,3225,VJ-0100,0,0,0,0,0,0,0,0,0,7,1,29,0,0,0,2.9,3,8,2012,TB
737,3225,LS-1900,0,0,0,0,0,0,0,0,0,3,1,1,1,0,5,5.6,2,2,2012,TB
738,3225,DB-5300,0,0,0,0,0,0,0,0,0,8,6,62,0,0,0,6.2,3,3,2012,DAL
739,3225,DW-1000,0,0,0,0,0,1,1,2,0,2,1,11,0,0,0,1.3,3,6,2012,TB
740,3225,MW-2800,0,0,0,0,0,0,0,0,0,6,2,33,0,0,0,3.3,3,3,2012,TB
741,3225,KO-0300,0,0,0,0,0,0,0,0,0,7,5,57,0,0,0,5.7,3,4,2012,DAL
742,3225,FJ-0300,0,0,0,0,0,1,0,-1,0,2,2,28,0,0,0,2.7,3,5,2012,DAL
743,3225,AB-1200,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0.8,1,3,2012,TB
744,3225,DC-1600,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,10,2012,TB
745,3225,LB-0500,0,0,0,0,0,4,2,19,0,0,0,0,0,0,0,1.9,2,3,2012,TB
746,3225,LV-0200,0,0,0,0,0,0,0,0,0,1,1,5,0,0,10,-0.5,2,7,2012,DAL
747,3225,PT-0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,1,2,2012,DAL
748,3225,TU-0200,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0.7,1,4,2012,TB
