YEAR,TEAM,ORNK,OYDS,OYPG,RUSHYDS,RUSHYPG,PASSYDS,PASSYPG,OPTS,OPTS/G,ODOWNRNK,TOT1D,RUSH1D,PASS1D,PEN1D,O3DMADE,O3DATT,3DPCT,O4DMADE,04DATT,O4DPCT,OPENS,OPENYDS,OPASSRNK,COM,OPATT,OPCT,OPASSYDS,OPYPG,OYPA,OLNGPASS,OPASSTD,OINT,SKALLWD,SYDALLWD,OPASSRAT,ORUNRNK,ORUNATT,ORUNYDS,ORUNAVG,ORUNYPG,ORUNLNG,ORUNTD,OFUM,OFUMLST,ORECRNK,OREC,ORECYDS,ORECAVG,ORECYPG,ORECLNG,ORECTD,ORECFUM,ORECLST,ORETRNK,OKRETATT,OKRETYDS,OKRETAVG,OKRETTD,OKRETLNG,PRETATT,PRETYDS,PRETAVG,PRETTD,PRETLNG,PRETFC,OKRNK,XPM,XPA,XP%,FGM,FGA,FG%,KLNG,KPTS,PNTRNK,PUNTS,PNTYDS,PNTAVG,PNTLNG,IN20,IN20%,TB,TB%,BP,PRETALLWD,PRETYDSALLWD,PRETAVGALLWD,PUNTNET,SACKRNK,TOTTKL,SOLOTKL,ASTTKL,SACK,FF,BK,INT,YDS,LNG,TD,PD,TORNK,INT,FUMTAKEN,TAKEAWAY,INTTHRWN,FUMLOST,GIVEAWAY,NETTO,DEFRNK,DYDS,DYPG,DRUSH,DRUSHYPG,DPASS,DPASSYPG,DPTS,DPTSPG,DDWNRANK,D1DTOT,D1DRUSH,D1DPASS,D1DPEN,D3DMADE,D3DATT,D3DPCT,D4DMADE,D4DATT,D4DPCT,DPENTOT,DPENYDS,DPASSRNK,DCOM,DPASSATT,DPASSPCT,DPASSYDS,DPASSYPG,DYPA,DPASSLNG,DPASSTD,DINT,SK,SYD,DRAT,DRUNRNK,DRUNATT,DRUNYDS,DRUNAVG,DRUNYPG,DRUNLNG,DRUNTD,DRUNFUM,DRUNLST,DRECRNK,DREC,DRECYDS,DRECAVG,DRECYPG,DRECLNG,DRECTD,DRECFUM,DRECLST,DRETRNK,DKATT,DKYDS,DKAVG,DKTD,DKLNG,DPATT,DPYDS,DPAVG,DPTD,DPLNG,DPFC,DKRNK,DXPM,DXPA,DXP%,DFGM,DFGA,DFG%,DKLNG,DKPTS,DPNTRNK,DPUNTS,DPNTYDS,DPNTAVG,DPNTLNG,DIN20,DIN20%,DTB,DTB%,DBP,DPNTRET,DPRETYDS,DPRETAVG,DPUNTNET,DTKLRNK,TOTTKLOPP,SOLOTKLOPP,ASTTCKLOPP,SACKALLWD,FFOPP,BKOPP,INTTHRWN,INTTHRWNYDS,INTTHRWNLNG,INTTHRWNTD,OPPPD,TRUOPATT,TRUOPASS,WINS,LASTWINS,NEXTWINS,NEXTDELTA,TRUDPATT,TRUDPASS,OINTRATE,DINTRATE,OFUMRATE,DFUMRATE,OFUMLOSTRATE,DFUMLOSTRATE,OFUMLOSTRATIO,DFUMLOSTRATIO,DFFRATE,OUNFFUM,OUNFFUMRATE,LASTDFFRATE,LASTOUNFFUMRATE,LASTTRUOPASS,LASTTRUDPASS,LASTOFUMRATE,LASTDFUMRATE,LASTOINTRATE,LASTDINTRATE
2002,TEN,17,5272,329.5,1952,122,3320,207.5,367,22.9,17,312,112,182,18,94,216,43.5,9,16,56.3,112,891,20,306,500,61.2,3320,207.5,6.88,55,22,15,21,121,83.9,11,511,1952,3.8,122,39,16,12,7,21,306,3441,11.2,215.1,55,22,12,7,31,50,982,19.6,0,48,28,217,7.8,0,30,22,14,36,36,100,25,31,80.6,53,111,10,65,2725,41.9,56,28,43.1,5,7.7,1,28,390,13.9,35.9,6,967,796,171,40,15,1,18,198,32,3,85,12,18,11,29,15,10,25,4,10,4964,310.3,1424,89,3540,221.3,324,20.3,15,297,75,197,25,76,202,37.6,9,18,50,99,853,25,339,562,60.3,3540,221.3,6.68,75,27,18,40,213,82.8,2,372,1424,3.8,89,42,7,12,6,22,339,3753,11.1,234.6,75,27,12,6,4,74,1482,20,0,54,28,390,13.9,3,83,19,3,36,36,100,14,21,66.7,51,78,26,76,3202,42.1,61,22,28.9,10,13.2,1,28,217,7.8,39.3,2,1018,851,167,21,11,1,15,179,82,2,70,521,6.37,11,7,12,1,602,5.88,0.030,0.032,0.014,0.016,0.025,0.046,0.58,0.50,0.020,1,0.001,,,,,,,,
2002,WAS,20,5143,321.4,1889,118.1,3254,203.4,307,19.2,20,303,107,165,31,88,221,39.8,13,25,52,116,972,21,300,559,53.7,3254,203.4,6.3,62,24,20,38,269,72.5,13,442,1889,4.3,118.1,33,10,25,16,20,300,3523,11.7,220.2,62,24,25,16,20,78,1617,20.7,0,60,43,450,10.5,1,90,13,27,33,34,97.1,16,25,64,53,81,27,72,2855,39.7,74,18,25,8,11.1,1,37,507,13.7,32.6,6,1009,851,158,40,19,1,14,173,78,1,86,29,14,12,26,20,20,40,-14,5,4787,299.2,1754,109.6,3033,189.6,365,22.8,7,281,96,155,30,79,225,35.1,4,11,36.4,119,972,5,304,531,57.3,3033,189.6,6.18,58,19,14,40,250,76.5,12,435,1754,4,109.6,47,14,21,11,5,304,3283,10.8,205.2,58,19,21,11,24,62,1392,22.5,1,90,37,507,13.7,1,83,5,30,36,36,100,31,34,91.2,47,129,7,85,3399,40,64,28,32.9,7,8.2,1,43,450,10.5,34.7,19,1030,846,184,38,22,3,20,212,85,2,97,597,5.45,7,8,5,-2,571,5.31,0.036,0.026,0.032,0.027,0.026,0.009,0.64,0.52,0.024,3,0.004,,,,,,,,
2003,ARI,27,4490,280.6,1531,95.7,2959,184.9,225,14.1,29,256,80,147,29,83,222,37.4,10,22,45.5,98,761,23,303,534,56.7,2959,184.9,6.11,71,18,22,44,306,68.9,29,403,1531,3.8,95.7,36,5,27,12,20,303,3265,10.8,204.1,71,18,27,12,7,82,1881,22.9,1,100,22,140,6.4,0,19,15,32,19,20,95,18,26,69.2,53,73,8,82,3511,42.8,64,19,23.2,9,11,1,41,472,11.5,37.1,30,1000,847,153,21,14,1,13,271,70,1,70,30,13,10,23,22,14,36,-13,26,5504,344,1915,119.7,3589,224.3,452,28.3,29,326,120,184,22,92,199,46.2,3,8,37.5,86,754,29,311,497,62.6,3589,224.3,7.42,68,29,13,21,97,93.7,19,475,1915,4,119.7,52,17,19,10,25,311,3686,11.9,230.4,68,29,19,10,24,48,1042,21.7,0,47,41,472,11.5,2,57,12,24,53,53,100,21,28,75,53,116,8,66,2679,40.6,59,21,31.8,5,7.6,1,22,140,6.4,38.5,30,981,824,157,44,22,1,22,418,83,4,84,578,5.12,4,5,6,2,518,6.93,0.041,0.026,0.036,0.024,0.027,0.044,0.44,0.53,0.017,5,0.007,0.008,0.005,4.65,6.97,0.027,2.446,0.040,0.032
2003,ATL,29,4357,272.3,1949,121.8,2408,150.5,299,18.7,30,252,99,127,26,58,194,29.9,6,11,54.5,90,790,31,230,460,50,2408,150.5,5.72,86,14,21,35,223,58.7,14,435,1949,4.5,121.8,69,17,14,5,31,230,2631,11.4,164.4,86,14,14,5,28,79,1572,19.9,0,52,43,613,14.3,1,72,11,26,32,33,97,19,27,70.4,46,89,23,87,3473,39.9,54,19,21.8,2,2.3,0,35,301,8.6,36.5,13,1039,898,141,36,23,3,15,197,41,3,56,14,15,16,31,21,10,31,0,32,6108,381.8,2308,144.3,3800,237.5,422,26.4,3,248,78,144,26,69,235,29.4,5,17,29.4,106,935,32,323,508,63.6,3800,237.5,7.88,76,28,15,36,205,94,29,499,2308,4.6,144.3,63,21,28,15,32,323,4005,12.4,250.3,76,28,28,15,2,62,1204,19.4,0,44,35,301,8.6,1,58,33,18,47,48,97.9,19,25,76,54,104,30,82,3557,43.4,60,23,28,8,9.8,0,43,613,14.3,35.9,15,933,787,146,35,18,2,21,310,78,1,95,495,4.86,5,9,11,6,544,6.99,0.046,0.030,0.020,0.033,0.044,0.052,0.36,0.54,0.027,-4,-0.006,0.023,0.000,6.15,5.86,0.024,2.718,0.025,0.047
2003,BAL,21,4929,308.1,2674,167.1,2260,141.3,391,24.4,27,259,115,121,23,72,226,31.9,7,11,63.6,126,970,32,217,415,52.3,2260,141.3,6.07,73,16,19,41,257,64.7,1,552,2674,4.8,167.1,82,18,32,17,32,217,2517,11.6,157.3,73,16,32,17,15,57,1222,21.4,0,75,53,410,7.7,0,44,23,4,35,35,100,34,40,85,56,137,19,91,3712,40.8,67,21,23.1,9,9.9,0,42,354,8.4,36.9,1,1058,881,177,47,23,2,24,511,83,4,104,9,24,17,41,19,19,38,3,3,4341,271.3,1536,96,2805,175.3,281,17.6,5,270,92,153,25,86,225,38.2,7,13,53.8,110,996,4,296,531,55.7,2805,175.3,5.95,82,19,24,47,353,66.4,6,448,1536,3.4,96,36,6,23,12,7,296,3158,10.7,197.4,82,19,23,12,16,70,1495,21.4,1,97,42,354,8.4,0,44,18,22,27,27,100,28,31,90.3,52,111,12,103,4211,40.9,68,28,27.2,8,7.8,2,53,410,7.7,36.9,21,1099,871,228,42,21,0,19,269,45,0,89,456,4.96,10,7,9,-1,578,4.85,0.046,0.045,0.040,0.029,0.040,0.012,0.53,0.52,0.029,11,0.014,0.013,0.003,5.48,5.93,0.032,3.147,0.029,0.044
2003,BUF,30,4348,271.8,1664,104,2684,167.8,243,15.2,24,268,96,150,22,67,212,31.6,13,25,52,106,891,28,293,502,58.4,2684,167.8,6.11,54,11,17,51,385,69.4,21,427,1664,3.9,104,64,13,31,16,25,293,3069,10.5,191.8,54,11,31,16,12,63,1369,21.7,0,75,41,248,6,0,35,21,31,24,24,100,17,24,70.8,44,75,2,85,3788,44.6,71,20,23.5,3,3.5,0,52,577,11.1,37.8,9,1134,852,282,38,15,1,10,114,54,2,72,31,10,8,18,17,17,34,-16,2,4313,269.6,1606,100.4,2707,169.2,279,17.4,8,274,83,161,30,78,225,34.7,5,16,31.3,111,1011,2,285,508,56.1,2707,169.2,5.78,77,18,10,38,231,76.5,8,464,1606,3.5,100.4,62,11,19,8,2,285,2938,10.3,183.6,77,18,19,8,3,55,1080,19.6,0,35,52,577,11.1,0,48,8,8,26,26,100,23,31,74.2,51,95,3,92,3553,38.6,53,24,26.1,6,6.5,1,41,248,6,35.9,32,1082,836,246,51,23,0,17,186,74,1,71,553,4.85,6,8,9,3,546,4.96,0.034,0.020,0.040,0.024,0.032,0.003,0.52,0.42,0.019,8,0.010,0.013,0.005,6.00,5.83,0.032,2.720,0.025,0.020
2003,CAR,16,5141,321.3,2091,130.7,3046,190.4,325,20.3,19,284,114,146,24,78,219,35.6,6,11,54.5,116,966,18,270,460,58.7,3046,190.4,7.04,67,19,16,27,192,79.6,7,522,2091,4,130.7,40,9,26,13,21,270,3238,12,202.4,67,19,26,13,10,60,1345,22.4,1,100,45,453,10.1,1,53,15,5,29,30,96.7,32,38,84.2,53,125,3,78,3466,44.4,64,23,29.5,9,11.5,3,35,402,11.5,39.3,7,1011,853,158,40,14,5,16,238,53,3,81,26,16,10,26,16,15,31,-5,8,4725,295.3,1722,107.6,3003,187.7,304,19,15,289,104,156,29,84,213,39.4,6,15,40,93,746,9,299,522,57.3,3003,187.7,6.16,65,19,16,40,212,74.8,11,434,1722,4,107.6,43,10,17,8,10,299,3215,10.8,200.9,65,19,17,8,5,70,1425,20.4,0,53,35,402,11.5,1,89,12,7,31,32,96.9,21,32,65.6,48,94,24,89,3778,42.4,59,31,34.8,5,5.6,1,45,453,10.1,37.4,8,1047,887,160,26,20,3,16,225,44,2,80,487,6.25,11,7,7,-4,562,5.34,0.035,0.031,0.032,0.022,0.026,0.019,0.50,0.47,0.018,6,0.007,0.029,0.004,5.30,5.21,0.028,3.417,0.047,0.033
2003,CHI,28,4380,273.8,1763,110.2,2617,163.6,283,17.7,26,264,104,143,17,77,228,33.8,15,23,65.2,92,806,30,271,515,52.6,2617,163.6,5.64,61,12,20,43,288,61,18,443,1763,4,110.2,67,13,20,7,29,271,2905,10.7,181.6,61,12,20,7,3,73,1738,23.8,2,89,39,461,11.8,1,60,13,14,27,27,100,26,36,72.2,54,105,17,79,3258,41.2,53,23,29.1,9,11.4,2,36,277,7.7,37.7,32,1051,871,180,18,13,1,15,191,45,1,77,27,15,5,20,20,9,29,-9,14,4947,309.2,1865,116.6,3082,192.6,346,21.6,26,320,119,177,24,85,206,41.3,9,14,64.3,108,921,13,326,525,62.1,3082,192.6,6.07,51,20,15,18,105,79.9,16,449,1865,4.2,116.6,60,13,11,3,9,326,3187,9.8,199.2,51,20,11,3,17,64,1367,21.4,1,96,36,277,7.7,0,35,13,29,31,33,93.9,31,38,81.6,50,124,7,76,3073,40.4,62,21,27.6,4,5.3,0,39,461,11.8,34.4,24,1003,837,166,43,14,4,20,390,90,2,78,558,4.69,7,4,5,-2,543,5.68,0.039,0.029,0.026,0.014,0.038,0.016,0.35,0.27,0.016,6,0.008,0.025,0.007,5.20,6.07,0.029,2.890,0.033,0.016
2003,CIN,13,5329,333.1,1987,124.2,3342,208.9,346,21.6,8,313,101,181,31,102,228,44.7,5,11,45.5,107,846,12,324,520,62.3,3342,208.9,6.91,82,26,15,37,249,87.4,13,481,1987,4.1,124.2,54,12,11,5,11,324,3591,11.1,224.4,82,26,11,5,27,74,1474,19.9,0,46,30,331,11,1,68,8,12,40,40,100,22,25,88,48,106,25,77,3045,39.5,58,14,18.2,8,10.4,0,47,403,8.6,34.3,24,1031,852,179,30,16,1,14,123,31,0,74,10,14,10,24,15,7,22,2,28,5620,351.3,2218,138.6,3402,212.6,384,24,12,283,100,160,23,87,222,39.2,8,13,61.5,141,1095,24,297,508,58.5,3402,212.6,7.08,73,23,14,30,196,83.9,25,461,2218,4.8,138.6,78,18,21,10,22,297,3598,12.1,224.9,73,23,21,10,10,71,1470,20.7,0,45,47,403,8.6,0,37,7,28,38,38,100,28,33,84.8,51,122,25,67,2845,42.5,72,21,31.3,8,11.9,0,30,331,11,37.5,18,1093,886,207,37,13,0,15,225,83,2,74,557,6.00,8,2,8,0,538,6.32,0.029,0.028,0.013,0.027,0.013,0.038,0.45,0.48,0.020,-2,-0.002,0.015,0.004,5.54,6.80,0.025,3.542,0.037,0.020
2003,CLE,26,4504,281.5,1670,104.4,2834,177.1,254,15.9,20,276,91,153,32,74,202,36.6,6,18,33.3,98,767,25,313,509,61.5,2834,177.1,6.12,71,17,18,40,282,75.2,20,412,1670,4.1,104.4,78,8,24,13,24,313,3116,10,194.8,71,17,24,13,20,71,1501,21.1,0,69,37,302,8.2,0,38,11,23,23,24,95.8,23,28,82.1,52,92,13,73,3048,41.8,60,19,26,10,13.7,0,33,316,9.6,37.4,17,1111,849,262,35,15,1,15,168,75,1,70,28,15,7,22,18,15,33,-11,15,4959,309.9,2113,132.1,2846,177.9,322,20.1,1,228,68,127,33,69,227,30.4,7,15,46.7,88,763,7,297,502,59.2,2846,177.9,6.07,55,13,15,35,203,72.9,23,457,2113,4.6,132.1,82,14,15,5,5,297,3049,10.3,190.6,55,13,15,5,6,60,1231,20.5,0,77,33,316,9.6,0,49,9,32,31,31,100,35,43,81.4,56,136,18,75,3146,41.9,59,18,24,8,10.7,1,37,302,8.2,37.9,20,1049,834,215,40,20,1,18,391,54,4,87,549,5.16,5,9,4,-1,537,5.30,0.035,0.030,0.031,0.019,0.031,0.009,0.54,0.33,0.019,4,0.005,0.025,-0.001,5.81,6.04,0.017,2.869,0.040,0.033
2003,DAL,15,5161,322.6,1999,124.9,3162,197.6,289,18.1,18,286,115,149,22,88,241,36.5,4,12,33.3,98,837,17,294,510,57.6,3162,197.6,6.56,64,17,21,37,185,71.4,12,515,1999,3.9,124.9,63,11,17,7,17,294,3347,11.4,209.2,64,17,17,7,13,60,1292,21.5,1,54,51,390,7.6,0,46,24,20,30,31,96.8,23,29,79.3,52,99,29,95,3697,38.9,59,25,26.3,9,9.5,0,34,227,6.7,36.5,21,919,764,155,32,19,3,13,183,41,2,94,22,13,12,25,21,8,29,-4,1,4056,253.5,1425,89.1,2631,164.4,260,16.3,2,241,77,141,23,61,207,29.5,12,25,48,137,1031,1,239,492,48.6,2631,164.4,5.73,76,18,13,32,189,67.6,3,413,1425,3.5,89.1,64,7,17,9,1,239,2820,11.8,176.3,76,18,17,9,25,66,1448,21.9,0,63,34,227,6.7,0,19,26,1,23,26,88.5,21,23,91.3,50,86,28,105,4471,42.6,60,33,31.4,7,6.7,0,51,390,7.6,38.9,18,1051,903,148,37,17,1,21,285,70,1,72,547,5.78,10,5,6,-4,524,5.02,0.041,0.026,0.020,0.025,0.020,0.002,0.41,0.53,0.028,0,0.000,0.019,0.000,4.99,5.77,0.036,3.831,0.034,0.033
2003,DEN,7,5598,349.9,2629,164.3,2969,185.6,381,23.8,6,334,133,162,39,82,211,38.9,3,13,23.1,107,922,22,280,479,58.5,2969,185.6,6.53,72,19,18,25,157,75.6,2,543,2629,4.8,164.3,65,20,16,4,23,280,3126,11.2,195.4,72,19,16,4,11,59,1302,22.1,0,83,39,442,11.3,2,65,18,5,41,41,100,28,32,87.5,51,125,7,68,2937,43.2,62,14,20.6,6,8.8,2,46,560,12.2,35,13,914,767,147,36,18,1,9,39,16,1,95,22,9,11,20,18,6,24,-4,4,4433,277.1,1605,100.3,2828,176.8,301,18.8,18,298,105,166,27,87,214,40.7,8,13,61.5,119,953,6,265,495,53.5,2828,176.8,6.16,66,17,9,36,221,76.2,7,379,1605,4.2,100.3,98,11,24,10,5,265,3049,11.5,190.6,66,17,24,10,26,73,1679,23,0,63,46,560,12.2,1,93,5,17,28,29,96.6,25,28,89.3,54,103,31,84,3663,43.6,64,19,22.6,10,11.9,1,39,442,11.3,38.3,6,1076,895,181,25,17,2,18,319,41,2,73,504,5.89,10,9,10,0,531,5.33,0.038,0.018,0.019,0.035,0.027,0.010,0.25,0.42,0.026,-1,-0.001,0.018,0.005,6.37,5.51,0.017,4.261,0.036,0.016
2003,DET,32,4262,266.4,1338,83.6,2924,182.8,270,16.9,31,250,69,152,29,80,228,35.1,8,20,40,107,859,24,319,588,54.3,2924,182.8,5.08,72,17,24,11,64,61.1,32,376,1338,3.6,83.6,39,5,13,3,27,319,2988,9.4,186.8,72,17,13,3,8,70,1584,22.6,1,96,47,576,12.3,2,89,13,23,26,27,96.3,22,23,95.7,54,92,24,95,3790,39.9,58,20,21.1,8,8.4,1,59,390,6.6,35.8,26,1019,871,148,28,18,2,15,130,48,1,66,14,15,13,28,24,4,28,0,24,5360,335,1782,111.4,3578,223.6,379,23.7,14,288,91,172,25,85,228,37.3,4,17,23.5,97,767,28,331,522,63.4,3578,223.6,7.2,73,26,15,28,182,89.6,15,447,1782,4,111.4,65,14,23,11,29,331,3760,11.4,235,73,26,23,11,31,53,1313,24.8,1,89,59,390,6.6,1,83,15,12,46,46,100,17,24,70.8,55,97,27,84,3574,42.5,61,20,23.8,7,8.3,0,47,576,12.3,35.7,1,925,801,124,11,9,1,24,377,56,4,121,599,4.88,5,3,6,1,550,6.51,0.041,0.029,0.018,0.029,0.038,0.053,0.23,0.48,0.022,4,0.006,0.021,0.005,5.02,6.65,0.015,2.663,0.043,0.017
2003,GB,4,5798,362.4,2558,159.9,3240,202.5,442,27.6,7,315,127,166,22,85,207,41.1,4,7,57.1,88,699,16,310,473,65.5,3240,202.5,7.14,66,32,21,19,137,90.5,3,507,2558,5,159.9,98,18,17,9,16,310,3377,10.9,211.1,66,32,17,9,5,64,1511,23.6,0,60,35,277,7.9,0,33,18,7,51,51,100,23,26,88.5,50,120,16,71,2933,41.3,60,17,23.9,8,11.3,0,32,316,9.9,36.9,20,1047,870,177,34,17,2,21,315,90,2,92,14,21,11,32,21,11,32,0,17,5101,318.8,1701,106.3,3400,212.5,307,19.2,11,279,117,138,24,72,188,38.3,6,11,54.5,123,1005,23,326,589,55.3,3400,212.5,6.11,68,18,21,34,200,69,10,413,1701,4.1,106.3,67,10,19,9,23,326,3600,11,225,68,18,19,9,11,82,1707,20.8,1,88,32,316,9.9,0,32,15,25,29,29,100,30,33,90.9,58,119,17,82,3399,41.5,62,23,28,11,13.4,1,35,277,7.9,38.1,2,1134,891,243,19,11,0,21,429,79,2,58,492,6.59,10,12,10,0,623,5.46,0.044,0.036,0.020,0.025,0.019,0.043,0.53,0.47,0.022,6,0.007,0.030,0.006,5.98,5.20,0.024,3.541,0.028,0.045
2003,HOU,31,4306,269.1,1651,103.2,2655,165.9,255,15.9,32,237,86,127,24,63,204,30.9,9,14,64.3,121,961,29,248,439,56.5,2655,165.9,6.47,78,14,18,36,186,69.7,23,421,1651,3.9,103.2,51,14,17,8,30,248,2841,11.5,177.6,78,14,17,8,18,80,1700,21.3,0,70,40,266,6.7,0,40,8,28,27,27,100,18,22,81.8,50,81,15,97,4028,41.5,58,36,37.1,3,3.1,0,43,407,9.5,37.3,31,1152,911,241,19,11,3,14,205,95,1,108,25,14,8,22,18,9,27,-5,31,6082,380.1,2370,148.1,3712,232,380,23.8,10,276,84,172,20,92,218,42.2,7,14,50,103,881,31,297,502,59.2,3712,232,7.64,84,22,14,19,123,86.2,31,533,2370,4.4,148.1,64,15,15,7,31,297,3835,12.9,239.7,84,22,15,7,23,53,1149,21.7,0,49,43,407,9.5,1,73,37,29,40,40,100,28,35,80,43,124,22,74,3130,42.3,59,20,27,9,12.2,1,40,266,6.7,38.7,16,1049,800,249,36,14,0,18,207,51,3,90,475,5.59,5,4,7,2,521,7.12,0.041,0.028,0.024,0.018,0.043,0.049,0.47,0.47,0.013,3,0.004,0.013,0.033,4.25,5.74,0.033,2.672,0.034,0.020
2003,IND,3,5874,367.1,1695,105.9,4179,261.2,447,27.9,1,348,104,212,32,91,217,41.9,11,17,64.7,92,662,1,381,569,67,4179,261.2,7.54,79,29,10,19,110,99,19,453,1695,3.7,105.9,43,16,19,8,1,381,4289,11.3,268.1,79,29,19,8,6,64,1510,23.6,0,90,31,240,7.7,0,26,16,2,46,46,100,37,37,100,50,157,10,63,2646,42,55,21,33.3,3,4.8,1,32,319,10,36.9,23,1091,835,256,31,24,1,15,244,75,2,70,6,15,15,30,10,10,20,10,11,4789,299.3,1980,123.8,2809,175.6,336,21,27,322,120,184,18,78,213,36.6,10,23,43.5,95,781,5,277,445,62.2,2809,175.6,6.82,74,18,15,31,225,81.8,20,437,1980,4.5,123.8,42,19,22,11,4,277,3034,11,189.6,74,18,22,11,22,93,1999,21.5,2,92,32,319,10,0,36,15,1,38,38,100,16,21,76.2,49,86,19,74,3115,42.1,64,32,43.2,4,5.4,0,31,240,7.7,38.9,2,1170,910,260,19,16,1,10,125,41,1,71,588,7.11,12,10,12,0,476,5.90,0.018,0.034,0.022,0.030,0.001,0.007,0.42,0.50,0.032,3,0.004,0.031,0.002,6.60,5.79,0.021,4.512,0.032,0.021
2003,JAX,12,5358,334.9,2073,129.6,3285,205.3,276,17.3,12,305,118,163,24,80,216,37,13,26,50,108,895,15,303,515,58.8,3285,205.3,6.64,84,17,17,28,136,76,8,481,2073,4.3,129.6,62,13,23,12,15,303,3421,11.3,213.8,84,17,23,12,30,67,1316,19.6,0,61,34,376,11.1,0,52,18,25,30,30,100,20,33,60.6,53,90,11,68,2853,42,58,13,19.1,6,8.8,1,40,420,10.5,35.8,29,1011,826,185,24,15,0,15,78,21,0,78,22,15,12,27,17,14,31,-4,6,4657,291.1,1406,87.9,3251,203.2,331,20.7,12,283,82,171,30,81,222,36.5,2,12,16.7,98,766,18,303,510,59.4,3251,203.2,6.64,75,23,15,24,134,82,2,442,1406,3.2,87.9,29,12,22,12,15,303,3385,11.2,211.6,75,23,22,12,14,58,1227,21.2,0,58,40,420,10.5,0,40,3,19,33,34,97.1,24,27,88.9,51,105,15,75,3077,41,58,24,32,7,9.3,0,34,376,11.1,36,9,1056,877,179,28,21,4,17,198,52,1,67,543,6.05,5,6,9,4,534,6.09,0.033,0.029,0.028,0.029,0.018,0.027,0.52,0.55,0.020,2,0.002,0.017,0.001,5.48,5.88,0.009,2.814,0.019,0.027
2003,KC,2,5910,369.4,1929,120.6,3981,248.8,484,30.3,1,348,120,201,27,84,201,41.8,6,10,60,79,698,2,339,536,63.2,3981,248.8,7.67,67,24,12,21,132,92.4,15,446,1929,4.3,120.6,39,32,9,4,4,339,4113,12.1,257.1,67,24,9,4,1,62,1577,25.4,2,100,33,542,16.4,2,93,14,12,58,59,98.3,16,20,80,49,106,26,80,3156,39.5,68,21,26.3,7,8.8,1,38,327,8.6,35.4,13,1024,890,134,36,15,2,25,310,79,3,80,1,25,12,37,12,6,18,19,29,5707,356.7,2344,146.5,3363,210.2,332,20.8,23,316,94,186,36,70,182,38.5,6,14,42.9,90,720,20,332,565,58.8,3363,210.2,6.4,77,19,25,36,251,70.5,30,453,2344,5.2,146.5,65,18,14,8,24,332,3614,10.9,225.9,77,19,14,8,27,87,2043,23.5,0,60,38,327,8.6,1,68,18,10,39,39,100,19,25,76,51,96,11,73,2974,40.7,71,22,30.1,7,9.6,0,33,542,16.4,33.3,4,954,842,112,21,10,2,12,150,50,1,63,557,7.15,13,8,7,-6,601,5.60,0.022,0.044,0.011,0.017,0.005,0.042,0.44,0.57,0.018,-1,-0.001,0.016,0.001,7.20,6.43,0.004,4.356,0.027,0.029
2003,MIA,24,4609,288.1,1817,113.6,2792,174.5,311,19.4,25,266,99,145,22,67,205,32.7,5,10,50,103,913,26,257,450,57.1,2792,174.5,6.67,80,17,19,31,209,72.5,17,487,1817,3.7,113.6,68,14,22,14,26,257,3001,11.7,187.6,80,17,22,14,21,57,1202,21.1,0,49,31,288,9.3,0,48,19,20,33,34,97.1,22,29,75.9,52,99,28,84,3274,39,57,28,33.3,8,9.5,0,29,185,6.4,36.8,3,1083,851,232,44,18,0,22,338,74,2,79,10,22,14,36,19,15,34,2,10,4787,299.2,1452,90.8,3335,208.4,261,16.3,17,293,91,177,25,81,235,34.5,6,16,37.5,107,845,19,319,529,60.3,3335,208.4,6.78,82,12,22,44,253,70.8,5,441,1452,3.3,90.8,28,11,19,11,21,319,3588,11.2,224.3,82,12,19,11,21,47,1010,21.5,0,73,29,185,6.4,0,26,26,14,23,23,100,26,31,83.9,51,101,16,80,3294,41.2,64,25,31.3,6,7.5,0,31,288,9.3,37.6,12,1044,814,230,31,19,2,19,194,54,3,75,481,5.80,10,9,4,-6,573,5.82,0.042,0.042,0.028,0.024,0.034,0.037,0.64,0.58,0.022,3,0.004,0.020,0.004,6.02,5.47,0.028,2.131,0.033,0.040
2003,MIN,1,6294,393.4,2343,146.4,3951,246.9,416,26,4,336,124,194,18,102,219,46.6,8,20,40,127,1029,4,333,520,64,3951,246.9,8.02,72,32,13,42,218,98.9,4,493,2343,4.8,146.4,61,15,28,11,3,333,4169,12.5,260.6,72,32,28,11,26,71,1428,20.1,0,48,36,247,6.9,0,52,16,16,48,48,100,18,25,72,51,102,27,63,2462,39.1,55,13,20.6,5,7.9,1,29,310,10.7,34.2,12,929,790,139,37,19,1,28,693,80,4,90,5,28,7,35,13,11,24,11,23,5356,334.8,1879,117.4,3477,217.3,353,22.1,19,298,109,165,24,79,208,38,9,16,56.3,101,1012,26,311,531,58.6,3477,217.3,7.01,51,17,28,37,245,68.8,17,387,1879,4.9,117.4,73,22,22,6,27,311,3722,12,232.6,51,17,22,6,18,75,1608,21.4,0,56,29,310,10.7,0,46,19,13,36,36,100,21,26,80.8,51,99,14,63,2576,40.9,53,19,30.2,2,3.2,1,36,247,6.9,37,21,1091,916,175,42,20,1,13,149,64,1,54,562,7.03,9,6,8,-1,568,6.12,0.025,0.053,0.032,0.030,0.003,0.053,0.39,0.27,0.026,8,0.009,0.007,0.006,6.07,7.21,0.037,3.847,0.041,0.030
