YEAR,TEAM,ORNK,OYDS,OYPG,RUSHYDS,RUSHYPG,PASSYDS,PASSYPG,OPTS,OPTS/G,ODOWNRNK,TOT1D,RUSH1D,PASS1D,PEN1D,O3DMADE,O3DATT,3DPCT,O4DMADE,04DATT,O4DPCT,OPENS,OPENYDS,OPASSRNK,COM,OPATT,OPCT,OPASSYDS,OPYPG,OYPA,OLNGPASS,OPASSTD,OINT,SKALLWD,SYDALLWD,OPASSRAT,ORUNRNK,ORUNATT,ORUNYDS,ORUNAVG,ORUNYPG,ORUNLNG,ORUNTD,OFUM,OFUMLST,ORECRNK,OREC,ORECYDS,ORECAVG,ORECYPG,ORECLNG,ORECTD,ORECFUM,ORECLST,ORETRNK,OKRETATT,OKRETYDS,OKRETAVG,OKRETTD,OKRETLNG,PRETATT,PRETYDS,PRETAVG,PRETTD,PRETLNG,PRETFC,OKRNK,XPM,XPA,XP%,FGM,FGA,FG%,KLNG,KPTS,PNTRNK,PUNTS,PNTYDS,PNTAVG,PNTLNG,IN20,IN20%,TB,TB%,BP,PRETALLWD,PRETYDSALLWD,PRETAVGALLWD,PUNTNET,SACKRNK,TOTTKL,SOLOTKL,ASTTKL,SACK,FF,BK,INT,YDS,LNG,TD,PD,TORNK,INT,FUMTAKEN,TAKEAWAY,INTTHRWN,FUMLOST,GIVEAWAY,NETTO,DEFRNK,DYDS,DYPG,DRUSH,DRUSHYPG,DPASS,DPASSYPG,DPTS,DPTSPG,DDWNRANK,D1DTOT,D1DRUSH,D1DPASS,D1DPEN,D3DMADE,D3DATT,D3DPCT,D4DMADE,D4DATT,D4DPCT,DPENTOT,DPENYDS,DPASSRNK,DCOM,DPASSATT,DPASSPCT,DPASSYDS,DPASSYPG,DYPA,DPASSLNG,DPASSTD,DINT,SK,SYD,DRAT,DRUNRNK,DRUNATT,DRUNYDS,DRUNAVG,DRUNYPG,DRUNLNG,DRUNTD,DRUNFUM,DRUNLST,DRECRNK,DREC,DRECYDS,DRECAVG,DRECYPG,DRECLNG,DRECTD,DRECFUM,DRECLST,DRETRNK,DKATT,DKYDS,DKAVG,DKTD,DKLNG,DPATT,DPYDS,DPAVG,DPTD,DPLNG,DPFC,DKRNK,DXPM,DXPA,DXP%,DFGM,DFGA,DFG%,DKLNG,DKPTS,DPNTRNK,DPUNTS,DPNTYDS,DPNTAVG,DPNTLNG,DIN20,DIN20%,DTB,DTB%,DBP,DPNTRET,DPRETYDS,DPRETAVG,DPUNTNET,DTKLRNK,TOTTKLOPP,SOLOTKLOPP,ASTTCKLOPP,SACKALLWD,FFOPP,BKOPP,INTTHRWN,INTTHRWNYDS,INTTHRWNLNG,INTTHRWNTD,OPPPD,TRUOPATT,TRUOPASS,WINS,LASTWINS,NEXTWINS,NEXTDELTA,TRUDPATT,TRUDPASS,OINTRATE,DINTRATE,OFUMRATE,DFUMRATE,OFUMLOSTRATE,DFUMLOSTRATE,OFUMLOSTRATIO,DFUMLOSTRATIO,DFFRATE,OUNFFUM,OUNFFUMRATE,LASTDFFRATE,LASTOUNFFUMRATE,LASTTRUOPASS,LASTTRUDPASS,LASTOFUMRATE,LASTDFUMRATE,LASTOINTRATE,LASTDINTRATE
2002,DET,28,4471,279.4,1477,92.3,2994,187.1,306,19.1,29,242,69,150,23,64,216,29.6,8,20,40,104,916,25,277,577,48,2994,187.1,5.49,64,19,25,20,174,57.9,29,358,1477,4.1,92.3,56,9,10,4,25,277,3168,11.4,198,64,19,10,4,3,83,2039,24.6,0,91,42,363,8.6,2,73,17,20,31,31,100,23,28,82.1,49,100,8,91,3838,42.2,57,29,31.9,7,7.7,0,53,239,4.5,39.5,22,1148,956,192,33,19,4,10,173,49,1,96,25,10,14,24,25,6,31,-7,31,6117,382.3,1967,122.9,4150,259.4,451,28.2,31,360,111,221,28,105,233,45.1,8,11,72.7,114,981,30,371,591,62.8,4150,259.4,7.45,60,27,10,33,254,93.6,17,495,1967,4,122.9,43,19,20,13,31,371,4404,11.9,275.3,60,27,20,13,28,68,1560,22.9,0,67,53,239,4.5,0,26,14,31,48,49,98,29,33,87.9,53,135,30,79,3392,42.9,64,23,29.1,9,11.4,1,42,363,8.6,38.3,1,875,742,133,20,7,0,25,316,78,5,128,597,5.02,3,2,5,2,624,6.65,0.043,0.017,0.015,0.022,0.038,0.050,0.40,0.65,0.021,3,0.005,,,,,,,,
2002,GB,12,5560,347.5,1933,120.8,3627,226.7,398,24.9,11,318,94,197,27,87,225,38.7,7,13,53.8,108,913,10,361,580,62.2,3627,226.7,6.59,85,29,16,27,196,86.6,12,451,1933,4.3,120.8,43,12,20,12,10,361,3823,10.6,238.9,85,29,20,12,26,63,1284,20.4,0,55,46,191,4.2,0,27,11,4,44,44,100,28,34,82.4,49,128,12,79,3296,41.7,57,26,32.9,6,7.6,0,41,357,8.7,37.2,6,1098,832,266,43,22,1,24,516,89,4,95,1,24,21,45,16,12,28,17,12,4985,311.6,1998,124.9,2987,186.7,328,20.5,14,294,122,143,29,65,192,33.9,6,16,37.5,98,945,3,287,531,54,2987,186.7,6.08,64,24,24,43,241,68.7,21,413,1998,4.8,124.9,62,14,28,17,3,287,3228,11.2,201.8,64,24,28,17,15,83,1800,21.7,0,51,41,357,8.7,1,72,22,5,36,37,97.3,16,22,72.7,53,84,16,76,3135,41.3,84,27,35.5,2,2.6,0,46,191,4.2,38.7,9,1198,929,269,27,15,1,16,327,65,0,89,607,5.98,12,12,10,-2,574,5.20,0.028,0.045,0.024,0.038,0.012,0.006,0.60,0.61,0.030,5,0.006,,,,,,,,
2002,HOU,32,3572,223.3,1347,84.2,2225,139.1,213,13.3,32,208,59,119,30,59,229,25.8,5,14,35.7,136,1011,32,235,447,52.6,2225,139.1,5.9,81,11,15,76,411,64.7,31,424,1347,3.2,84.2,37,6,24,8,32,235,2636,11.2,164.8,81,11,24,8,30,77,1529,19.9,0,49,53,512,9.7,1,76,20,31,20,20,100,17,24,70.8,51,71,17,114,4720,41.4,62,36,31.6,6,5.3,2,58,328,5.7,38.5,16,1089,884,205,35,11,1,10,188,70,2,110,26,10,11,21,15,14,29,-8,16,5230,326.9,2089,130.6,3141,196.3,356,22.3,11,291,116,155,20,83,234,35.5,6,12,50,102,955,10,281,512,54.9,3141,196.3,6.6,57,23,10,35,237,82.1,28,509,2089,4.1,130.6,70,14,13,8,8,281,3378,12,211.1,57,23,13,8,20,52,1156,22.2,1,95,58,328,5.7,0,46,34,20,38,38,100,24,34,70.6,47,110,8,97,3892,40.1,63,27,27.8,7,7.2,1,53,512,9.7,34.8,,,,,,,,,,,,,523,4.25,4,,5,1,547,5.74,0.034,0.020,0.033,0.016,0.044,0.013,0.33,0.62,0.013,24,0.033,,,,,,,,
2002,IND,9,5616,351,1561,97.6,4055,253.4,349,21.8,9,324,93,213,18,102,227,44.9,13,17,76.5,91,730,4,392,591,66.3,4055,253.4,7.11,69,27,19,23,145,88.8,26,434,1561,3.6,97.6,49,12,18,10,5,392,4200,10.7,262.5,69,27,18,10,24,64,1310,20.5,0,44,37,282,7.6,0,34,16,19,34,34,100,23,31,74.2,54,103,22,66,2672,40.5,69,26,39.4,9,13.6,1,27,156,5.8,38.1,16,1047,848,199,36,24,0,10,170,53,1,74,22,10,17,27,19,13,32,-5,8,4909,306.8,1992,124.5,2917,182.3,313,19.6,5,279,114,148,17,74,198,37.4,10,21,47.6,102,746,2,288,468,61.5,2917,182.3,6.75,82,19,10,36,243,86.1,20,459,1992,4.3,124.5,67,16,26,11,2,288,3160,11,197.5,82,19,26,11,7,74,1515,20.5,0,67,27,156,5.8,0,53,17,8,32,34,94.1,21,26,80.8,51,95,19,74,3083,41.7,64,23,31.1,7,9.5,0,37,282,7.6,37.9,4,1085,900,185,23,16,2,19,225,46,0,72,614,6.60,10,6,12,2,504,5.79,0.032,0.021,0.021,0.033,0.006,0.003,0.56,0.42,0.031,2,0.002,,,,,,,,
2002,JAX,25,4851,303.2,2089,130.6,2762,172.6,328,20.5,25,275,105,156,14,71,207,34.3,18,26,69.2,89,685,28,268,462,58,2762,172.6,6.54,79,18,9,42,257,82.5,10,455,2089,4.6,130.6,63,19,7,4,30,268,3019,11.3,188.7,79,18,7,4,32,62,1165,18.8,0,54,28,311,11.1,1,69,17,25,33,33,100,19,27,70.4,43,90,2,81,3583,44.2,64,27,33.3,10,12.3,0,39,339,8.7,40,15,993,869,124,36,14,3,14,193,53,0,82,6,14,13,27,9,6,15,12,20,5335,333.4,2071,129.4,3264,204,315,19.7,25,324,112,188,24,83,212,39.2,11,20,55,96,717,14,314,519,60.5,3264,204,6.72,60,19,14,36,224,81.5,25,487,2071,4.3,129.4,44,14,17,12,15,314,3488,11.1,218,60,19,17,12,2,59,1151,19.5,0,45,39,339,8.7,0,43,11,11,32,32,100,23,34,67.6,51,101,4,64,2518,39.3,65,19,29.7,6,9.4,1,28,311,11.1,34.5,24,944,815,129,42,6,0,9,141,40,2,69,504,5.48,6,6,5,-1,555,5.88,0.019,0.027,0.009,0.020,0.039,0.025,0.57,0.71,0.017,1,0.001,,,,,,,,
2002,KC,4,6000,375,2378,148.6,3622,226.4,467,29.2,6,343,140,179,24,77,185,41.6,6,10,60,75,700,11,292,477,61.2,3622,226.4,7.89,99,27,13,26,141,93.5,3,462,2378,5.1,148.6,56,26,3,1,12,292,3763,12.9,235.2,99,27,3,1,14,67,1474,22,1,88,29,390,13.4,2,90,11,7,54,54,100,23,27,85.2,50,123,31,64,2422,37.8,56,15,23.4,6,9.4,1,27,274,10.1,33.6,20,1084,915,169,34,14,3,18,302,50,0,73,3,18,13,31,13,2,15,16,32,6248,390.5,2067,129.2,4181,261.3,399,24.9,32,367,120,227,20,87,205,42.4,10,17,58.8,100,827,31,403,616,65.4,4181,261.3,7.14,82,27,18,34,215,88.8,24,431,2067,4.8,129.2,63,19,15,12,30,403,4396,10.9,274.8,82,27,15,12,10,88,1880,21.4,0,52,27,274,10.1,0,48,10,26,39,39,100,26,32,81.3,49,117,10,58,2348,40.5,60,18,31,2,3.4,2,29,390,13.4,33.8,8,979,810,169,26,2,1,13,83,29,0,56,503,7.20,8,6,13,5,650,6.43,0.027,0.029,0.004,0.017,0.015,0.055,0.33,0.80,0.016,1,0.001,,,,,,,,
2002,MIA,15,5392,337,2502,156.4,2890,180.6,378,23.6,11,318,139,155,24,76,199,38.2,3,10,30,103,859,26,271,455,59.6,2890,180.6,6.75,77,18,15,25,179,79.3,2,530,2502,4.7,156.4,63,24,23,14,27,271,3069,11.3,191.8,77,18,23,14,7,63,1483,23.5,0,66,31,293,9.5,0,34,17,13,42,43,97.7,24,31,77.4,53,114,25,69,2772,40.2,56,15,21.7,6,8.7,0,39,273,7,36.2,4,1025,798,227,47,15,0,21,258,62,1,78,15,21,9,30,15,15,30,0,3,4656,291,1554,97.1,3102,193.9,301,18.8,9,285,86,162,37,68,201,33.8,4,13,30.8,106,826,8,294,520,56.5,3102,193.9,6.59,73,20,21,47,327,72.7,5,407,1554,3.8,97.1,38,9,17,6,11,294,3429,11.7,214.3,73,20,17,6,22,69,1540,22.3,0,56,39,273,7,0,43,4,21,27,27,100,28,30,93.3,55,111,29,80,3432,42.9,65,30,37.5,6,7.5,0,31,293,9.5,39.2,7,1037,844,193,25,20,1,15,319,89,2,63,480,6.02,9,11,10,1,567,5.47,0.033,0.040,0.028,0.023,0.033,0.020,0.61,0.35,0.020,3,0.004,,,,,,,,
2002,MIN,2,6192,387,2507,156.7,3685,230.3,390,24.4,4,350,139,191,20,92,209,44,8,17,47.1,137,1139,9,337,558,60.4,3685,230.3,7.08,61,19,23,49,266,76.1,1,473,2507,5.3,156.7,85,26,32,13,9,337,3951,11.7,246.9,61,19,32,13,23,86,1775,20.6,0,51,28,283,10.1,0,61,20,15,41,44,93.2,23,29,79.3,53,110,26,62,2474,39.9,59,21,33.9,6,9.7,1,21,131,6.2,37.8,29,1000,802,198,27,5,2,16,191,43,1,54,31,16,7,23,23,18,41,-18,26,5769,360.6,1666,104.1,4103,256.4,442,27.6,20,315,83,198,34,75,193,38.9,5,15,33.3,100,824,29,335,542,61.8,4103,256.4,7.93,84,33,16,27,197,94.6,10,394,1666,4.2,104.1,59,15,13,6,29,335,4300,12.8,268.8,84,33,13,6,29,76,1749,23,2,97,21,131,6.2,0,23,21,17,45,46,97.8,21,28,75,54,108,2,65,2540,39.1,61,18,27.7,4,6.2,0,28,283,10.1,34.7,29,1145,899,246,49,27,5,23,276,66,2,71,607,6.07,6,5,9,3,569,7.21,0.041,0.030,0.037,0.017,0.010,0.058,0.41,0.46,0.007,5,0.006,,,,,,,,
2002,NE,21,5085,317.8,1508,94.3,3577,223.6,381,23.8,19,304,99,184,21,94,220,42.7,9,20,45,108,895,12,374,605,61.8,3577,223.6,6.23,49,28,14,31,190,85.3,28,395,1508,3.8,94.3,45,9,15,7,11,374,3767,10.1,235.4,49,28,15,7,6,75,1771,23.6,2,87,34,298,8.8,0,40,14,10,36,36,100,27,30,90,57,117,29,70,2723,38.9,55,19,27.1,9,12.9,1,24,181,7.5,36.3,20,1160,851,309,34,15,4,18,277,90,3,78,10,18,11,29,14,10,24,5,23,5377,336.1,2198,137.4,3179,198.7,346,21.6,20,315,129,158,28,95,221,43,10,16,62.5,99,928,11,314,531,59.1,3179,198.7,6.36,52,23,18,34,199,78.2,31,467,2198,4.7,137.4,58,17,15,11,8,314,3378,10.8,211.1,52,23,15,11,6,73,1493,20.5,0,57,24,181,7.5,0,34,18,10,40,41,97.6,20,34,58.8,46,100,5,68,2680,39.4,62,15,22.1,9,13.2,0,34,298,8.8,35,10,1186,854,332,31,12,1,14,177,46,1,58,636,5.62,9,11,14,5,565,5.63,0.023,0.034,0.019,0.018,0.014,0.014,0.47,0.73,0.018,3,0.004,,,,,,,,
2002,NO,19,5205,325.3,1764,110.3,3438,214.9,432,27,22,291,91,169,31,92,224,41.1,8,13,61.5,119,911,16,291,538,54.1,3438,214.9,6.85,64,27,15,38,247,80.8,17,426,1764,4.1,110.3,62,16,21,13,14,291,3685,12.7,230.3,64,27,21,13,2,79,1956,24.8,2,97,45,625,13.9,1,83,6,3,37,37,100,31,35,88.6,48,130,16,69,2860,41.4,59,16,23.2,6,8.7,0,38,209,5.5,38.4,12,1096,902,194,39,21,5,20,211,43,1,107,9,20,18,38,15,15,30,8,27,5796,362.3,1991,124.4,3805,237.8,388,24.3,27,327,108,191,28,87,223,39,12,20,60,110,953,27,343,593,57.8,3805,237.8,6.84,77,25,20,39,253,78.8,19,439,1991,4.5,124.4,59,18,22,15,28,343,4058,11.8,253.6,77,25,22,15,11,85,1817,21.4,0,70,38,209,5.5,0,29,14,17,39,40,97.5,23,28,82.1,52,108,32,70,3118,44.5,71,20,28.6,3,4.3,3,45,625,13.9,35.6,19,1006,839,167,38,16,0,15,220,78,1,91,576,5.97,9,7,8,-1,632,6.02,0.028,0.034,0.028,0.027,0.019,0.050,0.62,0.68,0.026,5,0.007,,,,,,,,
2002,NYG,6,5826,364.1,1875,117.2,3951,246.9,320,20,10,323,95,195,33,84,213,39.4,5,14,35.7,113,955,6,338,549,61.6,3951,246.9,7.47,82,19,14,24,152,85.4,14,486,1875,3.9,117.2,70,14,24,12,7,338,4103,12.1,256.4,82,19,24,12,22,59,1219,20.7,0,46,32,243,7.6,0,37,22,16,30,32,93.8,26,32,81.3,47,108,32,71,2659,37.5,65,21,29.6,6,8.5,0,30,230,7.7,34.2,15,1053,828,225,37,14,3,11,93,32,1,69,19,11,14,25,14,13,27,-2,9,4949,309.3,1830,114.4,3119,194.9,279,17.4,2,266,87,162,17,81,222,36.5,8,21,38.1,120,897,9,311,541,57.5,3119,194.9,6.23,63,17,11,37,250,77.9,16,407,1830,4.5,114.4,78,12,18,10,7,311,3369,10.8,210.6,63,17,18,10,23,74,1661,22.4,0,37,30,230,7.7,0,39,16,7,24,24,100,21,31,67.7,50,87,9,83,3356,40.4,58,34,41,5,6,1,32,243,7.6,37.5,5,1100,884,216,24,16,1,14,141,38,1,74,573,6.90,10,7,4,-6,578,5.40,0.026,0.020,0.028,0.024,0.008,0.014,0.50,0.56,0.019,8,0.009,,,,,,,,
2002,NYJ,22,5036,314.8,1618,101.1,3418,213.6,359,22.4,21,300,86,190,24,76,188,40.4,4,12,33.3,79,685,17,329,485,67.8,3418,213.6,7.46,47,25,10,32,201,98.3,22,400,1618,4,101.1,61,12,12,8,17,329,3619,11,226.2,47,25,12,8,5,72,1713,23.8,2,98,29,464,16,2,63,12,17,35,37,94.6,24,31,77.4,46,107,19,64,2612,40.8,65,14,21.9,9,14.1,0,33,203,6.2,37.6,26,1092,870,222,30,11,2,15,207,65,0,78,11,15,8,23,10,9,19,4,24,5463,341.4,1973,123.3,3490,218.1,336,21,19,313,116,178,19,93,211,44.1,9,16,56.3,99,809,21,359,551,65.2,3490,218.1,6.69,72,17,15,30,195,83.2,18,427,1973,4.6,123.3,53,17,8,5,20,359,3685,10.3,230.3,72,17,8,5,9,74,1574,21.3,1,87,33,203,6.2,0,16,5,22,34,35,97.1,26,31,83.9,53,112,13,61,2499,41,64,16,26.2,7,11.5,1,29,464,16,33.4,11,990,805,185,32,12,6,10,165,90,1,67,517,6.61,9,10,6,-3,581,6.01,0.021,0.027,0.016,0.010,0.022,0.037,0.67,0.63,0.013,0,0.000,,,,,,,,
2002,OAK,1,6237,389.8,1762,110.1,4475,279.7,450,28.1,1,366,113,226,27,92,203,45.3,7,10,70,129,1094,1,418,619,67.5,4475,279.7,7.58,75,26,10,36,214,97.2,18,414,1762,4.3,110.1,36,21,16,6,1,418,4689,11.2,293.1,75,26,16,6,16,61,1319,21.6,1,96,29,318,11,2,83,26,4,50,50,100,26,33,78.8,51,128,6,58,2463,42.5,70,19,32.8,12,20.7,1,21,297,14.1,37.3,4,998,824,174,43,11,1,21,347,98,3,97,7,21,10,31,10,9,19,12,11,4979,311.2,1453,90.8,3526,220.4,304,19,24,319,96,189,34,75,196,38.3,9,20,45,103,787,23,346,570,60.7,3526,220.4,6.64,54,21,21,43,261,77.3,3,384,1453,3.8,90.8,40,14,15,9,25,346,3787,10.9,236.7,54,21,15,9,32,74,1826,24.7,1,86,21,297,14.1,0,55,11,4,31,31,100,17,23,73.9,46,82,22,71,2978,41.9,56,20,28.2,3,4.2,0,29,318,11,37.5,15,1124,892,232,36,17,3,10,226,84,1,63,655,6.83,11,10,4,-7,613,5.75,0.016,0.037,0.018,0.019,0.001,0.050,0.38,0.60,0.014,-1,-0.001,,,,,,,,
2002,PHI,10,5604,350.3,2220,138.8,3384,211.5,415,25.9,18,311,124,164,23,90,231,39,8,16,50,111,897,19,318,548,58,3384,211.5,6.58,59,27,11,36,222,85.9,7,489,2220,4.5,138.8,57,15,21,12,18,318,3606,11.3,225.4,59,27,21,12,1,52,1297,24.9,0,57,47,567,12.1,1,76,11,2,43,43,100,30,34,88.2,51,133,24,79,3197,40.5,63,25,31.6,10,12.7,0,30,420,14,35.2,1,1010,861,149,56,29,0,15,193,80,2,102,4,15,23,38,11,13,24,14,4,4754,297.1,1660,103.8,3094,193.4,241,15.1,4,272,83,160,29,66,213,31,9,23,39.1,112,969,7,333,563,59.1,3094,193.4,6.11,57,18,15,56,348,76.4,9,390,1660,4.3,103.8,58,5,35,20,13,333,3442,10.3,215.1,57,18,35,20,14,76,1637,21.5,1,100,30,420,14,2,90,20,2,24,24,100,17,21,81,53,75,15,90,3690,41,74,20,22.2,7,7.8,0,47,567,12.1,34.7,15,1090,895,195,36,21,0,11,86,35,0,104,584,5.79,12,11,12,0,619,5.00,0.020,0.027,0.025,0.045,0.021,0.025,0.57,0.57,0.037,0,0.000,,,,,,,,
2002,PIT,5,5952,372,2120,132.5,3832,239.5,390,24.4,6,343,119,200,24,94,223,42.2,14,23,60.9,90,712,7,350,551,63.5,3832,239.5,7.33,72,26,22,34,204,84.6,9,512,2120,4.1,132.5,42,15,15,10,8,350,4036,11.5,252.3,72,26,15,10,17,72,1544,21.4,1,99,42,290,6.9,0,29,13,8,35,37,94.6,29,40,72.5,50,122,14,62,2583,41.7,62,15,24.2,6,9.7,1,32,371,11.6,35.7,3,1034,807,227,50,13,2,19,351,84,1,97,16,19,17,36,22,14,36,0,7,4835,302.2,1375,85.9,3460,216.3,345,21.6,5,279,77,178,24,98,225,43.6,7,13,53.8,106,927,20,336,573,58.6,3460,216.3,6.59,64,19,19,50,313,75.6,1,359,1375,3.8,85.9,59,16,15,11,23,336,3773,11.2,235.8,64,19,15,11,12,78,1671,21.4,1,96,32,371,11.6,1,87,12,9,37,38,97.4,20,26,76.9,48,97,12,76,3102,40.8,63,17,22.4,6,7.9,1,42,290,6.9,37,13,1236,961,275,34,12,4,22,421,70,2,77,585,6.55,10,13,6,-4,623,5.55,0.040,0.033,0.017,0.020,0.009,0.047,0.67,0.73,0.017,3,0.003,,,,,,,,
2002,SD,16,5325,332.8,2137,133.6,3188,199.3,333,20.8,16,313,117,166,30,78,210,37.1,4,12,33.3,100,805,22,324,538,60.2,3188,199.3,6.26,52,17,16,24,180,76.5,8,466,2137,4.6,133.6,76,19,10,5,23,324,3368,10.4,210.5,52,17,10,5,9,73,1670,22.9,0,56,37,315,8.5,0,37,15,26,35,36,97.2,18,26,69.2,53,89,21,87,3540,40.7,63,31,35.6,6,6.9,2,36,369,10.3,36.4,9,1020,864,156,39,13,3,17,246,46,1,79,13,17,10,27,16,8,24,3,30,6034,377.1,1739,108.7,4295,268.4,367,22.9,26,326,91,205,30,83,218,38.1,7,11,63.6,103,854,32,375,607,61.8,4295,268.4,7.46,99,26,17,39,231,87.2,11,410,1739,4.2,108.7,61,15,15,10,32,375,4526,12.1,282.9,99,26,15,10,3,53,1059,20,0,65,36,369,10.3,1,52,28,14,42,42,100,21,31,67.7,54,105,11,82,3332,40.6,61,16,19.5,13,15.9,1,37,315,8.5,36.8,5,1038,885,153,24,12,6,16,204,45,1,68,562,5.67,8,5,4,-4,646,6.65,0.030,0.028,0.012,0.018,0.028,0.062,0.50,0.67,0.016,-2,-0.002,,,,,,,,
2002,SF,8,5701,356.3,2244,140.3,3457,216.1,367,22.9,8,342,141,182,19,127,243,52.3,8,13,61.5,87,725,14,354,571,62,3457,216.1,6.26,76,23,10,22,119,86,6,489,2244,4.6,140.3,40,16,11,6,19,354,3576,10.1,223.5,76,23,11,6,25,68,1386,20.4,0,50,28,395,14.1,1,89,12,10,39,39,100,26,36,72.2,47,117,28,64,2493,39,60,17,26.6,4,6.3,1,37,359,9.7,33.3,24,1019,828,191,32,15,1,19,332,60,1,90,8,19,8,27,10,7,17,10,14,5158,322.4,1652,103.3,3506,219.1,351,21.9,18,307,96,188,23,99,211,46.9,8,11,72.7,82,681,22,340,552,61.6,3506,219.1,6.71,58,23,19,32,195,80.9,7,394,1652,4.2,103.3,53,14,19,6,21,340,3701,10.9,231.3,58,23,19,6,26,73,1665,22.8,1,84,37,359,9.7,2,76,13,14,39,39,100,22,30,73.3,48,105,18,65,2699,41.5,64,17,26.2,5,7.7,0,28,395,14.1,35.4,3,1128,911,217,22,11,2,10,54,36,0,63,593,5.83,10,12,7,-3,584,6.00,0.018,0.034,0.013,0.025,0.022,0.042,0.55,0.32,0.020,0,0.000,,,,,,,,
2002,SS,7,5818,363.6,1740,108.8,4078,254.9,355,22.2,5,347,104,208,35,93,216,43.1,6,21,28.6,100,792,3,361,587,61.5,4078,254.9,7.25,83,19,16,33,179,83,20,430,1740,4,108.8,58,17,20,12,4,361,4257,11.8,266.1,83,19,20,12,21,74,1533,20.7,1,97,25,256,10.2,1,61,23,17,38,38,100,23,29,79.3,52,107,13,61,2542,41.7,58,22,36.1,4,6.6,0,17,202,11.9,38.4,27,1158,899,259,28,17,0,19,245,46,1,89,14,19,11,30,16,12,28,2,28,5852,365.8,2441,152.6,3411,213.2,369,23.1,30,356,140,191,25,100,215,46.5,6,13,46.2,99,816,18,321,555,57.8,3411,213.2,6.48,64,21,19,28,185,75.6,32,500,2441,4.9,152.6,58,18,15,8,19,321,3596,11.2,224.8,64,21,15,8,17,73,1591,21.8,2,95,17,202,11.9,1,89,19,14,39,39,100,22,26,84.6,47,105,1,65,2538,39,59,20,30.8,7,10.8,0,25,256,10.2,35.1,12,1133,892,241,33,19,0,16,119,22,1,87,620,6.58,7,9,10,3,583,5.85,0.027,0.034,0.024,0.018,0.005,0.031,0.60,0.53,0.020,1,0.001,,,,,,,,
2002,STL,13,5559,347.4,1405,87.8,4154,259.6,316,19.8,14,315,76,219,20,81,206,39.3,6,10,60,120,919,2,408,635,64.3,4154,259.6,7.06,58,24,27,46,326,79.9,30,343,1405,4.1,87.8,44,11,24,17,2,408,4480,11,280,58,24,24,17,15,75,1642,21.9,0,53,33,380,11.5,1,78,16,24,37,37,100,19,25,76,47,94,9,72,3020,41.9,64,26,36.1,10,13.9,0,34,463,13.6,35.5,14,987,853,134,38,25,0,12,74,36,0,71,32,12,14,26,27,18,45,-19,13,5025,314.1,1816,113.5,3209,200.6,369,23.1,8,282,105,148,29,71,197,36,5,13,38.5,99,755,12,292,461,63.3,3209,200.6,7.48,83,15,12,38,240,86,14,445,1816,4.1,113.5,40,15,28,14,14,292,3449,11.8,215.6,83,15,28,14,30,57,1354,23.8,2,97,34,463,13.6,1,86,10,26,39,39,100,26,30,86.7,50,117,14,70,2868,41,63,19,27.1,8,11.4,0,33,380,11.5,35.5,27,999,887,112,46,21,0,27,492,60,5,99,681,6.10,7,14,12,5,499,6.43,0.043,0.026,0.030,0.036,0.003,0.025,0.71,0.50,0.032,3,0.004,,,,,,,,
2002,TB,24,5002,312.6,1557,97.3,3445,215.3,346,21.6,23,287,90,172,25,79,222,35.6,6,9,66.7,103,789,15,348,567,61.4,3445,215.3,6.46,76,23,10,41,220,86.3,27,414,1557,3.8,97.3,59,6,19,9,15,348,3665,10.5,229.1,76,23,19,9,4,45,1085,24.1,0,67,44,430,9.8,1,56,20,4,32,32,100,32,39,82.1,53,128,5,91,3879,42.6,71,31,34.1,12,13.2,0,42,433,10.3,37.9,4,998,809,189,43,18,1,31,494,97,4,102,2,31,7,38,10,11,21,17,1,4044,252.8,1554,97.1,2490,155.6,196,12.3,1,236,79,131,26,75,223,33.6,8,13,61.5,93,749,1,259,510,50.8,2490,155.6,5.46,52,10,31,43,295,48.4,5,410,1554,3.8,97.1,85,8,15,5,1,259,2785,10.8,174.1,52,10,15,5,16,72,1567,21.8,0,91,42,433,10.3,0,56,5,1,19,19,100,17,23,73.9,50,70,31,99,4400,44.4,75,29,29.3,14,14.1,0,44,430,9.8,40.1,21,1121,885,236,41,21,2,10,143,51,3,72,608,5.67,12,9,7,-5,553,4.50,0.018,0.061,0.024,0.021,0.019,0.002,0.47,0.33,0.025,-2,-0.002,,,,,,,,
